strategy,period,date,ordinary_kwh,emergency_kwh,ordinary_cost,adjustment_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,e_start,e_end,updates,changed_updates,emergency_slots
rolling_scenario_mean14,validation,2025-06-15,79886.30467635921,0.0,54670.404392315606,2531.5587016606037,0.0,57201.96309397621,4653.431860104255,0.0,2097.0079739758357,2815.959162977164,3,3,0
rolling_scenario_mean14,validation,2025-06-16,79093.7727155322,3.9355200000001105,54826.343788955994,1751.6467781648785,26.543114640000745,56604.53368176087,2434.387305792864,0.0,2815.959162977164,2695.0078310049366,3,2,1
rolling_scenario_mean14,validation,2025-06-17,81659.24126326296,0.0,56949.83111508411,3208.2560545693314,0.0,60158.087169653445,3402.340548803842,0.0,2695.0078310049366,2225.3589914924064,3,2,0
rolling_scenario_mean14,validation,2025-06-18,79129.68619132218,0.0,54489.12899349359,4743.089372864236,0.0,59232.218366357825,4472.3028744115245,0.0,2225.3589914924064,2143.3978155759505,3,3,0
rolling_scenario_mean14,validation,2025-06-19,76482.64136997561,56.70548777777776,52486.16295498027,5990.439696024585,387.7203605472222,58864.32301155208,4285.192228163235,0.0,2143.3978155759505,2058.420424752912,3,2,2
rolling_scenario_mean14,validation,2025-06-20,34977.95379391926,0.0,17893.881490796746,633.5463639108992,0.0,18527.427854707646,955.4776700233205,8913.305893434845,2058.420424752912,2506.53547791111,3,2,0
rolling_scenario_mean14,validation,2025-06-21,34618.51687545997,0.0,17597.32803430299,627.8061240222901,0.0,18225.13415832528,1585.1666459218116,11342.643848750346,2506.53547791111,2549.47953379052,3,3,0
rolling_scenario_mean14,validation,2025-06-22,75567.66577607658,0.0,51887.89340974257,3161.785737673541,0.0,55049.679147416115,3956.4861831220846,123.85798699999994,2549.47953379052,2765.911919602471,3,3,0
rolling_scenario_mean14,validation,2025-06-23,73318.49410226836,0.0,50083.078274890555,1490.303779523128,0.0,51573.38205441368,2257.4320611906737,529.5094992249687,2765.911919602471,2454.547325148148,3,3,0
rolling_scenario_mean14,validation,2025-06-24,83155.25287423868,0.0,58268.1494629734,2313.659857632536,0.0,60581.809320605935,2513.1351627668023,43.546666666666624,2454.547325148148,2473.16592920741,3,2,0
rolling_scenario_mean14,validation,2025-06-25,76579.18654954396,0.0,51985.515410120686,1836.0408383456806,0.0,53821.55624846637,2377.55116404812,42.254933333333156,2473.16592920741,2476.4011264524456,3,2,0
rolling_scenario_mean14,validation,2025-06-26,74752.03376340964,17.416189333333477,50176.887459107566,1200.037327755147,122.61381492400102,51499.53860178671,3592.976740079711,288.6968341563795,2476.4011264524456,2097.505039428259,3,2,2
rolling_scenario_mean14,validation,2025-06-27,33048.497325525525,0.0,16339.5083468172,853.2517522848018,0.0,17192.760099102,371.05963223593733,10448.063039142662,2097.505039428259,2158.1850999629655,3,3,0
rolling_scenario_mean14,validation,2025-06-28,33393.97029482439,0.0,16675.837388176704,317.11573850812607,0.0,16992.95312668483,386.4973146817284,8713.280872010975,2158.1850999629655,2340.172707572749,3,2,0
rolling_scenario_mean14,validation,2025-06-29,74950.69832997154,0.0,51389.227719649,2262.8068477846214,0.0,53652.03456743363,1625.2395809108325,0.0,2340.172707572749,2543.8039738987914,3,2,0
rolling_scenario_mean14,validation,2025-06-30,77417.42511467487,5.481738666666615,52208.23834023131,2024.0831033239256,38.07341590933298,54270.39485946457,3922.3609770658477,83.83053292180831,2543.8039738987914,2240.492880185187,3,2,1
rolling_scenario_mean14,validation,2025-07-01,77405.6834071219,3966.4190314022167,59773.89418029672,4285.818146643296,20747.540421920305,84807.25274886031,0.0,0.0,2240.492880185187,1200.0,3,3,40
rolling_scenario_mean14,validation,2025-07-02,77356.6506989941,476.1600024666667,57130.79699382935,1254.1234989568406,3036.961770180305,61421.8822629665,925.0326188477364,0.0,1200.0,1303.377272851852,3,3,17
rolling_scenario_mean14,validation,2025-07-03,84371.35561729196,319.9430457306626,63653.56286947289,2918.584123513327,1414.2411404879572,67986.38813347417,647.1342677846333,165.3123633333282,1303.377272851852,1237.4885520000003,3,3,12
rolling_scenario_mean14,validation,2025-07-04,40913.77926680126,709.9787101652531,23640.598685237477,952.4676585118365,2693.3846086136687,27286.450952362982,92.4773253360749,10026.839654279833,1237.4885520000003,1200.0,3,2,13
rolling_scenario_mean14,validation,2025-07-05,42765.23443507743,133.88515666666683,24547.455683896525,322.16944572092456,336.2405642800004,25205.86569389745,228.70219793827215,10881.846025404662,1200.0,1560.4748584943782,3,2,4
rolling_scenario_mean14,validation,2025-07-06,88864.33743363096,42.50873999999965,67313.8793730219,2505.6933925052413,359.83189254166365,70179.40465806882,4277.588450920066,0.0,1560.4748584943782,2045.1483870737036,3,3,3
rolling_scenario_mean14,validation,2025-07-07,81834.04338957342,15.005406333333099,61075.717102132796,4605.662821069969,125.33912672716471,65806.71904992993,4704.024674924442,84.05899528395543,2045.1483870737036,2012.4399894762946,3,3,2
rolling_scenario_mean14,validation,2025-07-08,85932.482824575,0.0,64790.18732040291,3811.304796011857,0.0,68601.49211641477,4368.057008252362,1208.3496182853228,2012.4399894762946,2816.1174969807407,3,3,0
rolling_scenario_mean14,validation,2025-07-09,83924.17535143581,0.5699973333332764,62751.41938727575,3740.2275667083954,4.963536778666171,66496.61049076282,5455.307951248171,464.51003868312796,2816.1174969807407,3017.598886948002,3,3,1
rolling_scenario_mean14,validation,2025-07-10,82883.6658988767,11.270609333333141,62959.416930091786,1975.3939415281336,99.45185675733164,65034.26272837725,5302.873566802466,1109.544433333333,3017.598886948002,2932.9161069703696,3,2,1
rolling_scenario_mean14,validation,2025-07-11,44199.14580612955,0.0,26251.40795526151,738.3147315019477,0.0,26989.72268676346,1160.0083855267508,8208.004968790125,2932.9161069703696,2830.7861695851875,3,2,0
rolling_scenario_mean14,validation,2025-07-12,44901.07453347333,0.0,26565.17905468233,534.5072522049607,0.0,27099.686306887288,1977.0221701769563,9476.69058637174,2830.7861695851875,2711.0178908148173,3,3,0
rolling_scenario_mean14,validation,2025-07-13,77566.31626816867,36.08361333333323,57135.481291430704,4432.379057710223,304.5276547266658,61872.3880038676,3386.374877927306,1490.5526070960138,2711.0178908148173,2419.741994921336,3,2,1
rolling_scenario_mean14,validation,2025-07-14,77523.99554529939,0.0,57493.49087856124,2904.05177278156,0.0,60397.5426513428,1999.4031676406044,436.05291899176746,2419.741994921336,2048.7842433185215,3,2,0
rolling_scenario_mean14,validation,2025-07-15,79115.11601332699,0.0,58576.85312542837,4703.159360589719,0.0,63280.012486018095,1342.065212930255,53.95198333333173,2048.7842433185215,3278.623103922586,3,3,0
rolling_scenario_mean14,validation,2025-07-16,78182.08188633705,0.0,59331.38150016292,3720.2596374270956,0.0,63051.64113759001,2585.1660786552616,535.4600488888863,3278.623103922586,2627.057461164593,3,3,0
rolling_scenario_mean14,validation,2025-07-17,78525.38470962012,15.916323333333366,59274.59902795994,3086.335231196321,130.17960854333361,62491.11386769959,2414.2292382853157,0.0,2627.057461164593,2069.9920187686357,3,3,1
rolling_scenario_mean14,validation,2025-07-18,42932.86247758822,0.0,24697.43745867637,1303.2486998510185,0.0,26000.686158527387,593.2988854224965,8215.222982170093,2069.9920187686357,2587.798766806071,3,2,0
rolling_scenario_mean14,validation,2025-07-19,42221.37505488404,0.0,24758.431931770057,1329.812242287344,0.0,26088.2441740574,948.3156078305201,11945.816771893004,2587.798766806071,2241.8594631042965,3,3,0
rolling_scenario_mean14,validation,2025-07-20,80393.13037161132,7.391811333333408,59405.1473372109,3503.0765222366467,62.896922635333965,62971.120782082886,3926.504536644075,629.8267509999964,2241.8594631042965,2438.3251950281515,3,3,1
rolling_scenario_mean14,validation,2025-07-21,82152.9532319812,0.0,61829.558939227165,870.2036884015869,0.0,62699.76262762875,3595.5185146447116,669.9953208888891,2438.3251950281515,2517.923817027163,3,2,0
rolling_scenario_mean14,validation,2025-07-22,83681.0322168107,0.0,62402.25545512327,9442.463399892136,0.0,71844.71885501541,5475.072016742109,516.9458721454059,2517.923817027163,2888.235128111112,3,3,0
rolling_scenario_mean14,validation,2025-07-23,82285.4141408509,0.0,61140.961391005876,4697.889977185819,0.0,65838.8513681917,4133.199268563247,358.887848436215,2888.235128111112,2514.7896429277775,3,3,0
rolling_scenario_mean14,validation,2025-07-24,82394.86367633696,0.0,62056.836186032604,3605.6728020385644,0.0,65662.50898807117,4571.141608314122,80.49678333333327,2514.7896429277775,2932.8115683764822,3,2,0
rolling_scenario_mean14,validation,2025-07-25,40430.43528670399,0.0,23560.024980438146,961.9266531830189,0.0,24521.951633621164,744.0348117187953,11044.312201735253,2932.8115683764822,2602.1716351716295,3,3,0
rolling_scenario_mean14,validation,2025-07-26,42246.24335796962,0.0,24350.93555836843,597.4330781545791,0.0,24948.36863652301,803.0020851522611,10906.477334342937,2602.1716351716295,2260.867241932055,3,2,0
rolling_scenario_mean14,validation,2025-07-27,80764.83289599711,0.0,60108.828096266756,3985.1493418079003,0.0,64093.97743807465,2000.7213528765453,999.3402474732559,2260.867241932055,2471.2246359111073,3,3,0
rolling_scenario_mean14,validation,2025-07-28,84154.20013281479,0.0,62256.26624777793,2062.11420423881,0.0,64318.38045201674,2532.6897170178327,0.0,2471.2246359111073,2144.45244468395,3,2,0
rolling_scenario_mean14,validation,2025-07-29,86627.52293954219,0.0,64016.8620662136,2957.8894292600107,0.0,66974.75149547361,5754.53935281344,397.3654666666664,2144.45244468395,2724.693204345682,3,2,0
rolling_scenario_mean14,validation,2025-07-30,81374.35334992534,0.0,61431.55653996649,3615.746177728173,0.0,65047.30271769466,3466.5997371577537,511.3488816666619,2724.693204345682,2402.0101220098763,3,2,0
rolling_scenario_mean14,validation,2025-07-31,81808.28630835825,0.0,60358.78522964378,811.9693965818307,0.0,61170.75462622561,3027.9890939190645,174.3904611111104,2402.0101220098763,2350.159147829005,3,2,0
rolling_scenario_mean14,validation,2025-08-01,40816.6150050754,0.0,23409.37854152677,745.6714667748079,0.0,24155.05000830158,467.0090215253811,16418.172280319613,2350.159147829005,2642.862421056793,3,3,0
rolling_scenario_mean14,validation,2025-08-02,41544.359358914946,0.0,23564.032422940374,856.9324077134216,0.0,24420.964830653797,863.4265057379961,17376.126213187927,2642.862421056793,2654.6896932024706,3,1,0
rolling_scenario_mean14,validation,2025-08-03,66661.19665998002,56.58291666666696,49976.11373922772,2007.411220546003,471.71203600833576,52455.23699578206,567.7666896450726,1074.9826481687223,2654.6896932024706,1488.2545576956977,3,3,3
rolling_scenario_mean14,validation,2025-08-04,72319.98026866249,0.0,53218.93595133742,2433.7989496780174,0.0,55652.73490101544,956.6518802098763,1974.0144087668016,1488.2545576956977,1952.634053819615,3,3,0
rolling_scenario_mean14,validation,2025-08-05,75378.7191477519,0.0,55061.161457626884,2042.6567871473728,0.0,57103.81824477426,3626.2988554801113,2443.8955059670775,1952.634053819615,2607.6935023370647,3,3,0
rolling_scenario_mean14,validation,2025-08-06,76645.7405291832,0.0,57798.71052805878,3179.87036812789,0.0,60978.58089618667,3727.476088422461,1353.9159984074417,2607.6935023370647,2602.704392711113,3,2,0
rolling_scenario_mean14,validation,2025-08-07,73378.84024003995,22.214743333333445,54235.93833639639,5036.156866661309,193.51262917666764,59465.60783223437,3421.4190967689065,3123.2417952057617,2602.704392711113,2551.8136418870345,3,3,1
rolling_scenario_mean14,validation,2025-08-08,40727.99104007945,0.0,22869.079729234447,8.861641112499179,0.0,22877.941370346947,678.2277772222233,21488.314789821674,2551.8136418870345,2880.662931888891,3,1,0
rolling_scenario_mean14,validation,2025-08-09,40598.37876597042,0.0,23373.12962784467,352.7172421496856,0.0,23725.84686999436,958.8348201942375,18445.035549807955,2880.662931888891,2765.8739825985667,3,2,0
rolling_scenario_mean14,validation,2025-08-10,70481.519205361,0.0,53325.625281400185,1929.8869478059114,0.0,55255.5122292061,1575.828481305276,505.47983999999724,2765.8739825985667,2527.0670123481505,3,3,0
rolling_scenario_mean14,validation,2025-08-11,72539.76029435525,25.190969333333328,52926.30239361607,1295.4066618715779,209.43653978933327,54431.14559527698,2184.270787422463,2276.0356792386824,2527.0670123481505,2395.198182938271,3,2,2
rolling_scenario_mean14,validation,2025-08-12,74749.84878746583,17.456403333333355,55722.41713542629,2719.7436487429813,147.41020976000013,58589.570993929265,2834.8755189614476,1276.265438888893,2395.198182938271,1872.3844145890153,3,2,3
rolling_scenario_mean14,validation,2025-08-13,71431.9392930764,29.918416666666417,51979.61579144198,447.43635265122776,255.23934579166456,52682.29148988487,1241.4286210877897,602.1030333813436,1872.3844145890153,1856.4503843975326,3,2,2
rolling_scenario_mean14,validation,2025-08-14,71951.51884856104,59.90829046666672,52733.037336145935,1907.1187457809037,487.61646043396627,55127.772542360806,1487.5268921673708,1001.4762605966969,1856.4503843975326,1580.6832474444439,3,2,4
rolling_scenario_mean14,validation,2025-08-15,40055.67478956104,0.0,22433.192663970505,575.6562841943872,0.0,23008.848948164894,256.9635050713307,19742.55731015226,1580.6832474444439,1974.1315176246928,3,2,0
rolling_scenario_mean14,validation,2025-08-16,39439.70793936077,0.0,22390.202534403674,1038.3288196819774,0.0,23428.53135408565,520.1489887654335,19468.372005713307,1974.1315176246928,2006.3483441481542,3,1,0
rolling_scenario_mean14,validation,2025-08-17,69734.4745581745,46.830234666666456,51260.37595908254,1934.4251079849125,385.7877236693315,53580.58879073679,1103.0792397558291,2165.3744891632323,2006.3483441481542,1724.2171525007823,3,2,2
rolling_scenario_mean14,validation,2025-08-18,71506.19026217608,75.22429333333343,52788.30650609838,853.62439155514,633.1895043583341,54275.12040201185,1332.582199727024,1659.6466068532318,1724.2171525007823,2133.5433856790105,3,2,4
rolling_scenario_mean14,validation,2025-08-19,68721.56890212558,83.08497200000045,51129.28969256333,1517.0799063434224,709.6769635966705,53356.04656250343,541.1480809829225,826.6508933333347,2133.5433856790105,1813.9020800370342,3,2,3
rolling_scenario_mean14,validation,2025-08-20,76040.89632747187,2.4664093333333312,55861.385273106986,2925.8064274515436,20.943638285333343,58808.13533884386,1425.0674819231808,0.0,1813.9020800370342,1835.915904807408,3,2,2
rolling_scenario_mean14,validation,2025-08-21,70625.6896765679,0.0,52125.15635827215,2494.598364000452,0.0,54619.7547222726,1213.1698594348395,21.940561897117128,1835.915904807408,1903.2408529925917,3,2,0
rolling_scenario_mean14,validation,2025-08-22,39585.069484182444,67.27957876555121,22482.437055228038,354.71685568460543,138.82987660759696,22975.98378752024,14.943259333333572,16241.862048930041,1903.2408529925917,1498.144515000001,3,2,3
rolling_scenario_mean14,validation,2025-08-23,40925.73145806888,0.0,22729.63168081895,332.57643418391274,0.0,23062.208115002864,460.18055252213713,15322.98750521536,1498.144515000001,1662.489797401331,3,2,0
rolling_scenario_mean14,validation,2025-08-24,70154.44833459129,0.0,52818.353738213526,2319.789627568337,0.0,55138.14336578186,1384.3124161330577,1140.7951709190693,1662.489797401331,1817.9289444275798,3,2,0
rolling_scenario_mean14,validation,2025-08-25,78100.61260271558,11.04320000000007,56733.38093799417,5802.020823815876,92.58618880000058,62627.98795061004,2592.2091619341613,671.1679166666668,1817.9289444275798,2037.4507297012358,3,2,1
rolling_scenario_mean14,validation,2025-08-26,72443.48395446502,0.0,53356.11900141806,2752.4734585663646,0.0,56108.59245998443,2103.006289694096,818.5418414581659,2037.4507297012358,2312.804533725927,3,3,0
rolling_scenario_mean14,validation,2025-08-27,77387.90739143072,26.112793333333684,56324.86886770895,5010.041792987764,216.89820133333626,61551.808862030055,3557.184830499315,2716.7591432688664,2312.804533725927,1866.1047522074077,3,2,2
rolling_scenario_mean14,validation,2025-08-28,77328.20296494146,32.688449333333324,55973.839833495935,3893.4471307966273,276.8115463326666,60144.098510625234,2761.049008290807,0.0,1866.1047522074077,1705.1523572650271,3,2,2
rolling_scenario_mean14,validation,2025-08-29,42117.02378283858,0.0,23536.365649764644,903.5903178511389,0.0,24439.955967615784,967.5133282002754,15783.538703495196,1705.1523572650271,1783.8664528765437,3,3,0
rolling_scenario_mean14,validation,2025-08-30,40881.44977191889,0.0,23232.0799721487,888.6061812571251,0.0,24120.686153405823,554.3809434485586,19551.037122643345,1783.8664528765437,1611.41010633704,3,3,0
rolling_scenario_mean14,validation,2025-08-31,72173.32201327896,46.152453333333256,52327.92601758455,1484.9446047494498,381.176990941666,54194.04761327567,841.6671728491023,195.4121541111133,1611.41010633704,2341.972129475307,3,2,3
rolling_scenario_mean14,evaluation,2025-09-01,71109.43684354688,0.0,46535.03223366101,3963.228727285893,0.0,50498.26096094691,7713.6495603772255,3049.802874279841,2341.972129475307,5696.457014895899,3,2,0
rolling_scenario_mean14,evaluation,2025-09-02,68217.58978677036,0.0,45021.94867345724,2206.2991033604444,0.0,47228.24777681768,7703.5363122825775,3198.679984945132,5696.457014895899,5611.031117173615,3,3,0
rolling_scenario_mean14,evaluation,2025-09-03,66462.03876137818,0.0,46138.18447696345,2925.421801134735,0.0,49063.60627809818,6029.122659097598,1971.5702537037037,5611.031117173615,5354.8518943656545,3,3,0
rolling_scenario_mean14,evaluation,2025-09-04,65015.54972205936,0.0,44750.17794069017,2573.757381182805,0.0,47323.935321872974,6045.4078954087745,1487.9688047530894,5354.8518943656545,5446.721833490689,3,3,0
rolling_scenario_mean14,evaluation,2025-09-05,35716.7593990076,0.0,17883.854479968417,480.5570524912983,0.0,18364.411532459715,2013.1555433333324,24711.78279914129,5446.721833490689,5115.844892000002,3,3,0
rolling_scenario_mean14,evaluation,2025-09-06,36017.82296786666,0.0,18267.845739156233,192.5791817387615,0.0,18460.424920894995,1793.0065894444442,23586.48891448559,5115.844892000002,5660.156373550618,3,2,0
rolling_scenario_mean14,evaluation,2025-09-07,68270.49848401398,0.0,45280.86423236311,2630.990491583208,0.0,47911.854723946315,7835.84908102743,1793.5884125514413,5660.156373550618,5816.72042116074,3,3,0
rolling_scenario_mean14,evaluation,2025-09-08,69723.26175349217,0.0,47270.29985541995,2070.5801221564857,0.0,49340.879977576435,6825.714960351162,1190.689227366258,5816.72042116074,4818.285106814819,3,3,0
rolling_scenario_mean14,evaluation,2025-09-09,63983.342781941006,0.0,43725.83448058515,2517.9645827659533,0.0,46243.79906335111,4381.823723381344,3017.9634954732537,4818.285106814819,4786.287876925929,3,3,0
rolling_scenario_mean14,evaluation,2025-09-10,72379.8104484362,31.683725122220736,48248.13515847981,2403.234492214625,161.34191271306986,50812.7115634075,7178.653439732507,268.46057333333505,4786.287876925929,4596.137299259258,3,3,2
rolling_scenario_mean14,evaluation,2025-09-11,63081.8347148834,0.0,42903.666102286545,2630.0966002325995,0.0,45533.76270251915,4299.790993401921,1364.111073333332,4596.137299259258,4802.636300481483,3,3,0
rolling_scenario_mean14,evaluation,2025-09-12,35880.344200706444,0.0,18004.80009160787,514.7868096456946,0.0,18519.586901253566,1799.6425516666663,19928.264309471877,4802.636300481483,5037.657409975304,3,2,0
rolling_scenario_mean14,evaluation,2025-09-13,35423.09904435556,0.0,17725.361987070562,171.5167107489166,0.0,17896.87869781948,1013.310471666666,23642.80884722908,5037.657409975304,5398.0461929259245,3,3,0
rolling_scenario_mean14,evaluation,2025-09-14,69973.97894353908,0.0,47056.67065574431,3056.7625316178355,0.0,50113.43318736215,5399.387116684485,1514.2221705555557,5398.0461929259245,4909.557864518523,3,2,0
rolling_scenario_mean14,evaluation,2025-09-15,63059.08840827159,0.0,42998.801451821186,339.46200225496193,0.0,43338.26345407615,3976.5352676995826,830.3327826474647,4909.557864518523,4298.500035777779,3,2,0
rolling_scenario_mean14,evaluation,2025-09-16,68083.74339873045,0.0,45504.91875273626,3015.5785151064774,0.0,48520.49726784274,3857.0197388539127,1446.046631872433,4298.500035777779,3911.170309907406,3,3,0
rolling_scenario_mean14,evaluation,2025-09-17,68837.02300896433,7.62916666666672,46183.40560590777,1495.675955218966,38.19542291666694,47717.276984043405,4735.005928820311,183.08230674896862,3911.170309907406,4128.0860476481475,3,2,1
rolling_scenario_mean14,evaluation,2025-09-18,69362.23798794691,0.0,45578.78768870861,2762.7314127600785,0.0,48341.519101468686,5474.10283102915,1349.4524355555545,4128.0860476481475,3994.8590715246946,3,2,0
rolling_scenario_mean14,evaluation,2025-09-19,34759.15309036351,0.0,17227.973738043795,356.06492757008095,0.0,17584.038665613876,812.6706638888888,14758.892100329213,3994.8590715246946,4570.133000425925,3,2,0
rolling_scenario_mean14,evaluation,2025-09-20,34308.41839860768,0.0,16741.346714838353,232.3345310502235,0.0,16973.681245888576,649.1685594444446,15365.232652002745,4570.133000425925,4674.492564962961,3,2,0
rolling_scenario_mean14,evaluation,2025-09-21,68079.33035277361,0.0,45979.31383461784,1482.1501279582162,0.0,47461.463962576054,4651.241211543208,2052.792623466394,4674.492564962961,4220.873264740742,3,2,0
rolling_scenario_mean14,evaluation,2025-09-22,66363.2228943292,0.0,44915.3938235212,2780.9731146565264,0.0,47696.36693817772,2944.749757668036,31.268044257890956,4220.873264740742,3255.3770460740757,3,2,0
rolling_scenario_mean14,evaluation,2025-09-23,69590.8574684705,0.0,46596.77371268764,1560.9529604776067,0.0,48157.72667316524,3105.660031913576,498.52107055555905,3255.3770460740757,3203.861927925927,3,2,0
rolling_scenario_mean14,evaluation,2025-09-24,67974.09848656379,0.0,45396.456851281,1223.8869759125619,0.0,46620.34382719356,2419.2689093182435,281.252137615916,3203.861927925927,3573.5324103703706,3,2,0
rolling_scenario_mean14,evaluation,2025-09-25,69039.92563475994,13.417000000000144,46241.2014006439,893.5399159955535,92.745012500001,47227.48632913946,3587.1151813305937,1892.7554285322333,3573.5324103703706,3231.2656169259253,3,2,1
rolling_scenario_mean14,evaluation,2025-09-26,34006.238768242794,0.0,16001.524197063454,468.15781361239993,0.0,16469.682010675853,518.4269909999995,12619.19924555555,3231.2656169259253,3791.668237333335,3,2,0
rolling_scenario_mean14,evaluation,2025-09-27,34076.20092018518,0.0,16759.667303397666,621.0209449177248,0.0,17380.68824831539,623.3159949999999,13571.754574444438,3791.668237333335,3228.464208851853,3,2,0
rolling_scenario_mean14,evaluation,2025-09-28,71317.26495042078,0.0,47822.642865371425,2808.298844535717,0.0,50630.94170990714,3027.760393693768,735.47423722222,3228.464208851853,3470.154719370372,3,2,0
rolling_scenario_mean14,evaluation,2025-09-29,66183.18335021946,667.9546281666663,44335.59587454679,4049.248061691393,3423.062160340665,51807.906096578845,1408.7533673731068,0.0,3470.154719370372,2245.886410222223,3,2,9
rolling_scenario_mean14,evaluation,2025-09-30,72580.49499142192,25.40606000000014,48112.91067864259,1405.6826442117624,169.1535474800009,49687.746870334355,2773.365607800526,0.0,2245.886410222223,2451.103143296297,3,2,1
rolling_scenario_mean14,evaluation,2025-10-01,63275.14971798078,0.0,40447.348665427045,1716.1088654336015,0.0,42163.45753086064,3198.7723174115217,4192.606668758567,2451.103143296297,4770.552842629628,3,2,0
rolling_scenario_mean14,evaluation,2025-10-02,61409.78916207818,0.0,39396.06635924631,3978.055422369492,0.0,43374.1217816158,2437.8497019135725,3539.592457502051,4770.552842629628,4866.274643999999,3,2,0
rolling_scenario_mean14,evaluation,2025-10-03,29712.854222379974,0.0,13375.332472140522,77.20661982333483,0.0,13452.539091963858,776.7377550000015,18750.509386310012,4866.274643999999,4794.720161925927,3,2,0
rolling_scenario_mean14,evaluation,2025-10-04,31036.933413621402,0.0,14380.26060783499,162.26272981369777,0.0,14542.523337648689,956.1725733333323,14789.387951316878,4794.720161925927,4437.798934777781,3,2,0
rolling_scenario_mean14,evaluation,2025-10-05,61079.04724177777,0.0,40160.89039305077,3041.874977578168,0.0,43202.76537062894,2222.6329793141294,609.8146016666677,4437.798934777781,4304.911246222223,3,2,0
rolling_scenario_mean14,evaluation,2025-10-06,60780.64900484026,0.0,40077.31459314108,1638.140661483489,0.0,41715.455254624576,319.1543050976984,0.0,4304.911246222223,3281.157064756519,3,3,0
rolling_scenario_mean14,evaluation,2025-10-07,64401.64952569851,0.0,41667.4985607532,1131.3041815789386,0.0,42798.80274233214,1814.0337208312776,605.8054749999944,3281.157064756519,3660.727806296296,3,2,0
rolling_scenario_mean14,evaluation,2025-10-08,60648.623602192376,0.0,38996.74871820676,534.8372825206761,0.0,39531.58600072744,809.4755678919743,0.0,3660.727806296296,3157.6965172703694,3,3,0
rolling_scenario_mean14,evaluation,2025-10-09,60215.95139870782,35.4534431155582,39132.87276952858,3395.867082082835,181.78752957502468,42710.52738118644,484.8224591316944,95.51512644444652,3157.6965172703694,3131.0485408271634,3,3,1
rolling_scenario_mean14,evaluation,2025-10-10,31020.447653796975,0.0,13403.445153624312,293.62100250814353,0.0,13697.066156132456,109.05271402469016,18834.80581277366,3131.0485408271634,3092.4779627037037,3,3,0
rolling_scenario_mean14,evaluation,2025-10-11,31961.497179473252,0.0,13973.69720040788,246.17761966606415,0.0,14219.874820073945,459.3992280000005,14641.452771078193,3092.4779627037037,3024.669166061734,3,2,0
rolling_scenario_mean14,evaluation,2025-10-12,63532.57471991456,18.836646111111236,40582.820290673444,744.8339462058905,94.60705509305618,41422.26129197239,736.6962413168692,726.2709471152237,3024.669166061734,2773.7016160000026,3,2,1
rolling_scenario_mean14,evaluation,2025-10-13,61899.566675183465,0.0,40338.17945196084,2444.45317036526,0.0,42782.6326223261,716.1714350658443,0.0,2773.7016160000026,3016.2315896296313,3,3,0
rolling_scenario_mean14,evaluation,2025-10-14,66157.17580541974,0.0,43214.6053705184,3260.9608058994922,0.0,46475.566176417895,1366.8488351755802,0.0,3016.2315896296313,3006.046054296296,3,2,0
rolling_scenario_mean14,evaluation,2025-10-15,66221.60644026611,0.0,42515.564547402835,2243.4249692762264,0.0,44758.98951667906,764.0861752414296,32.92515988888525,3006.046054296296,2633.7221055185205,3,2,0
rolling_scenario_mean14,evaluation,2025-10-16,67736.74039490487,0.0,44369.08971608042,1724.5080763121346,0.0,46093.59779239256,392.63875558710754,229.08556833333427,2633.7221055185205,2673.8252331481494,3,3,0
rolling_scenario_mean14,evaluation,2025-10-17,31397.373754539094,0.0,13448.67282504649,306.27635772963083,0.0,13754.94918277612,304.36740665706554,12532.774188650208,2673.8252331481494,2399.99789974074,3,3,0
rolling_scenario_mean14,evaluation,2025-10-18,32293.0089454417,0.0,13918.16838185278,462.27214497434034,0.0,14380.44052682712,187.55784201234408,12835.291750203021,2399.99789974074,2756.7730348888877,3,3,0
rolling_scenario_mean14,evaluation,2025-10-19,68554.6226342059,0.0,45237.52129667216,4167.591115587254,0.0,49405.11241225941,900.0919249999996,0.0,2756.7730348888877,2423.794451666664,3,3,0
rolling_scenario_mean14,evaluation,2025-10-20,70424.74872306906,0.0,46030.30594620154,5050.115370991794,0.0,51080.42131719333,1801.3430680781848,98.07286444444354,2423.794451666664,2385.0505786666654,3,3,0
rolling_scenario_mean14,evaluation,2025-10-21,72755.28339570743,0.0,47761.43245726318,4111.21346405121,0.0,51872.64592131439,1488.5021574293526,240.28900055555468,2385.0505786666654,2730.910937888886,3,3,0
rolling_scenario_mean14,evaluation,2025-10-22,69948.83380281419,0.0,45923.22316779146,4156.201542610203,0.0,50079.42471040166,1075.679045993145,88.19811222222089,2730.910937888886,1915.6858154954805,3,3,0
rolling_scenario_mean14,evaluation,2025-10-23,68064.56287317394,96.86818892222121,44045.50429451837,8023.515028153836,480.7473944996892,52549.76671717189,166.11849666666706,0.0,1915.6858154954805,2342.8058051318503,3,3,2
rolling_scenario_mean14,evaluation,2025-10-24,32971.95709614842,0.0,14000.59983617484,202.30412860162215,0.0,14202.903964776462,196.0917788257894,11733.520516595336,2342.8058051318503,1900.8965479777755,3,2,0
rolling_scenario_mean14,evaluation,2025-10-25,33504.41226925103,0.0,14552.647780605932,192.79502416406848,0.0,14745.44280477,250.11449879560968,10768.861116090531,1900.8965479777755,1981.4435658000036,3,2,0
