method,date,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_day_cost,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
mean7,2025-04-27,1528.5528376656105,1485.078089274073,55806.05916888888,411.3873713276225,32897.711702169065,2698.9068495948673,35596.61855176393,1556.6705794285708,2312.4665545326293,20073.502613022923,16298.66439010095,35625.32946580373,1,LP,0.0050774999835994095,8.810729923425242e-13,0
mean7,2025-04-28,1485.078089274073,1504.9808207925923,55359.6419113933,4435.1321416571345,33261.08059926922,28035.6748130333,61296.75541230252,182.88320895238041,0.0,15642.1635213933,12652.23999396191,61283.03353625311,12,LP,0.0048485999868717045,9.094947017729282e-13,0
mean7,2025-04-29,1504.9808207925923,1708.2381589777765,57695.52719732746,96.27080951237485,33935.6836587988,637.1202173528968,34572.803876151695,2043.62815207995,4646.779830463265,18343.393175069956,14675.216867440004,34439.19380821819,1,LP,0.004610500007402152,8.952838470577262e-13,0
mean7,2025-04-30,1708.2381589777765,1638.3538020497374,57021.5283289371,0.0,33636.510366742375,0.0,33636.510366742375,2016.4083002222221,3357.443145504997,18177.46511111464,14786.642661238093,33682.389316032466,0,LP,0.004421599995112047,8.86402062860725e-13,0
mean7,2025-05-01,1638.3538020497374,1200.0,56395.52379622103,2328.269445411427,34585.69397626352,12237.728341912907,46823.42231817643,1501.086699904761,2908.7563366666614,19458.367510030563,16155.796104969526,47118.25634572382,23,LP,0.0046526999794878066,8.810729923425242e-13,0
mean7,2025-05-02,1200.0,1200.0,26650.637627069962,2249.0264485409484,10862.103038731726,10681.72977333038,21543.832812062104,36.94249485714249,12045.590814239858,13299.003595687242,10772.192912506667,21543.832812062104,21,MILP,0.07871009997325018,2.021099337273174e-12,0
mean7,2025-05-03,1200.0,1200.0,27419.294397942384,1238.8055162571409,11129.86869147424,5666.730885738846,16796.599577213085,177.89753294415064,17141.45615076073,13008.287265761315,10536.712685266668,16796.599577213085,15,MILP,0.11119989998405799,9.43600753089413e-12,0
mean7,2025-05-04,1200.0,1224.5352930000001,61301.31589645973,1127.8324395171396,37341.73991382971,5651.635929476716,42993.37584330643,3827.8101701846,3433.7344740058834,17951.86628817401,14518.929929720955,42976.900010692974,21,LP,0.004794700013007969,9.094947017729282e-13,0
mean7,2025-05-05,1224.5352930000001,1215.0398574,61633.11805696061,729.0936539971399,37553.672613937604,4109.257416891419,41662.930030829026,3053.8181926701923,237.2784549382709,21071.8639757331,17076.75571238381,41669.4288493852,13,LP,0.004680000012740493,9.094947017729282e-13,0
mean7,2025-05-06,1215.0398574,1265.0666914444448,62050.61964757436,427.7314174228587,38176.70270515971,1323.859910334607,39500.562615494324,3172.3526072522072,2421.4134912051736,20891.991838069367,16877.489238196187,39466.64879936017,12,LP,0.004874300007941201,9.094947017729282e-13,0
mean7,2025-05-07,1265.0666914444448,1318.49491042963,63199.589044924156,424.0050047104786,38844.62208240889,2846.8889311310245,41691.511013539915,2046.7956709553066,2593.336837242798,20355.42207552558,16439.80648408905,41655.02722027951,3,LP,0.004753999994136393,8.668621376273222e-13,0
mean7,2025-05-08,1318.49491042963,1774.8550006666671,64669.926316179895,0.0,40441.843995393916,0.0,40441.843995393916,2750.8194787360394,1873.2380666666659,20045.433102967665,15826.076732190473,40129.01229101205,0,LP,0.004819000023417175,9.094947017729282e-13,0
mean7,2025-05-09,1774.8550006666671,2513.5718895312193,29259.318154847737,0.0,12639.661887921931,0.0,12639.661887921931,345.79713731804856,17219.252158398587,13315.988469226335,10121.105460095236,12262.86871970129,0,MILP,0.02096190000884235,1.0231815394945443e-12,0
mean7,2025-05-10,2513.5718895312193,2058.9472248761926,28481.25586524397,0.0,12517.590625379205,0.0,12517.590625379205,391.9426395038212,14141.991926667837,11765.464283834215,9939.188268095237,12752.984763542208,0,MILP,0.10648620000574738,1.8189894035458565e-12,0
mean7,2025-05-11,2058.9472248761926,1816.856937477251,64946.122842950026,45.897216666666736,40050.81242739536,307.9674650916671,40358.77989248703,3370.349882355086,2887.190427456799,18254.11539542386,15003.71472895238,40524.54002010766,2,LP,0.004636199999367818,9.094947017729282e-13,0
mean7,2025-05-12,1816.856937477251,2471.000122268781,66441.49414811168,0.0,41048.47656768672,0.0,41048.47656768672,7056.9066929853,3692.3435666666664,16696.41994112639,12935.371286,40605.87715626441,0,LP,0.004849899996770546,9.094947017729282e-13,0
mean7,2025-05-13,2471.000122268781,2450.7455355386273,64346.469976145796,0.0,39834.12511338173,0.0,39834.12511338173,4541.211889641393,3277.286066666667,17984.149374885357,14585.390121714285,39847.91446134585,0,LP,0.004956899996614084,8.242295734817162e-13,0
mean7,2025-05-14,2450.7455355386273,2299.53733073333,64718.76125582362,0.0,39451.638147796286,0.0,39451.638147796286,5095.203257935335,3420.585673524985,17499.53118607759,14310.70764504762,39553.370460958526,0,LP,0.004626899986760691,9.094947017729282e-13,0
mean7,2025-05-15,2299.53733073333,3007.425563771426,64781.48577922399,0.0,40211.28946982001,0.0,40211.28946982001,4759.428948954731,3093.948645854206,18557.634164986484,14394.584263904762,39731.69563436684,0,LP,0.004796900000656024,9.094947017729282e-13,0
mean7,2025-05-16,3007.425563771426,2408.7452766275146,27925.791571939048,0.0,12203.612804108472,0.0,12203.612804108472,876.770697904763,22745.457248067018,11194.049216123456,9605.992123489521,12497.473152177163,0,MILP,0.07688859998597763,6.091056548029883e-10,0
mean7,2025-05-17,2408.7452766275146,2243.606737221167,28083.917147511427,0.0,12249.607443279114,0.0,12249.607443279114,173.03062570722943,15365.304401985888,11817.935378687831,9721.152342202857,12334.831211791658,0,MILP,0.08287990000098944,3.3651303965598345e-11,0
mean7,2025-05-18,2243.606737221167,2554.6406410772493,61624.689416158726,5.236666666666679,38287.15156490374,34.42846500000008,38321.58002990374,2262.510190344508,1913.8742499999998,18407.594889528507,14630.221347047618,38111.44144213858,1,LP,0.005028199986554682,8.952838470577262e-13,0
mean7,2025-05-19,2554.6406410772493,2364.097764668783,61717.41539723104,77.94470999999987,37486.519899255494,542.0388298833325,38028.55872913882,5546.0573546408,5707.057757201646,16834.300179769547,13807.271734380953,38154.047171219696,2,LP,0.0050017999892588705,9.094947017729282e-13,0
mean7,2025-05-20,2364.097764668783,2062.635367263493,60363.50951635156,0.0,37172.3576182546,0.0,37172.3576182546,1667.762471576722,1026.816591563787,17962.37786425867,14820.842227714285,37377.630524379805,0,LP,0.004752900014864281,9.094947017729282e-13,0
mean7,2025-05-21,2062.635367263493,2163.4162368476195,61343.469950857136,0.0,37826.21817636197,0.0,37826.21817636197,2361.903977581415,4212.448479009993,17451.575938456208,14045.073727523808,37758.56983649819,0,LP,0.005126999982167035,8.881784197001252e-13,0
mean7,2025-05-22,2163.4162368476195,2983.6271574878347,60773.489425144035,0.0,37560.5038204175,0.0,37560.5038204175,2576.4896111640305,3169.8524166666666,18275.403958265717,14064.887377619047,37009.6716966522,0,LP,0.004711000015959144,9.094947017729282e-13,0
mean7,2025-05-23,2983.6271574878347,2756.1296695121705,26798.003383308565,0.0,11618.54470784345,0.0,11618.54470784345,348.92391257613076,17880.744327843622,12379.652624913579,10232.266365358097,11732.58393768624,0,MILP,0.10072639997815713,1.3642420526593924e-12,0
mean7,2025-05-24,2756.1296695121705,2734.286806003175,27213.155733915235,0.0,12081.327579790252,0.0,12081.327579790252,737.9565676190465,20442.823321308642,12092.279151643734,9814.404689989526,12092.202800236639,0,MILP,0.07573979999870062,5.343281372915953e-12,0
mean7,2025-05-25,2734.286806003175,2384.4834216338636,58505.4486874074,0.0,36357.00363340344,0.0,36357.00363340344,3337.1723310429097,3791.3478833333324,16561.79650331687,13729.878213619048,36589.331016810196,0,LP,0.004897300008451566,9.094947017729282e-13,0
mean7,2025-05-26,2384.4834216338636,2165.479600077248,57976.8833581352,28.20843310571747,36095.086155119134,138.81369931323567,36233.89985443237,137.56241485714327,0.0,18341.051925182826,15053.355498799045,36382.21471748605,1,LP,0.0047885999956633896,8.242295734817162e-13,0
mean7,2025-05-27,2165.479600077248,2138.5305814634935,59367.56684139447,0.0,36355.14860124874,0.0,36355.14860124874,3923.2199874567973,2767.8886833333327,17422.868354509108,14136.777483904762,36373.167506721315,0,LP,0.0046390999923460186,9.094947017729282e-13,0
mean7,2025-05-28,2138.5305814634935,2337.590932104765,59011.08861290652,0.0,36761.533161982195,0.0,36761.533161982195,1634.9788843974106,1348.0525125290987,18816.204212646673,15061.971096666666,36626.94037208689,0,LP,0.004622000007657334,8.242295734817162e-13,0
mean7,2025-05-29,2337.590932104765,2585.772640787303,59444.826147274536,79.67482615332904,37149.27322053758,427.4040375435957,37576.677258081174,1202.627290921814,400.33411137565594,18884.48701745326,15073.070946322858,37407.029859067,3,LP,0.004786700010299683,9.094947017729282e-13,0
mean7,2025-05-30,2585.772640787303,2557.6881878835957,27130.282892339044,0.0,11845.724137225623,0.0,11845.724137225623,22.721419904761888,18182.141375630807,12391.909672369195,10062.722842232382,11859.903801968874,0,MILP,0.07997020002221689,7.676703717152122e-11,0
mean7,2025-05-31,2557.6881878835957,2733.448077841271,27528.240169571432,0.0,11754.012596695178,0.0,11754.012596695178,643.8563243809537,15955.05857022928,12536.630652627862,9996.486927666663,11664.424375435883,0,MILP,0.020195299992337823,7.958078640513122e-13,0
mean7,2025-06-01,2733.448077841271,1200.0,61327.007715552776,11105.99262107914,41239.649543541345,68763.84454702318,110003.49409056453,24.380772761904723,0.0,13494.192283827158,12310.399019957145,111134.04785405399,42,LP,0.004981699981726706,8.952838470577262e-13,0
mean7,2025-06-02,1200.0,1200.0,66274.11088309818,7366.507040647616,43315.35351141782,45266.14787026807,88581.5013816859,1252.0036349453335,0.0,19725.29915158142,15977.492312780952,88581.5013816859,35,LP,0.004635499994037673,8.952838470577262e-13,0
mean7,2025-06-03,1200.0,1200.0,69022.44214691005,3640.132858952385,45535.96304838111,20725.91180323095,66261.87485161207,464.8517291428582,0.0,21080.823386243384,17075.466942857136,66261.87485161207,32,LP,0.004527200013399124,9.094947017729282e-13,0
mean7,2025-06-04,1200.0,1217.855453762963,72767.2389274536,1540.5893290390395,48678.010896351814,8558.517138335505,57236.52803468732,656.4391123644916,0.0,21000.307468814815,16994.179141353332,57223.452608652944,21,LP,0.004726499988464639,9.094947017729282e-13,0
mean7,2025-06-05,1217.855453762963,1200.0,76051.52297198889,381.07232184571393,51639.26156457576,1989.5389316402668,53628.80049621603,708.9424250264641,291.6713000000002,22624.91295014814,18342.249398006665,53642.01107687573,13,LP,0.00475890000234358,8.526512829121202e-13,0
mean7,2025-06-06,1200.0,1368.544262379894,34507.44808804586,1722.0727388047642,17284.56201336974,9840.983192020118,27125.54520538986,37.043245904761875,2598.7473767889487,13616.026147447385,10877.29134329047,27027.05562828702,13,MILP,0.10504470000159927,4.718003765447065e-12,0
mean7,2025-06-07,1368.544262379894,1769.7324917798937,35933.688414945325,0.0,18219.573597789928,0.0,18219.573597789928,463.3680537624931,1339.0443019729541,13914.176242543212,10909.41335,17984.774425393927,0,MILP,0.10551850000047125,3.751665644813329e-12,0
mean7,2025-06-08,1769.7324917798937,2168.5444668285722,86864.56841893945,19.011776857142877,59335.338031136744,131.58670150204773,59466.924732638785,16754.182441733097,1846.0099666666665,14418.598648349212,11320.134127619047,59180.828487583145,3,LP,0.004509599995799363,9.094947017729282e-13,0
mean7,2025-06-09,2168.5444668285722,2158.59677504762,85337.00364660905,26.182083523809524,59573.28494116941,184.1079778854762,59757.39291905489,9959.425201823638,981.6363156096456,18412.444220890055,14923.032741523808,59764.72765685304,2,LP,0.004294399986974895,6.821210263296962e-13,0
mean7,2025-06-10,2158.59677504762,2333.217336100531,85896.75485483598,0.0,59637.62217532497,0.0,59637.62217532497,10041.68915973428,458.2999333333329,19058.75275519694,15280.431226761904,59509.25227089964,0,LP,0.00444769999012351,9.094947017729282e-13,0
mean7,2025-06-11,2333.217336100531,2446.1562815566153,86497.30005293591,2.011921428571327,60101.55703580572,13.950663185713582,60115.50769899143,6068.136095403885,0.0,22342.55005991299,17995.820497619046,60030.969863083395,1,LP,0.004906400019535795,8.526512829121202e-13,0
mean7,2025-06-12,2446.1562815566153,2602.310028023281,87227.27237338154,0.0,61109.40406178388,0.0,61109.40406178388,10616.774849328634,541.7576999999998,18293.736941576713,14677.388550857142,60993.88386245404,0,LP,0.004581199988024309,9.094947017729282e-13,0
mean7,2025-06-13,2602.310028023281,2575.636351815873,39870.784257312174,0.0,20188.263742981435,0.0,20188.263742981435,1700.8743562304544,7516.404527204,12274.726223496767,9966.534549619048,20203.628480660904,0,LP,0.005215699988184497,8.526512829121202e-13,0
mean7,2025-06-14,2575.636351815873,2621.9770834973533,40161.01455702763,0.0,20731.87915139123,0.0,20731.87915139123,1845.078009523812,9772.498067656676,12149.416164914754,9799.320435067613,20705.31754184308,0,LP,0.00483449999592267,9.094947017729282e-13,0
mean7,2025-06-15,2621.9770834973533,3274.0756011640224,88655.19257128982,0.0,61685.053972073,0.0,61685.053972073,13393.37323958025,298.84709999999995,19732.15385513815,15396.155956761902,61205.08052619861,0,LP,0.004192500025965273,8.526512829121202e-13,0
mean7,2025-06-16,3274.0756011640224,3169.124030929103,87193.37376454085,0.0,61398.598300270256,0.0,61398.598300270256,10706.065882563205,271.4355833333334,19033.03102731099,15511.211545333332,61476.35875530979,0,LP,0.004213499982142821,9.094947017729282e-13,0
mean7,2025-06-17,3169.124030929103,2703.398861549207,86364.67990742621,0.0,60540.05004255258,0.0,60540.05004255258,8366.83674970018,194.24276666666685,18872.325404392697,15705.736229999999,60887.37099133872,0,LP,0.004512599989539012,9.094947017729282e-13,0
mean7,2025-06-18,2703.398861549207,2982.7942848275147,87152.17912865608,0.0,61021.27475371561,0.0,61021.27475371561,12644.475697422693,88.67290000000003,17048.33552780482,13557.695896571428,60815.06835854217,0,LP,0.004233199986629188,9.094947017729282e-13,0
mean7,2025-06-19,2982.7942848275147,2739.674852192594,85047.43832933922,48.66240171428569,58601.06932509233,334.32397563485705,58935.393300727184,12027.547591402708,1736.3104999999996,17323.92594222222,14251.187502571427,59112.170150635044,2,LP,0.00429520002217032,9.094947017729282e-13,0
mean7,2025-06-20,2739.674852192594,2884.6010395206395,36603.82914585303,0.0,18783.545444915133,0.0,18783.545444915133,1407.5243536190487,10477.99097560494,11512.102094914755,9194.36912828571,18702.506162958238,0,LP,0.0052247999992687255,9.094947017729282e-13,0
mean7,2025-06-21,2884.6010395206395,3117.437340286773,35252.93467776476,0.0,18137.9645084634,0.0,18137.9645084634,1836.381907809525,11560.886014392712,12165.124657226337,9644.198301663811,18010.23677133868,0,MILP,0.13200850001885556,8.736833478906192e-11,0
mean7,2025-06-22,3117.437340286773,3061.2350208052912,80571.50231964138,0.0,55512.61035096644,0.0,55512.61035096644,9038.523726417403,711.2180999999997,17973.69200398589,14609.2726107619,55553.45496513221,0,LP,0.005542300001252443,1.0231815394945443e-12,0
mean7,2025-06-23,3061.2350208052912,2920.2631739650838,80038.88236514755,0.0,54373.69629451659,0.0,54373.69629451659,8457.144315004109,884.6915333333336,19803.34304719106,16167.58253038095,54475.81418578993,0,LP,0.0044652000069618225,9.094947017729282e-13,0
mean7,2025-06-24,2920.2631739650838,2060.652597337567,79036.56757132862,1709.9229845933364,55205.9029173112,9889.108510660506,65095.0114279717,1095.4593399611972,0.0,21873.09728908171,18490.85832312095,65745.29071149211,8,LP,0.0044775999849662185,9.876544027065393e-13,0
mean7,2025-06-25,2060.652597337567,2800.415949562965,80886.59269819282,0.0,54744.29337480849,0.0,54744.29337480849,5550.742458129332,14.645107671956744,22199.98288801058,17316.19912228571,54200.78045523868,0,LP,0.0042446999868843704,9.094947017729282e-13,0
mean7,2025-06-26,2800.415949562965,2383.9118505523797,79432.03297096412,0.0,53140.02807369266,0.0,53140.02807369266,8202.889045460313,288.6968341563795,19831.141826966483,16438.07856895238,53442.150515457644,0,LP,0.004456800001207739,9.094947017729282e-13,0
mean7,2025-06-27,2383.9118505523797,2987.9766473703717,34170.32914542387,0.0,17174.605505426956,0.0,17174.605505426956,925.1640868571428,10535.6368350535,12601.179156370368,9663.296799523809,16845.626909053404,0,MILP,0.11302499999874271,9.549694368615746e-12,0
mean7,2025-06-28,2987.9766473703717,2831.4364093238123,33695.17906050952,0.0,17138.50014729518,0.0,17138.50014729518,619.1147784326859,9144.64885306996,12080.923824116402,9926.434511776191,17226.270693365506,0,MILP,0.09905739998794161,1.2505552149377763e-12,0
mean7,2025-06-29,2831.4364093238123,3123.4057476201056,79227.12663497472,0.0,54623.829750323246,0.0,54623.829750323246,5931.692488965316,0.0,19815.227411628442,15787.56179895238,54410.50399562459,0,LP,0.004709500004537404,8.597567102697212e-13,0
mean7,2025-06-30,3123.4057476201056,2524.657962574604,79173.88746567666,0.0,53854.765107585634,0.0,53854.765107585634,6062.501384619636,65.75491913580069,19509.57992173075,16341.632743142858,54291.3536557899,0,LP,0.005398400011472404,8.526512829121202e-13,0
mean7,2025-07-01,2524.657962574604,1200.0,80072.47394112051,2971.147909526064,58992.10020569267,17587.781018147387,76579.88122384006,1518.9149420211668,0.0,20265.02653478542,17606.863659493338,77641.84047047791,36,LP,0.00457220000680536,8.526512829121202e-13,0
mean7,2025-07-02,1200.0,1200.0,80006.79701385881,3230.9590609780907,57998.59388691727,17133.006698719204,75131.60058563646,5517.477277950615,1254.4625166666672,18742.3679660682,15181.31805251524,75131.60058563646,44,LP,0.004758299997774884,9.094947017729282e-13,0
mean7,2025-07-03,1200.0,1200.0,79007.04154000053,4924.490055960004,58742.03864074565,30743.874414351445,89485.91305509709,228.82108523809552,0.0,20748.90303889006,16806.61146150095,89485.91305509709,49,LP,0.004479900002479553,7.958078640513122e-13,0
mean7,2025-07-04,1200.0,1200.0,38004.43150122281,3243.8706683838045,21634.910577859664,12440.330665577123,34075.24124343679,120.40125086302089,9760.98953333333,13084.441677597886,10598.397758854288,34075.24124343679,54,MILP,0.10089689999585971,3.979039320256561e-12,0
mean7,2025-07-05,1200.0,1206.3345,40001.848030981775,1729.0469225599966,22410.1804428424,9378.32435997022,31788.50480281262,58.92594715579017,10363.689966666665,13223.673805540271,10705.474732487623,31784.603467402932,24,MILP,0.08853830001316965,1.220357148667972e-11,0
mean7,2025-07-06,1206.3345,1568.9253900063502,82491.45186793416,2608.0829277857124,61129.739963979395,22405.56976133521,83535.30972531461,749.4219602128169,0.0,22262.102550007057,17705.9712645,83242.04485376163,9,LP,0.004818799992790446,9.094947017729282e-13,0
mean7,2025-07-07,1568.9253900063502,1673.5745109068782,82445.46106084304,83.34843828571422,60681.68102087289,698.9055666843805,61380.58658755728,4489.675602932393,806.0892280846591,19628.30364544503,15804.741743999999,61297.950278426775,3,LP,0.004650199989555404,8.597567102697212e-13,0
mean7,2025-07-08,1673.5745109068782,2218.070070704761,83996.23739182168,19.217657809523757,62201.26642280927,161.370672626571,62362.63709543584,3168.001101473241,445.77285485831635,22843.410909552033,18013.11683291905,61929.63074491355,1,LP,0.004230399994412437,9.094947017729282e-13,0
mean7,2025-07-09,2218.070070704761,2705.9146495301597,82663.94310978247,24.814151999999922,61402.14720241473,216.08163561599932,61618.22883803073,3643.8585110358617,464.51003868312796,21487.387233968253,16965.723538571427,61232.2172414922,1,LP,0.004701700003352016,9.094947017729282e-13,0
mean7,2025-07-10,2705.9146495301597,2458.549349597886,82964.69313993119,28.739596476190513,61989.337450139705,249.24454723047648,62238.58199737018,5387.8933179999985,1156.3605240094082,20095.706742124632,16500.151231059997,62433.94044362813,2,LP,0.005006799998227507,7.958078640513122e-13,0
mean7,2025-07-11,2458.549349597886,2562.0691045862454,43559.22776555238,0.0,25809.681292363435,0.0,25809.681292363435,1381.7156569523809,6981.639203757791,13599.620922908876,10922.525168066668,25743.81665415255,0,MILP,0.08744130001286976,2.4442670110147446e-12,0
mean7,2025-07-12,2562.0691045862454,2484.116035078311,44043.99917187238,0.0,25682.016034532342,0.0,25682.016034532342,750.0874306960611,9866.601795409126,12701.18092100529,10358.114308571427,25730.725302338386,0,MILP,0.0852881999744568,2.1259438653942197e-12,0
mean7,2025-07-13,2484.116035078311,2621.065736996824,84410.70612894885,4.404446952380908,60880.84498229011,38.197566194523425,60919.042548484635,8026.379650569082,3348.4158666666663,19207.052247046442,15434.457588380952,60813.74757185469,1,LP,0.004799699992872775,9.094947017729282e-13,0
mean7,2025-07-14,2621.065736996824,2553.115586557673,82832.01380548267,0.0,60675.53409058499,0.0,60675.53409058499,6139.538461312178,1445.5038084362131,18423.407655067607,14984.115335999999,60728.87453399128,0,LP,0.004780699993716553,9.094947017729282e-13,0
mean7,2025-07-15,2553.115586557673,3903.4803139418,85928.46065627331,0.0,63535.555533103565,0.0,63535.555533103565,7896.414544786592,328.9828333333337,19677.286527233395,14723.273832413333,62475.65763449158,0,LP,0.00580500002251938,8.455458555545192e-13,0
mean7,2025-07-16,3903.4803139418,3351.0475464465635,83987.28557903938,0.0,63193.09190614573,0.0,63193.09190614573,7612.226450265733,1462.9735653991752,17235.324583088768,14457.802403047617,63628.53149795227,0,LP,0.0046322999987751245,9.094947017729282e-13,0
mean7,2025-07-17,3351.0475464465635,3119.647023609523,84325.89983752034,0.0,62844.434342679575,0.0,62844.434342679575,6546.014870178726,1544.1079631911268,19598.007410721922,16082.646473238095,63026.62494107943,0,LP,0.004512599989539012,8.100187187665142e-13,0
mean7,2025-07-18,3119.647023609523,3210.158777332278,43945.271587227624,0.0,25605.87579159142,0.0,25605.87579159142,1271.6701185008837,8894.902868154028,12752.578538011758,10248.128037439044,25549.325631821135,0,MILP,0.08890839997911826,7.02584657119587e-11,0
mean7,2025-07-19,3210.158777332278,2624.0717199216933,43753.46834706762,0.0,25612.20176869076,0.0,25612.20176869076,1010.0427517142873,13827.695005782478,11896.78890126514,10163.877361694287,25971.044925027127,0,MILP,0.09733220000634901,2.7284841053187847e-12,0
mean7,2025-07-20,2624.0717199216933,2698.6950174941817,83613.69288639388,0.0,61262.82915805669,0.0,61262.82915805669,6539.214315116994,1402.1306313474474,18501.098712881827,14918.728989619045,61204.559462868085,0,LP,0.004511599981924519,9.094947017729282e-13,0
mean7,2025-07-21,2698.6950174941817,2789.5259840539693,83694.57347303115,0.0,62341.16684327152,0.0,62341.16684327152,5089.19966149677,813.4756333333335,19581.057675248674,15778.908847047618,62269.29581913272,0,LP,0.004711100016720593,9.094947017729282e-13,0
mean7,2025-07-22,2789.5259840539693,3152.306730650796,87067.34029627041,0.0,64354.27202162856,0.0,64354.27202162856,8581.862136238673,723.8507,19157.790375936507,15191.307532571427,64068.53864999397,0,LP,0.00473960000090301,8.411049634560186e-13,0
mean7,2025-07-23,3152.306730650796,2949.8311279449736,86060.21340188947,0.0,63569.95300922775,0.0,63569.95300922775,6584.484649507352,1772.7717100117604,19308.620884941793,15822.210959238093,63729.50897259726,0,LP,0.004358300007879734,8.526512829121202e-13,0
mean7,2025-07-24,2949.8311279449736,3308.301421025395,86654.15221504879,0.0,64402.75174784731,0.0,64402.75174784731,8166.199188460917,982.7718333333332,18768.87331306407,14880.164119809524,64119.66730931383,0,LP,0.004575099999783561,8.846257060213247e-13,0
mean7,2025-07-25,3308.301421025395,3117.9210063703704,43208.64564461376,0.0,25206.028614251478,0.0,25206.028614251478,1584.0177783550857,13043.139837797768,11829.004394651382,9752.835932857142,25322.02204645162,0,MILP,0.08466589997988194,1.7820411812863313e-11,0
mean7,2025-07-26,3117.9210063703704,2844.991389594711,43368.703217641385,0.0,25372.140210122576,0.0,25372.140210122576,1597.1846812380954,11223.36101390241,12235.276899643739,10156.210943809523,25541.1404463832,0,MILP,0.09890300000552088,2.1600499167107046e-12,0
mean7,2025-07-27,2844.991389594711,2821.588557183068,84205.17551693346,0.0,62072.455656290535,0.0,62072.455656290535,5824.828099683715,741.5404067666038,20919.367156071723,16965.749945588574,62090.93027637262,0,LP,0.004541000002063811,9.094947017729282e-13,0
mean7,2025-07-28,2821.588557183068,2560.923209473017,84701.14961500176,0.0,63019.66919975128,0.0,63019.66919975128,3055.8785962010625,0.0,20657.85578108642,16967.461995619047,63227.57930231751,0,LP,0.004572900012135506,8.526512829121202e-13,0
mean7,2025-07-29,2560.923209473017,3063.020862603172,89080.9744171746,0.0,65933.60512843367,0.0,65933.60512843367,8084.728595536745,608.09035,20352.74544116167,16033.83591952381,65533.8525504293,0,LP,0.0051595999975688756,9.094947017729282e-13,0
mean7,2025-07-30,3063.020862603172,3335.9538756306874,88467.90291747516,0.0,66216.8371792433,0.0,66216.8371792433,8520.940430688563,1880.9367999999997,19563.852237167546,15601.080600380948,66000.74877775469,0,LP,0.0042662999767344445,1.0231815394945443e-12,0
mean7,2025-07-31,3335.9538756306874,3084.455900398943,87482.39707483597,0.0,64777.273353689794,0.0,64777.273353689794,8455.443738857137,969.1177991675484,18890.460251858905,15527.620981714284,64976.78371090268,0,LP,0.004177399998297915,7.069900220812997e-13,0
mean7,2025-08-01,3084.455900398943,3151.4010857290996,43355.22947964095,0.0,25090.0204250197,0.0,25090.0204250197,1806.4246522857143,17941.34763020929,12083.404545695474,9727.30701521619,25049.869548029048,0,MILP,0.10469879998709075,1.8189894035458565e-12,0
mean7,2025-08-02,3151.4010857290996,3091.536256460322,43052.21158688301,0.0,24650.567638590986,0.0,24650.567638590986,1633.638213238096,18237.384332290418,12147.591865068784,9893.427757047617,24686.245206059262,0,MILP,0.10030030002235435,1.5347723092418164e-12,0
mean7,2025-08-03,3091.536256460322,2023.529932395767,83796.60107214251,56.87629590476149,59685.40288128578,475.261479068806,60160.66436035459,12600.293387325099,6405.834016666666,15626.714065159314,13618.844084437143,60961.703146104584,4,LP,0.005039200012106448,8.526512829121202e-13,0
mean7,2025-08-04,2023.529932395767,2620.956539899472,83009.6329868869,0.0,59447.331250860436,0.0,59447.331250860436,9394.03007732158,4289.982083333333,17748.851558659608,13838.885815760948,58993.104067259075,0,LP,0.004467000020667911,8.810729923425242e-13,0
mean7,2025-08-05,2620.956539899472,3015.756873857144,82496.7600510194,0.0,59196.18666482403,0.0,59196.18666482403,9367.218362673717,4172.47885,18154.909497107587,14350.156392095238,58896.0846194707,0,LP,0.004490399995120242,9.094947017729282e-13,0
mean7,2025-08-06,3015.756873857144,3070.5283852804246,80043.45610884074,0.0,58835.299199589484,0.0,58835.299199589484,5693.507895164026,2706.2896666666666,18315.60484243386,14786.345562090475,58793.01703052289,0,LP,0.005267799977445975,8.668621376273222e-13,0
mean7,2025-08-07,3070.5283852804246,2807.334126664553,78176.96167278789,2.102126761904856,56765.955986963854,18.3116262229532,56784.26761318681,6878.935228088185,4745.663828025868,17912.391190473834,14745.911697038093,56983.504186491315,1,LP,0.0043923000048380345,9.094947017729282e-13,0
mean7,2025-08-08,2807.334126664553,3148.474754252915,41758.667820087,0.0,23551.18334329312,0.0,23551.18334329312,952.2493070476178,22291.700137757787,12802.739791853024,10063.192666571425,23355.31510662145,0,MILP,0.09787289999076165,7.048583938740194e-12,0
mean7,2025-08-09,3148.474754252915,2869.44617649524,41291.625391648566,0.0,23677.82716357798,0.0,23677.82716357798,897.0537135238075,19447.164452227054,11982.126030945321,9956.647805047618,23841.805980583165,0,MILP,0.07729380001546815,1.9817036900349194e-11,0
mean7,2025-08-10,2869.44617649524,2500.652037515346,73901.73980011758,0.0,55108.175939359506,0.0,55108.175939359506,3515.4263781587365,2180.0573333333336,17018.693493196937,14117.056454571426,55389.86897008414,0,LP,0.004803800024092197,6.821210263296962e-13,0
mean7,2025-08-11,2500.652037515346,2289.2204588984127,74617.201842107,33.49408876190466,53759.73979463152,296.1882269215229,54055.928021553045,3378.8907954203446,3307.8831,18910.300646686654,15507.631944571429,54215.69986184282,1,LP,0.005353400018066168,9.094947017729282e-13,0
