method,window,period,date,selected_alpha,mae,mse,rank_correlation,high_quartile_overlap,low_quartile_overlap
blend_a050,val_june,validation,2025-06-12,0.5,0.07062581845238097,0.00712691610482214,0.9627360395808354,0.8888888888888888,0.7777777777777778
blend_a050,val_june,validation,2025-06-13,0.5,0.12110121527777779,0.018642358062553148,0.9403815412567456,0.8333333333333334,0.6944444444444444
blend_a050,val_june,validation,2025-06-14,0.5,0.13036202876984124,0.02277980248556193,0.9318702915184227,0.8055555555555556,0.6666666666666666
blend_a050,val_june,validation,2025-06-15,0.5,0.05820731646825397,0.005044823272658023,0.9689162536338923,0.9166666666666666,0.75
blend_a050,val_june,validation,2025-06-16,0.5,0.0592063988095238,0.005197326129535147,0.9603617887325259,0.9166666666666666,0.7222222222222222
blend_a050,val_june,validation,2025-06-17,0.5,0.06379122023809523,0.007228315113910148,0.9627632050917216,0.8333333333333334,0.8055555555555556
blend_a050,val_june,validation,2025-06-18,0.5,0.054415798611111114,0.004753908583032172,0.9738967404082076,0.8888888888888888,0.9166666666666666
blend_a050,val_june,validation,2025-06-19,0.5,0.045463194444444445,0.003038486140695862,0.9685625207900708,0.9166666666666666,0.7777777777777778
blend_a050,val_june,validation,2025-06-20,0.5,0.14622512400793652,0.02744493006776148,0.9254329690473373,0.8333333333333334,0.6666666666666666
blend_a050,val_june,validation,2025-06-21,0.5,0.1579159226190476,0.033011417424355156,0.901447734756237,0.8611111111111112,0.5
blend_a050,val_august,validation,2025-08-18,0.5,0.07495818452380955,0.008235448678784016,0.9721976896928148,0.9722222222222222,0.8055555555555556
blend_a050,val_august,validation,2025-08-19,0.5,0.06783531746031746,0.0069162949036281176,0.9680451090066748,0.8888888888888888,0.6944444444444444
blend_a050,val_august,validation,2025-08-20,0.5,0.08835515873015873,0.010973602257475908,0.9643627565742715,0.8888888888888888,0.8055555555555556
blend_a050,val_august,validation,2025-08-21,0.5,0.07243025793650792,0.007640688050063777,0.9534572717805548,0.8888888888888888,0.75
blend_a050,val_august,validation,2025-08-22,0.5,0.12214650297619047,0.023414669436029614,0.9519349406673643,0.8333333333333334,0.7222222222222222
blend_a050,val_august,validation,2025-08-23,0.5,0.1233735119047619,0.022585471692708328,0.9531900100378676,0.8333333333333334,0.7222222222222222
blend_a050,val_august,validation,2025-08-24,0.5,0.06901316964285714,0.00708766938075751,0.9780172192927724,0.9444444444444444,0.7777777777777778
blend_a050,val_august,validation,2025-08-25,0.5,0.08244407242063494,0.00967978516395621,0.95280418857474,0.8611111111111112,0.6944444444444444
blend_a050,val_august,validation,2025-08-26,0.5,0.07044920634920636,0.007389602611252835,0.9657040545455641,0.9166666666666666,0.75
blend_a050,val_august,validation,2025-08-27,0.5,0.08104965277777779,0.009692319705569727,0.9613776251478803,0.9444444444444444,0.75
blend_a050,val_august,validation,2025-08-28,0.5,0.0870376488095238,0.01152942934807256,0.9351959954925954,0.8888888888888888,0.6111111111111112
blend_a050,val_august,validation,2025-08-29,0.5,0.11958715277777775,0.02056812825166525,0.942661361626879,0.8888888888888888,0.6388888888888888
blend_a050,val_august,validation,2025-08-30,0.5,0.13392884424603174,0.02809534057211947,0.9478668795387788,0.8611111111111112,0.75
blend_a050,val_august,validation,2025-08-31,0.5,0.06877162698412699,0.0070912031234056155,0.9514106583072102,0.9722222222222222,0.6944444444444444
blend_a050,eval_september,evaluation,2025-09-10,0.5,0.0496780753968254,0.0038614638957979036,0.9369182541596335,0.8888888888888888,0.6666666666666666
blend_a050,eval_september,evaluation,2025-09-11,0.5,0.04282876984126985,0.00267164704559949,0.9336015328369924,0.8333333333333334,0.6388888888888888
blend_a050,eval_september,evaluation,2025-09-12,0.5,0.16991986607142856,0.03665042409642502,0.9235148370624647,0.8333333333333334,0.6388888888888888
blend_a050,eval_september,evaluation,2025-09-13,0.5,0.17540562996031747,0.0397121436096053,0.9204664425435404,0.8888888888888888,0.7222222222222222
blend_a050,eval_september,evaluation,2025-09-14,0.5,0.044385119047619055,0.003083482278734411,0.9425183416999195,0.9166666666666666,0.6388888888888888
blend_a050,eval_september,evaluation,2025-09-15,0.5,0.04361078869047619,0.002978902140997024,0.9448316051764328,0.9166666666666666,0.6111111111111112
blend_a050,eval_september,evaluation,2025-09-16,0.5,0.04575138888888889,0.003061287410359977,0.9433836007506106,0.8888888888888888,0.6666666666666666
blend_a050,eval_september,evaluation,2025-09-17,0.5,0.04791882440476189,0.0035025474060196987,0.9402859106437707,0.9444444444444444,0.6111111111111112
blend_a050,eval_september,evaluation,2025-09-18,0.5,0.040869444444444444,0.0024198132812499997,0.956552842524322,0.8888888888888888,0.75
blend_a050,eval_september,evaluation,2025-09-19,0.5,0.14552638888888889,0.026590846891121026,0.9293023068885138,0.8333333333333334,0.5833333333333334
blend_a050,eval_september,evaluation,2025-09-20,0.5,0.1526455109126984,0.02807335501461522,0.925154730327144,0.8611111111111112,0.6388888888888888
blend_a050,eval_september,evaluation,2025-09-21,0.5,0.04440349702380952,0.003140177987616922,0.9261110966000063,0.8333333333333334,0.6111111111111112
blend_a050,eval_september,evaluation,2025-09-22,0.5,0.04679960317460317,0.003452385568133504,0.9385788464707278,0.9444444444444444,0.6944444444444444
blend_a050,eval_september,evaluation,2025-09-23,0.5,0.048803199404761896,0.003893331737616921,0.941791020789781,0.8888888888888888,0.6388888888888888
blend_a050,eval_december,evaluation,2025-12-08,0.5,0.1188604662698413,0.020846615303642298,0.979420825138271,0.8888888888888888,0.9166666666666666
blend_a050,eval_december,evaluation,2025-12-09,0.5,0.11540250496031747,0.020116459460476896,0.978255321630706,0.8888888888888888,0.8888888888888888
blend_a050,eval_december,evaluation,2025-12-10,0.5,0.12193886408730159,0.02225725809266936,0.9745216914288855,0.9166666666666666,0.9444444444444444
blend_a050,eval_december,evaluation,2025-12-11,0.5,0.10266108630952382,0.0158422108961345,0.9743117256573177,0.9166666666666666,0.8888888888888888
blend_a050,eval_december,evaluation,2025-12-12,0.5,0.0820328869047619,0.009530439887507085,0.9630766850305129,0.9722222222222222,0.8888888888888888
blend_a050,eval_december,evaluation,2025-12-13,0.5,0.07826195436507938,0.008972680681335034,0.9597308895299531,0.9444444444444444,0.8055555555555556
blend_a050,eval_december,evaluation,2025-12-14,0.5,0.11448124999999999,0.019437385998795353,0.9784361756232592,0.9444444444444444,0.9444444444444444
blend_a050,eval_december,evaluation,2025-12-15,0.5,0.1061421875,0.017404074211929563,0.9680572301261956,0.8888888888888888,0.8333333333333334
blend_a050,eval_december,evaluation,2025-12-16,0.5,0.10080696924603173,0.015280579301569583,0.9817779921228198,0.9722222222222222,0.8888888888888888
blend_a050,eval_december,evaluation,2025-12-17,0.5,0.09914089781746033,0.01461450103909793,0.97572140503175,0.9166666666666666,0.8611111111111112
blend_a050,eval_december,evaluation,2025-12-18,0.5,0.10138581349206349,0.015506496828762758,0.9752200136850973,0.9166666666666666,0.8888888888888888
blend_a050,eval_december,evaluation,2025-12-19,0.5,0.08974010416666665,0.010507894318399234,0.9676714090507194,0.9722222222222222,0.8333333333333334
blend_a050,eval_december,evaluation,2025-12-20,0.5,0.09322832341269842,0.011585508340596655,0.9710433244916004,0.9444444444444444,0.8333333333333334
blend_a050,eval_december,evaluation,2025-12-21,0.5,0.1007172867063492,0.015334367589374294,0.9800819469554933,0.9166666666666666,0.8888888888888888
blend_a075,dev_march,development,2025-03-07,0.75,0.14658385416666667,0.026547936167711877,0.9031336941706333,0.8611111111111112,0.5555555555555556
blend_a075,dev_march,development,2025-03-08,0.75,0.15750193452380953,0.030914071411520336,0.9038158182958091,0.8333333333333334,0.5833333333333334
blend_a075,dev_march,development,2025-03-09,0.75,0.0395061507936508,0.002385732942752622,0.9683093886241811,0.9166666666666666,0.7777777777777778
blend_a075,dev_march,development,2025-03-10,0.75,0.054198363095238095,0.004992692750008858,0.9676593521421109,0.9166666666666666,0.7777777777777778
blend_a075,dev_march,development,2025-03-11,0.75,0.045148425099206344,0.0033283295842412484,0.9576751845467263,0.9166666666666666,0.8055555555555556
blend_a075,dev_march,development,2025-03-12,0.75,0.04101041666666665,0.002543334183186295,0.9546498566249011,0.8611111111111112,0.7777777777777778
blend_a075,dev_march,development,2025-03-13,0.75,0.05596467013888889,0.005333870960995076,0.9632063338959891,0.8611111111111112,0.8055555555555556
blend_a075,dev_march,development,2025-03-14,0.75,0.1577689236111111,0.031259157491275155,0.8903281294289526,0.8888888888888888,0.5555555555555556
blend_a075,dev_march,development,2025-03-15,0.75,0.14382229662698412,0.02628322572797088,0.9217033615704372,0.7777777777777778,0.6111111111111112
blend_a075,dev_march,development,2025-03-16,0.75,0.04437279265873015,0.0031120519541879238,0.9563419339281409,0.8888888888888888,0.7777777777777778
blend_a075,dev_march,development,2025-03-17,0.75,0.03262347470238096,0.0016189540689882733,0.9441612736999538,0.9166666666666666,0.7222222222222222
blend_a075,dev_march,development,2025-03-18,0.75,0.03914871031746034,0.0025707653339799475,0.9606772787920785,0.9166666666666666,0.7777777777777778
blend_a075,dev_march,development,2025-03-19,0.75,0.039067559523809504,0.0025482391429722906,0.9703821444882235,0.9444444444444444,0.8333333333333334
blend_a075,dev_march,development,2025-03-20,0.75,0.04517514880952381,0.0030138087963701102,0.9704575299996157,0.9444444444444444,0.7777777777777778
blend_a075,dev_april,development,2025-04-17,0.75,0.03743785962301588,0.0023184037783225264,0.9631942030286368,0.9166666666666666,0.75
blend_a075,dev_april,development,2025-04-18,0.75,0.15635238095238094,0.03067989088798541,0.9466870965354099,0.8611111111111112,0.8055555555555556
blend_a075,dev_april,development,2025-04-19,0.75,0.15779170386904762,0.03133545250316663,0.9344132337070232,0.8611111111111112,0.6666666666666666
blend_a075,dev_april,development,2025-04-20,0.75,0.03841411210317461,0.002318652151094813,0.9506760429551757,0.9166666666666666,0.7222222222222222
blend_a075,dev_april,development,2025-04-21,0.75,0.03433962053571429,0.0017041664337310442,0.9731200999925538,0.9166666666666666,0.7222222222222222
blend_a075,dev_april,development,2025-04-22,0.75,0.04109745783730159,0.002627193222855551,0.9432690597697666,0.8888888888888888,0.6944444444444444
blend_a075,dev_april,development,2025-04-23,0.75,0.04369784226190475,0.0028342343039611667,0.9493619377083983,0.9444444444444444,0.6666666666666666
blend_a075,dev_april,development,2025-04-24,0.75,0.03790726686507937,0.002250811404567036,0.9542398289596756,0.8888888888888888,0.6944444444444444
blend_a075,dev_april,development,2025-04-25,0.75,0.17059730902777778,0.03635588630706579,0.9245478659271762,0.8611111111111112,0.6944444444444444
blend_a075,dev_april,development,2025-04-26,0.75,0.17325491071428573,0.03966095602665285,0.9167025026297916,0.8055555555555556,0.6111111111111112
blend_a075,dev_april,development,2025-04-27,0.75,0.03770687003968254,0.00242079587651467,0.9604653966722934,0.8888888888888888,0.7777777777777778
blend_a075,dev_april,development,2025-04-28,0.75,0.06295843253968253,0.006506375221752762,0.9262840607668195,0.8611111111111112,0.6666666666666666
blend_a075,dev_april,development,2025-04-29,0.75,0.034464074900793645,0.001946791279474028,0.9495336981244518,0.9166666666666666,0.6388888888888888
blend_a075,dev_april,development,2025-04-30,0.75,0.03781241319444444,0.002475853233351934,0.9418633625321726,0.9166666666666666,0.6666666666666666
blend_a075,val_june,validation,2025-06-08,0.75,0.06388127480158728,0.0052322481090118335,0.9548669721083514,0.8611111111111112,0.7777777777777778
blend_a075,val_june,validation,2025-06-09,0.75,0.07649939236111111,0.008440389900151469,0.957526397178202,0.8333333333333334,0.75
blend_a075,val_june,validation,2025-06-10,0.75,0.07076820436507937,0.007244306197252339,0.959715777905197,0.8888888888888888,0.7222222222222222
blend_a075,val_june,validation,2025-06-11,0.75,0.0834149429563492,0.009828002089733025,0.9580811008777251,0.8333333333333334,0.7222222222222222
blend_a075,val_june,validation,2025-06-12,0.75,0.07306801835317461,0.007438236072159333,0.9680089382081644,0.8888888888888888,0.75
blend_a075,val_june,validation,2025-06-13,0.75,0.11856779513888889,0.017671634258056085,0.9401966684723301,0.8888888888888888,0.6944444444444444
blend_a075,val_june,validation,2025-06-14,0.75,0.12850589037698412,0.021767980089042127,0.9358872596419098,0.8333333333333334,0.6666666666666666
blend_a075,val_june,validation,2025-06-15,0.75,0.05606690228174603,0.004775859671268248,0.9745649209924951,0.9166666666666666,0.7777777777777778
blend_a075,val_june,validation,2025-06-16,0.75,0.05892271825396825,0.004992849205640588,0.965968268134768,0.8888888888888888,0.8055555555555556
blend_a075,val_june,validation,2025-06-17,0.75,0.06264193948412698,0.006819875266218468,0.9668435013262601,0.8333333333333334,0.8055555555555556
blend_a075,val_june,validation,2025-06-18,0.75,0.053417745535714295,0.004379521977993022,0.9759293625209516,0.8888888888888888,0.8888888888888888
blend_a075,val_june,validation,2025-06-19,0.75,0.04412051091269842,0.0028877400306033868,0.9716109183718634,0.9166666666666666,0.7777777777777778
blend_a075,val_june,validation,2025-06-20,0.75,0.14678213045634922,0.02706003128589587,0.9280613777648943,0.8611111111111112,0.6666666666666666
blend_a075,val_june,validation,2025-06-21,0.75,0.15758501984126985,0.0327552136765253,0.9018918313361912,0.8888888888888888,0.5
blend_a075,val_august,validation,2025-08-18,0.75,0.06591287202380952,0.0061520164183850624,0.9765703417283986,0.9166666666666666,0.8055555555555556
blend_a075,val_august,validation,2025-08-19,0.75,0.05993358134920633,0.004927374209006515,0.9722730734548075,0.8611111111111112,0.6944444444444444
blend_a075,val_august,validation,2025-08-20,0.75,0.08254573412698413,0.009259834024013253,0.9596404626245326,0.8888888888888888,0.8055555555555556
blend_a075,val_august,validation,2025-08-21,0.75,0.06438695436507934,0.005913889404806191,0.9574541410001427,0.9166666666666666,0.75
blend_a075,val_august,validation,2025-08-22,0.75,0.12565383184523807,0.02199276953463807,0.9615001266058143,0.9166666666666666,0.7222222222222222
blend_a075,val_august,validation,2025-08-23,0.75,0.12782961309523808,0.021585409813058034,0.9620940459916096,0.8888888888888888,0.7222222222222222
blend_a075,val_august,validation,2025-08-24,0.75,0.05905060763888889,0.004949224483440513,0.9811067862446472,0.9166666666666666,0.8333333333333334
blend_a075,val_august,validation,2025-08-25,0.75,0.07546898561507936,0.007833097593603847,0.9591380909277517,0.9166666666666666,0.7222222222222222
blend_a075,val_august,validation,2025-08-26,0.75,0.06223767361111113,0.005444871355229592,0.9707107253347932,0.9166666666666666,0.8055555555555556
blend_a075,val_august,validation,2025-08-27,0.75,0.07344687499999998,0.007828035862829505,0.9595690852223482,0.9444444444444444,0.75
blend_a075,val_august,validation,2025-08-28,0.75,0.08033169642857141,0.010168694112280325,0.9317316367907986,0.8888888888888888,0.6111111111111112
blend_a075,val_august,validation,2025-08-29,0.75,0.12384479166666668,0.020230369585592052,0.9579937304075236,0.9444444444444444,0.6944444444444444
blend_a075,val_august,validation,2025-08-30,0.75,0.13614582093253969,0.02677516568087,0.9643888799025042,0.8888888888888888,0.8055555555555556
blend_a075,val_august,validation,2025-08-31,0.75,0.06344017857142857,0.00537773905519239,0.9501687967205209,0.9722222222222222,0.75
blend_a075,eval_september,evaluation,2025-09-10,0.75,0.057098040674603175,0.0050953888808726614,0.9275058275058276,0.8888888888888888,0.6388888888888888
blend_a075,eval_september,evaluation,2025-09-11,0.75,0.042828273809523816,0.002647142882608773,0.9442819551105514,0.8611111111111112,0.6111111111111112
blend_a075,eval_september,evaluation,2025-09-12,0.75,0.1593238963293651,0.03167091539999203,0.9445300709971466,0.8055555555555556,0.6666666666666666
blend_a075,eval_september,evaluation,2025-09-13,0.75,0.1632664310515873,0.03375812256109605,0.9369402317763306,0.9166666666666666,0.6666666666666666
blend_a075,eval_september,evaluation,2025-09-14,0.75,0.05503799603174602,0.004650067991735755,0.932603484082641,0.9444444444444444,0.5833333333333334
blend_a075,eval_september,evaluation,2025-09-15,0.75,0.04829423363095237,0.0035439038363405265,0.9641226589502452,0.9166666666666666,0.6944444444444444
blend_a075,eval_september,evaluation,2025-09-16,0.75,0.058772147817460305,0.004600291204559947,0.9357053363076115,0.9444444444444444,0.6388888888888888
blend_a075,eval_september,evaluation,2025-09-17,0.75,0.058866183035714274,0.005230043966371704,0.930414346964922,0.9444444444444444,0.5555555555555556
blend_a075,eval_september,evaluation,2025-09-18,0.75,0.05136654265873015,0.0036756625068204343,0.947590522448908,0.9166666666666666,0.6666666666666666
blend_a075,eval_september,evaluation,2025-09-19,0.75,0.1315440972222222,0.021608898878038192,0.950152720842376,0.8611111111111112,0.6388888888888888
blend_a075,eval_september,evaluation,2025-09-20,0.75,0.1394196552579365,0.023131406147715597,0.946893336548509,0.8888888888888888,0.6666666666666666
blend_a075,eval_september,evaluation,2025-09-21,0.75,0.051174962797619045,0.004064781820104344,0.9093861212664477,0.8611111111111112,0.5277777777777778
blend_a075,eval_september,evaluation,2025-09-22,0.75,0.05622948908730157,0.004662206526316253,0.9282963436314376,0.9166666666666666,0.6388888888888888
blend_a075,eval_september,evaluation,2025-09-23,0.75,0.057589694940476194,0.005195961176503153,0.9379810223571546,0.8611111111111112,0.6111111111111112
blend_a075,eval_december,evaluation,2025-12-08,0.75,0.1060684771825397,0.01615377269460389,0.9835543436125148,0.9166666666666666,0.9166666666666666
blend_a075,eval_december,evaluation,2025-12-09,0.75,0.10053825644841269,0.015000029816578976,0.9817819744854933,0.9166666666666666,0.8888888888888888
blend_a075,eval_december,evaluation,2025-12-10,0.75,0.10579207589285715,0.016276538425519946,0.979117392328543,0.9444444444444444,0.9444444444444444
blend_a075,eval_december,evaluation,2025-12-11,0.75,0.08509986359126984,0.010554476924536746,0.9782402723261432,0.9444444444444444,0.8888888888888888
blend_a075,eval_december,evaluation,2025-12-12,0.75,0.09759503968253969,0.012535717543269912,0.965340406719717,0.9722222222222222,0.8888888888888888
blend_a075,eval_december,evaluation,2025-12-13,0.75,0.09619005456349207,0.012482148111624857,0.9639347358886143,0.9444444444444444,0.8055555555555556
blend_a075,eval_december,evaluation,2025-12-14,0.75,0.0928126240079365,0.012326744000761763,0.9831363699408363,0.9444444444444444,0.9444444444444444
blend_a075,eval_december,evaluation,2025-12-15,0.75,0.08325194692460318,0.010349245410621278,0.9738043565629773,0.8888888888888888,0.8333333333333334
blend_a075,eval_december,evaluation,2025-12-16,0.75,0.07739356398809523,0.008680665386616888,0.9867414195000404,0.9722222222222222,0.8888888888888888
blend_a075,eval_december,evaluation,2025-12-17,0.75,0.07598880208333332,0.008299268648734233,0.980733060043405,0.9166666666666666,0.8611111111111112
blend_a075,eval_december,evaluation,2025-12-18,0.75,0.07875577876984126,0.008963222833714216,0.979970440449856,0.9166666666666666,0.8888888888888888
blend_a075,eval_december,evaluation,2025-12-19,0.75,0.1105754340277778,0.015352273302707803,0.9699421268386786,0.9722222222222222,0.8333333333333334
blend_a075,eval_december,evaluation,2025-12-20,0.75,0.11608214285714286,0.01705750201287025,0.9718591753074514,0.9444444444444444,0.8333333333333334
blend_a075,eval_december,evaluation,2025-12-21,0.75,0.07763639632936509,0.008689683209524698,0.9846414770566401,0.9166666666666666,0.8888888888888888
blend_a100,dev_march,development,2025-03-07,1.0,0.14287986111111112,0.026017274862528344,0.9025750568438131,0.8333333333333334,0.5555555555555556
blend_a100,dev_march,development,2025-03-08,1.0,0.1537172619047619,0.030083715798611108,0.904760278034698,0.8611111111111112,0.5833333333333334
blend_a100,dev_march,development,2025-03-09,1.0,0.04279474206349207,0.00271838505739796,0.9662597121013157,0.9444444444444444,0.7777777777777778
blend_a100,dev_march,development,2025-03-10,1.0,0.058539384920634915,0.005373823416241496,0.967816091954023,0.9166666666666666,0.7777777777777778
blend_a100,dev_march,development,2025-03-11,1.0,0.049161160714285716,0.0036646703929280044,0.9574501220265684,0.9166666666666666,0.8333333333333334
blend_a100,dev_march,development,2025-03-12,1.0,0.04461240079365079,0.0029268887308673466,0.9559379389496413,0.8611111111111112,0.7777777777777778
blend_a100,dev_march,development,2025-03-13,1.0,0.06059598214285714,0.005925330786918936,0.9621413069688932,0.8611111111111112,0.8333333333333334
blend_a100,dev_march,development,2025-03-14,1.0,0.15204226190476192,0.02991781436720521,0.8900246966192245,0.8888888888888888,0.5555555555555556
blend_a100,dev_march,development,2025-03-15,1.0,0.13779940476190478,0.024805483737953514,0.9199129088431105,0.8055555555555556,0.6111111111111112
blend_a100,dev_march,development,2025-03-16,1.0,0.04943938492063491,0.0035683493636621314,0.9569246845108914,0.8888888888888888,0.75
blend_a100,dev_march,development,2025-03-17,1.0,0.035512648809523824,0.0018361309187216565,0.9455839932041786,0.9166666666666666,0.7222222222222222
blend_a100,dev_march,development,2025-03-18,1.0,0.04444652777777779,0.0031083048022959195,0.9596423910171128,0.9166666666666666,0.7777777777777778
blend_a100,dev_march,development,2025-03-19,1.0,0.0440017857142857,0.0030365149071712,0.9704404196636016,0.9444444444444444,0.8333333333333334
blend_a100,dev_march,development,2025-03-20,1.0,0.05137728174603175,0.003690787347647392,0.9718038861469882,0.9444444444444444,0.7777777777777778
blend_a100,dev_april,development,2025-04-17,1.0,0.05123318452380951,0.0038981978270266424,0.9564282542183411,0.9166666666666666,0.75
blend_a100,dev_april,development,2025-04-18,1.0,0.13954414682539681,0.024754932823129253,0.9563256825319679,0.8611111111111112,0.8055555555555556
blend_a100,dev_april,development,2025-04-19,1.0,0.14098199404761905,0.025303677576176298,0.9425777949297149,0.8611111111111112,0.6666666666666666
blend_a100,dev_april,development,2025-04-20,1.0,0.05036121031746032,0.0038152815887188213,0.9449329181768216,0.9166666666666666,0.6944444444444444
blend_a100,dev_april,development,2025-04-21,1.0,0.04323665674603175,0.0027005691471797054,0.9706022130482885,0.9166666666666666,0.6944444444444444
blend_a100,dev_april,development,2025-04-22,1.0,0.0563278273809524,0.004572615868409867,0.9405814254930684,0.8888888888888888,0.6666666666666666
blend_a100,dev_april,development,2025-04-23,1.0,0.055974107142857145,0.004464839838435373,0.9424452841871209,0.9444444444444444,0.6388888888888888
blend_a100,dev_april,development,2025-04-24,1.0,0.048798313492063504,0.0034689792871315213,0.9497144510745097,0.8888888888888888,0.7222222222222222
blend_a100,dev_april,development,2025-04-25,1.0,0.15239409722222222,0.02919041794536565,0.9369624628245317,0.8888888888888888,0.7222222222222222
blend_a100,dev_april,development,2025-04-26,1.0,0.1549641865079365,0.03225874372661565,0.9283937319974181,0.8333333333333334,0.6111111111111112
blend_a100,dev_april,development,2025-04-27,1.0,0.05028234126984127,0.003997422401502269,0.9579575596816976,0.8888888888888888,0.7222222222222222
blend_a100,dev_april,development,2025-04-28,1.0,0.08035386904761904,0.00997002944515306,0.9131018406880477,0.8333333333333334,0.6111111111111112
blend_a100,dev_april,development,2025-04-29,1.0,0.04681393849206349,0.0033513534364370736,0.9478165375071222,0.9166666666666666,0.6666666666666666
blend_a100,dev_april,development,2025-04-30,1.0,0.04773844246031747,0.003764504253472222,0.930067639536647,0.9166666666666666,0.6111111111111112
blend_a100,val_june,validation,2025-06-08,1.0,0.0703061507936508,0.006355504963860545,0.9560163973957078,0.8611111111111112,0.7777777777777778
blend_a100,val_june,validation,2025-06-09,1.0,0.08384112103174604,0.0098997239990788,0.9533928745508141,0.8055555555555556,0.6944444444444444
blend_a100,val_june,validation,2025-06-10,1.0,0.07699404761904763,0.008435197849348073,0.9574973022632111,0.8611111111111112,0.7222222222222222
blend_a100,val_june,validation,2025-06-11,1.0,0.08834588293650793,0.011124956121386052,0.9573787424217154,0.8333333333333334,0.7222222222222222
blend_a100,val_june,validation,2025-06-12,1.0,0.076074751984127,0.007955588566113947,0.9686821169582235,0.8611111111111112,0.75
blend_a100,val_june,validation,2025-06-13,1.0,0.11603437500000001,0.016907297776006233,0.939035185109373,0.8888888888888888,0.6944444444444444
blend_a100,val_june,validation,2025-06-14,1.0,0.126650248015873,0.020949550150581062,0.9377339798547587,0.8055555555555556,0.6666666666666666
blend_a100,val_june,validation,2025-06-15,1.0,0.054656894841269836,0.004716435471584467,0.9748221353012467,0.8888888888888888,0.7777777777777778
blend_a100,val_june,validation,2025-06-16,1.0,0.059169543650793646,0.00499589066893424,0.966697713304307,0.8888888888888888,0.7777777777777778
blend_a100,val_june,validation,2025-06-17,1.0,0.06250257936507937,0.006618107519132655,0.9691745036572623,0.7777777777777778,0.8055555555555556
blend_a100,val_june,validation,2025-06-18,1.0,0.05307504960317463,0.004228589451176306,0.9767833944054789,0.8611111111111112,0.8888888888888888
blend_a100,val_june,validation,2025-06-19,1.0,0.044245932539682536,0.0029600665270691612,0.9715044153581289,0.9166666666666666,0.8055555555555556
blend_a100,val_june,validation,2025-06-20,1.0,0.1473391369047619,0.026898053525014173,0.9288511060722336,0.8888888888888888,0.6666666666666666
blend_a100,val_june,validation,2025-06-21,1.0,0.1573378968253968,0.032720021830357146,0.8995407317952574,0.8888888888888888,0.5
blend_a100,val_august,validation,2025-08-18,1.0,0.05993174603174604,0.005315418137755101,0.9750652080447628,0.8888888888888888,0.8055555555555556
blend_a100,val_august,validation,2025-08-19,1.0,0.05478869047619046,0.004198619287131517,0.9707559094061669,0.8888888888888888,0.7222222222222222
blend_a100,val_august,validation,2025-08-20,1.0,0.07774940476190478,0.00880112348426871,0.9573677330682964,0.8888888888888888,0.8055555555555556
blend_a100,val_august,validation,2025-08-21,1.0,0.05882847222222222,0.005435367914540815,0.9564594450405168,0.9444444444444444,0.7222222222222222
blend_a100,val_august,validation,2025-08-22,1.0,0.13147633928571426,0.021801313498086727,0.9652156788747627,0.9444444444444444,0.7222222222222222
blend_a100,val_august,validation,2025-08-23,1.0,0.1342860119047619,0.02182588160218254,0.96235929824751,0.9444444444444444,0.7222222222222222
blend_a100,val_august,validation,2025-08-24,1.0,0.05186592261904763,0.004041129606363379,0.9796499068601937,0.9166666666666666,0.8333333333333334
blend_a100,val_august,validation,2025-08-25,1.0,0.06967723214285715,0.007214232560586735,0.959829354382522,0.9444444444444444,0.7222222222222222
blend_a100,val_august,validation,2025-08-26,1.0,0.056173908730158734,0.004724496724773242,0.9705499663918234,0.8888888888888888,0.8055555555555556
blend_a100,val_august,validation,2025-08-27,1.0,0.06840168650793652,0.007183466361961451,0.9598082143902795,0.8888888888888888,0.7222222222222222
blend_a100,val_august,validation,2025-08-28,1.0,0.07605535714285712,0.01002669437641723,0.9304234595779971,0.8888888888888888,0.6111111111111112
blend_a100,val_august,validation,2025-08-29,1.0,0.1303392857142857,0.021101632461026074,0.9612410577927821,0.9444444444444444,0.75
blend_a100,val_august,validation,2025-08-30,1.0,0.14198546626984124,0.026629410532525506,0.96740913854355,0.9444444444444444,0.8055555555555556
blend_a100,val_august,validation,2025-08-31,1.0,0.059789484126984135,0.004839636372590706,0.9503978779840849,0.9166666666666666,0.75
blend_a100,eval_september,evaluation,2025-09-10,1.0,0.06590644841269841,0.006788824779620181,0.9190217828148862,0.8611111111111112,0.6388888888888888
blend_a100,eval_september,evaluation,2025-09-11,1.0,0.04588819444444445,0.0030898063272392275,0.9495488199796007,0.8611111111111112,0.6666666666666666
blend_a100,eval_september,evaluation,2025-09-12,1.0,0.1487279265873016,0.027256941971017575,0.951016700863388,0.8333333333333334,0.6944444444444444
blend_a100,eval_september,evaluation,2025-09-13,1.0,0.15112723214285714,0.02844800250389739,0.9437724937172293,0.9444444444444444,0.6666666666666666
blend_a100,eval_september,evaluation,2025-09-14,1.0,0.06746369047619047,0.0069537609899376395,0.9274531435733008,0.8888888888888888,0.5555555555555556
blend_a100,eval_september,evaluation,2025-09-15,1.0,0.05871066468253969,0.0049350422445436515,0.9692397810066191,0.8888888888888888,0.7222222222222222
blend_a100,eval_september,evaluation,2025-09-16,1.0,0.07306507936507936,0.006969733183106574,0.9347055490154272,0.9444444444444444,0.6388888888888888
blend_a100,eval_september,evaluation,2025-09-17,1.0,0.07196602182539681,0.007757427501062923,0.9260698278008908,0.9166666666666666,0.5555555555555556
