date,issue_hour,slot,interval_end,price_yuan_per_kwh,old_kwh,new_kwh,adjustment_cost_yuan
2025-06-21,0,31,05:20,0.4439,,438.00875766666684,0.0
2025-06-21,0,32,05:30,0.4301,,409.7864171111112,0.0
2025-06-21,0,33,05:40,0.3713,,962.1692569807964,0.0
2025-06-21,0,34,05:50,0.5708,,0.0,0.0
2025-06-21,0,35,06:00,0.9099,,0.0,0.0
2025-06-21,0,36,06:10,0.9368,,0.0,0.0
2025-06-21,0,37,06:20,0.8758,,0.0,0.0
2025-06-21,0,38,06:30,0.8759,,5.684341886080802e-14,0.0
2025-06-21,0,39,06:40,0.8601,,0.0,0.0
2025-06-21,0,40,06:50,0.8442,,5.684341886080802e-14,0.0
2025-06-21,0,41,07:00,0.8334,,5.684341886080802e-14,0.0
2025-06-21,0,42,07:10,0.8092,,0.0,0.0
2025-06-21,0,43,07:20,0.7972,,0.0,0.0
2025-06-21,0,44,07:30,0.7644,,0.0,0.0
2025-06-21,0,45,07:40,0.6899,,0.0,0.0
2025-06-21,0,46,07:50,0.86,,0.0,0.0
2025-06-21,0,47,08:00,1.1617,,0.0,0.0
2025-06-21,0,48,08:10,1.1683,,0.0,0.0
2025-06-21,0,49,08:20,1.0956,,0.0,0.0
2025-06-21,0,50,08:30,1.0849,,0.0,0.0
2025-06-21,0,51,08:40,1.061,,0.0,0.0
2025-06-21,0,52,08:50,1.043,,0.0,0.0
2025-06-21,0,53,09:00,1.036,,0.0,0.0
2025-06-21,0,54,09:10,1.0147,,0.0,0.0
2025-06-21,0,55,09:20,0.9922,,0.0,0.0
2025-06-21,0,56,09:30,0.97,,0.0,0.0
2025-06-21,0,57,09:40,0.9422,,0.0,0.0
2025-06-21,0,58,09:50,0.9569,,0.0,0.0
2025-06-21,0,59,10:00,0.9977,,0.0,0.0
2025-06-21,0,60,10:10,0.9919,,0.0,0.0
2025-06-21,0,61,10:20,0.9588,,0.0,0.0
2025-06-21,0,62,10:30,0.9549,,0.0,0.0
2025-06-21,0,63,10:40,0.9839,,0.0,0.0
2025-06-21,0,64,10:50,0.799,,0.0,0.0
2025-06-21,0,65,11:00,0.5025,,0.0,0.0
2025-06-21,0,66,11:10,0.4662,,0.0,0.0
2025-06-21,0,67,11:20,0.5007,,0.0,0.0
2025-06-21,0,68,11:30,0.4827,,0.0,0.0
2025-06-21,0,69,11:40,0.4785,,0.0,0.0
2025-06-21,0,70,11:50,0.4662,,0.0,0.0
2025-06-21,0,71,12:00,0.4432,,0.0,0.0
2025-06-21,0,72,12:10,0.4411,,0.0,0.0
2025-06-21,0,73,12:20,0.4551,,0.0,0.0
2025-06-21,0,74,12:30,0.4463,,0.0,0.0
2025-06-21,0,75,12:40,0.4113,,0.0,0.0
2025-06-21,0,76,12:50,0.5682,,0.0,0.0
2025-06-21,0,77,13:00,0.8279,,0.0,0.0
2025-06-21,0,78,13:10,0.8636,,0.0,0.0
2025-06-21,0,79,13:20,0.8416,,0.0,0.0
2025-06-21,0,80,13:30,0.8618,,0.0,0.0
2025-06-21,0,81,13:40,0.8623,,0.0,0.0
2025-06-21,0,82,13:50,0.9026,,0.0,0.0
2025-06-21,0,83,14:00,0.9754,,0.0,0.0
2025-06-21,0,84,14:10,1.0002,,0.0,0.0
2025-06-21,0,85,14:20,0.9978,,0.0,0.0
2025-06-21,0,86,14:30,1.0271,,0.0,0.0
2025-06-21,0,87,14:40,1.0906,,0.0,0.0
2025-06-21,0,88,14:50,0.9376,,0.0,0.0
2025-06-21,0,89,15:00,0.6694,,0.0,0.0
2025-06-21,0,90,15:10,0.66,,0.0,0.0
2025-06-21,0,91,15:20,0.7217,,0.0,0.0
2025-06-21,0,92,15:30,0.7308,,0.0,0.0
2025-06-21,0,93,15:40,0.7534,,0.0,0.0
2025-06-21,0,94,15:50,0.7823,,76.0531284444445,0.0
2025-06-21,0,95,16:00,0.8055,,156.45961066666644,0.0
2025-06-21,0,96,16:10,0.8271,,188.355400888889,0.0
2025-06-21,0,97,16:20,0.8519,,202.56916977777757,0.0
2025-06-21,0,98,16:30,0.8791,,216.00880533333327,0.0
2025-06-21,0,99,16:40,0.9024,,279.5134608888891,0.0
2025-06-21,0,100,16:50,0.9163,,268.03798977777745,0.0
2025-06-21,0,101,17:00,0.9264,,199.7308386666665,0.0
2025-06-21,0,102,17:10,0.9462,,240.2485294444449,0.0
2025-06-21,0,103,17:20,0.9742,,303.4772855555552,0.0
2025-06-21,0,104,17:30,0.9862,,341.02295166666664,0.0
2025-06-21,0,105,17:40,0.976,,374.7312211111115,0.0
2025-06-21,0,106,17:50,1.0742,,415.1463072222218,0.0
2025-06-21,0,107,18:00,1.2313,,464.3666933333335,0.0
2025-06-21,0,108,18:10,1.2561,,0.0,0.0
2025-06-21,0,109,18:20,1.2447,,549.5426471111108,0.0
2025-06-21,0,110,18:30,1.2545,,407.5815249999997,0.0
2025-06-21,0,111,18:40,1.2522,,628.1148215555556,0.0
2025-06-21,0,112,18:50,1.2881,,0.0,0.0
2025-06-21,0,113,19:00,1.3466,,0.0,0.0
2025-06-21,0,114,19:10,1.3523,,0.0,0.0
2025-06-21,0,115,19:20,1.3445,,0.0,0.0
2025-06-21,0,116,19:30,1.3483,,0.0,0.0
2025-06-21,0,117,19:40,1.349,,1.1368683772161603e-13,0.0
2025-06-21,0,118,19:50,1.3473,,1.1368683772161603e-13,0.0
2025-06-21,0,119,20:00,1.3482,,0.0,0.0
2025-06-21,0,120,20:10,1.3513,,0.0,0.0
2025-06-21,0,121,20:20,1.34,,0.0,0.0
2025-06-21,0,122,20:30,1.3489,,1.1368683772161603e-13,0.0
2025-06-21,0,123,20:40,1.3952,,0.0,0.0
2025-06-21,0,124,20:50,1.2226,,686.3796293333334,0.0
2025-06-21,0,125,21:00,0.9332,,668.414996,0.0
2025-06-21,0,126,21:10,0.9068,,651.4425493333333,0.0
2025-06-21,0,127,21:20,0.9371,,651.623026,0.0
2025-06-21,0,128,21:30,0.9371,,658.2444193333332,0.0
2025-06-21,0,129,21:40,0.9871,,653.8294559999999,0.0
2025-06-21,0,130,21:50,0.7764,,612.984576,0.0
2025-06-21,0,131,22:00,0.4209,,562.400086,0.0
2025-06-21,0,132,22:10,0.3859,,555.9603473333333,0.0
2025-06-21,0,133,22:20,0.4368,,559.7719773333332,0.0
2025-06-21,0,134,22:30,0.4198,,557.8191373333333,0.0
2025-06-21,0,135,22:40,0.4186,,575.0776106666666,0.0
2025-06-21,0,136,22:50,0.4241,,592.6261006666666,0.0
2025-06-21,0,137,23:00,0.4237,,587.457804,0.0
2025-06-21,0,138,23:10,0.4248,,566.4784520000001,0.0
2025-06-21,0,139,23:20,0.424,,561.5257853333334,0.0
2025-06-21,0,140,23:30,0.422,,574.2820786666667,0.0
2025-06-21,0,141,23:40,0.424,,564.687312,0.0
2025-06-21,0,142,23:50,0.4271,,631.700502,0.0
2025-06-21,0,143,24:00,0.4276,,743.0234119999999,0.0
2025-06-21,6,36,06:10,0.9368,0.0,0.0,0.0
2025-06-21,6,37,06:20,0.8758,0.0,2.842170943040401e-14,1.2445866559573915e-14
2025-06-21,6,38,06:30,0.8759,5.684341886080802e-14,0.0,2.489457529009087e-14
2025-06-21,6,39,06:40,0.8601,0.0,0.0,0.0
2025-06-21,6,40,06:50,0.8442,5.684341886080802e-14,0.0,2.3993607101147062e-14
2025-06-21,6,41,07:00,0.8334,5.684341886080802e-14,0.0,2.36866526392987e-14
2025-06-21,6,42,07:10,0.8092,0.0,0.0,0.0
2025-06-21,6,43,07:20,0.7972,0.0,0.0,0.0
2025-06-21,6,44,07:30,0.7644,0.0,0.0,0.0
2025-06-21,6,45,07:40,0.6899,0.0,0.0,0.0
2025-06-21,6,46,07:50,0.86,0.0,0.0,0.0
2025-06-21,6,47,08:00,1.1617,0.0,0.0,0.0
2025-06-21,6,48,08:10,1.1683,0.0,0.0,0.0
2025-06-21,6,49,08:20,1.0956,0.0,0.0,0.0
2025-06-21,6,50,08:30,1.0849,0.0,0.0,0.0
2025-06-21,6,51,08:40,1.061,0.0,0.0,0.0
2025-06-21,6,52,08:50,1.043,0.0,0.0,0.0
2025-06-21,6,53,09:00,1.036,0.0,0.0,0.0
2025-06-21,6,54,09:10,1.0147,0.0,0.0,0.0
2025-06-21,6,55,09:20,0.9922,0.0,0.0,0.0
2025-06-21,6,56,09:30,0.97,0.0,0.0,0.0
2025-06-21,6,57,09:40,0.9422,0.0,0.0,0.0
2025-06-21,6,58,09:50,0.9569,0.0,0.0,0.0
2025-06-21,6,59,10:00,0.9977,0.0,0.0,0.0
2025-06-21,6,60,10:10,0.9919,0.0,0.0,0.0
2025-06-21,6,61,10:20,0.9588,0.0,0.0,0.0
2025-06-21,6,62,10:30,0.9549,0.0,0.0,0.0
2025-06-21,6,63,10:40,0.9839,0.0,0.0,0.0
2025-06-21,6,64,10:50,0.799,0.0,0.0,0.0
2025-06-21,6,65,11:00,0.5025,0.0,0.0,0.0
2025-06-21,6,66,11:10,0.4662,0.0,0.0,0.0
2025-06-21,6,67,11:20,0.5007,0.0,0.0,0.0
2025-06-21,6,68,11:30,0.4827,0.0,0.0,0.0
2025-06-21,6,69,11:40,0.4785,0.0,0.0,0.0
2025-06-21,6,70,11:50,0.4662,0.0,0.0,0.0
2025-06-21,6,71,12:00,0.4432,0.0,0.0,0.0
2025-06-21,6,72,12:10,0.4411,0.0,0.0,0.0
2025-06-21,6,73,12:20,0.4551,0.0,0.0,0.0
2025-06-21,6,74,12:30,0.4463,0.0,0.0,0.0
2025-06-21,6,75,12:40,0.4113,0.0,0.0,0.0
2025-06-21,6,76,12:50,0.5682,0.0,0.0,0.0
2025-06-21,6,77,13:00,0.8279,0.0,0.0,0.0
2025-06-21,6,78,13:10,0.8636,0.0,0.0,0.0
2025-06-21,6,79,13:20,0.8416,0.0,0.0,0.0
2025-06-21,6,80,13:30,0.8618,0.0,0.0,0.0
2025-06-21,6,81,13:40,0.8623,0.0,0.0,0.0
2025-06-21,6,82,13:50,0.9026,0.0,0.0,0.0
2025-06-21,6,83,14:00,0.9754,0.0,0.0,0.0
2025-06-21,6,84,14:10,1.0002,0.0,0.0,0.0
2025-06-21,6,85,14:20,0.9978,0.0,0.0,0.0
2025-06-21,6,86,14:30,1.0271,0.0,0.0,0.0
2025-06-21,6,87,14:40,1.0906,0.0,0.0,0.0
2025-06-21,6,88,14:50,0.9376,0.0,0.0,0.0
2025-06-21,6,89,15:00,0.6694,0.0,0.0,0.0
2025-06-21,6,90,15:10,0.66,0.0,0.0,0.0
2025-06-21,6,91,15:20,0.7217,0.0,0.0,0.0
2025-06-21,6,92,15:30,0.7308,0.0,0.0,0.0
2025-06-21,6,93,15:40,0.7534,0.0,4.547473508864641e-13,1.7130332707893102e-13
2025-06-21,6,94,15:50,0.7823,76.0531284444445,66.55130786556869,3.7166371194272725
2025-06-21,6,95,16:00,0.8055,156.45961066666644,101.56161988888891,22.110165785749896
2025-06-21,6,96,16:10,0.8271,188.355400888889,134.5327425555554,22.25836035375011
2025-06-21,6,97,16:20,0.8519,202.56916977777757,158.89125311111127,18.60460860416651
2025-06-21,6,98,16:30,0.8791,216.00880533333327,182.47563033333347,14.739507071249912
2025-06-21,6,99,16:40,0.9024,279.5134608888891,256.12502755555545,10.552861120000136
2025-06-21,6,100,16:50,0.9163,268.03798977777745,254.7942981111113,6.067597337083104
2025-06-21,6,101,17:00,0.9264,199.7308386666665,196.6318886666666,1.4354336399999483
2025-06-21,6,102,17:10,0.9462,240.2485294444449,240.3250415555554,0.036197879766379046
2025-06-21,6,103,17:20,0.9742,303.4772855555552,308.84722266666677,2.615696366822431
2025-06-21,6,104,17:30,0.9862,341.02295166666664,351.68631377777774,5.258103856988883
2025-06-21,6,105,17:40,0.976,374.7312211111115,390.68800822222204,7.7869121102219445
2025-06-21,6,106,17:50,1.0742,415.1463072222218,436.39651933333334,11.413488924878
2025-06-21,6,107,18:00,1.2313,464.3666933333335,490.9103304444444,16.341590187455434
2025-06-21,6,108,18:10,1.2561,0.0,0.0,0.0
2025-06-21,6,109,18:20,1.2447,549.5426471111108,559.1057946666668,5.951624881200303
2025-06-21,6,110,18:30,1.2545,407.5815249999997,428.6601680000012,13.221578821750926
2025-06-21,6,111,18:40,1.2522,628.1148215555556,632.7357579999999,2.8931683078665653
2025-06-21,6,112,18:50,1.2881,0.0,1.1368683772161603e-13,7.32200078346068e-14
2025-06-21,6,113,19:00,1.3466,0.0,0.0,0.0
2025-06-21,6,114,19:10,1.3523,0.0,1.1368683772161603e-13,7.686935532547068e-14
2025-06-21,6,115,19:20,1.3445,0.0,0.0,0.0
2025-06-21,6,116,19:30,1.3483,0.0,0.0,0.0
2025-06-21,6,117,19:40,1.349,1.1368683772161603e-13,0.0,7.668177204323001e-14
2025-06-21,6,118,19:50,1.3473,1.1368683772161603e-13,0.0,7.658513823116664e-14
2025-06-21,6,119,20:00,1.3482,0.0,0.0,0.0
2025-06-21,6,120,20:10,1.3513,0.0,0.0,0.0
2025-06-21,6,121,20:20,1.34,0.0,0.0,0.0
2025-06-21,6,122,20:30,1.3489,1.1368683772161603e-13,1.1368683772161603e-13,0.0
2025-06-21,6,123,20:40,1.3952,0.0,0.0,0.0
2025-06-21,6,124,20:50,1.2226,686.3796293333334,686.3796293333334,0.0
2025-06-21,6,125,21:00,0.9332,668.414996,668.414996,0.0
2025-06-21,6,126,21:10,0.9068,651.4425493333333,651.4425493333333,0.0
2025-06-21,6,127,21:20,0.9371,651.623026,651.623026,0.0
2025-06-21,6,128,21:30,0.9371,658.2444193333332,658.2444193333332,0.0
2025-06-21,6,129,21:40,0.9871,653.8294559999999,653.8294559999999,0.0
2025-06-21,6,130,21:50,0.7764,612.984576,612.984576,0.0
2025-06-21,6,131,22:00,0.4209,562.400086,562.400086,0.0
2025-06-21,6,132,22:10,0.3859,555.9603473333333,555.9603473333333,0.0
2025-06-21,6,133,22:20,0.4368,559.7719773333332,559.7719773333332,0.0
2025-06-21,6,134,22:30,0.4198,557.8191373333333,557.8191373333333,0.0
2025-06-21,6,135,22:40,0.4186,575.0776106666666,575.0776106666666,0.0
2025-06-21,6,136,22:50,0.4241,592.6261006666666,592.6261006666666,0.0
2025-06-21,6,137,23:00,0.4237,587.457804,587.457804,0.0
2025-06-21,6,138,23:10,0.4248,566.4784520000001,566.4784520000001,0.0
2025-06-21,6,139,23:20,0.424,561.5257853333334,561.5257853333334,0.0
2025-06-21,6,140,23:30,0.422,574.2820786666667,574.2820786666667,0.0
2025-06-21,6,141,23:40,0.424,564.687312,564.687312,0.0
2025-06-21,6,142,23:50,0.4271,631.700502,631.700502,0.0
2025-06-21,6,143,24:00,0.4276,743.0234119999999,743.0234119999999,0.0
2025-06-21,12,72,12:10,0.4411,0.0,0.0,0.0
2025-06-21,12,73,12:20,0.4551,0.0,0.0,0.0
2025-06-21,12,74,12:30,0.4463,0.0,0.0,0.0
2025-06-21,12,75,12:40,0.4113,0.0,0.0,0.0
2025-06-21,12,76,12:50,0.5682,0.0,0.0,0.0
2025-06-21,12,77,13:00,0.8279,0.0,0.0,0.0
2025-06-21,12,78,13:10,0.8636,0.0,0.0,0.0
2025-06-21,12,79,13:20,0.8416,0.0,0.0,0.0
2025-06-21,12,80,13:30,0.8618,0.0,0.0,0.0
2025-06-21,12,81,13:40,0.8623,0.0,0.0,0.0
2025-06-21,12,82,13:50,0.9026,0.0,0.0,0.0
2025-06-21,12,83,14:00,0.9754,0.0,0.0,0.0
2025-06-21,12,84,14:10,1.0002,0.0,0.0,0.0
2025-06-21,12,85,14:20,0.9978,0.0,0.0,0.0
2025-06-21,12,86,14:30,1.0271,0.0,0.0,0.0
2025-06-21,12,87,14:40,1.0906,0.0,0.0,0.0
2025-06-21,12,88,14:50,0.9376,0.0,0.0,0.0
2025-06-21,12,89,15:00,0.6694,0.0,0.0,0.0
2025-06-21,12,90,15:10,0.66,0.0,0.0,0.0
2025-06-21,12,91,15:20,0.7217,0.0,0.0,0.0
2025-06-21,12,92,15:30,0.7308,0.0,0.0,0.0
2025-06-21,12,93,15:40,0.7534,4.547473508864641e-13,15.944468333333134,6.00628122116642
2025-06-21,12,94,15:50,0.7823,66.55130786556869,67.98771166666666,0.5618493467994697
2025-06-21,12,95,16:00,0.8055,101.56161988888891,115.54443833333323,5.63158012849995
2025-06-21,12,96,16:10,0.8271,134.5327425555554,148.19605593888923,5.650463249677711
2025-06-21,12,97,16:20,0.8519,158.89125311111127,158.89125311111127,0.0
2025-06-21,12,98,16:30,0.8791,182.47563033333347,182.47563033333347,0.0
2025-06-21,12,99,16:40,0.9024,256.12502755555545,256.12502755555545,0.0
2025-06-21,12,100,16:50,0.9163,254.7942981111113,254.7942981111113,0.0
2025-06-21,12,101,17:00,0.9264,196.6318886666666,196.6318886666666,0.0
2025-06-21,12,102,17:10,0.9462,240.3250415555554,240.3250415555554,0.0
2025-06-21,12,103,17:20,0.9742,308.84722266666677,308.84722266666677,0.0
2025-06-21,12,104,17:30,0.9862,351.68631377777774,351.68631377777774,0.0
2025-06-21,12,105,17:40,0.976,390.68800822222204,390.68800822222204,0.0
2025-06-21,12,106,17:50,1.0742,436.39651933333334,436.39651933333334,0.0
2025-06-21,12,107,18:00,1.2313,490.9103304444444,490.9103304444444,0.0
2025-06-21,12,108,18:10,1.2561,0.0,-0.0,0.0
2025-06-21,12,109,18:20,1.2447,559.1057946666668,559.1057946666668,0.0
2025-06-21,12,110,18:30,1.2545,428.6601680000012,428.6601680000012,0.0
2025-06-21,12,111,18:40,1.2522,632.7357579999999,632.7357579999999,0.0
2025-06-21,12,112,18:50,1.2881,1.1368683772161603e-13,-0.0,7.32200078346068e-14
2025-06-21,12,113,19:00,1.3466,0.0,-0.0,0.0
2025-06-21,12,114,19:10,1.3523,1.1368683772161603e-13,-0.0,7.686935532547068e-14
2025-06-21,12,115,19:20,1.3445,0.0,-0.0,0.0
2025-06-21,12,116,19:30,1.3483,0.0,-0.0,0.0
2025-06-21,12,117,19:40,1.349,0.0,-0.0,0.0
2025-06-21,12,118,19:50,1.3473,0.0,-0.0,0.0
2025-06-21,12,119,20:00,1.3482,0.0,-0.0,0.0
2025-06-21,12,120,20:10,1.3513,0.0,-0.0,0.0
2025-06-21,12,121,20:20,1.34,0.0,-0.0,0.0
2025-06-21,12,122,20:30,1.3489,1.1368683772161603e-13,-0.0,7.667608770134393e-14
2025-06-21,12,123,20:40,1.3952,0.0,-0.0,0.0
2025-06-21,12,124,20:50,1.2226,686.3796293333334,686.3796293333334,0.0
2025-06-21,12,125,21:00,0.9332,668.414996,668.414996,0.0
2025-06-21,12,126,21:10,0.9068,651.4425493333333,651.4425493333333,0.0
2025-06-21,12,127,21:20,0.9371,651.623026,651.623026,0.0
2025-06-21,12,128,21:30,0.9371,658.2444193333332,658.2444193333332,0.0
2025-06-21,12,129,21:40,0.9871,653.8294559999999,653.8294559999999,0.0
2025-06-21,12,130,21:50,0.7764,612.984576,612.984576,0.0
2025-06-21,12,131,22:00,0.4209,562.400086,562.400086,0.0
2025-06-21,12,132,22:10,0.3859,555.9603473333333,555.9603473333333,0.0
2025-06-21,12,133,22:20,0.4368,559.7719773333332,559.7719773333332,0.0
2025-06-21,12,134,22:30,0.4198,557.8191373333333,557.8191373333333,0.0
2025-06-21,12,135,22:40,0.4186,575.0776106666666,575.0776106666666,0.0
2025-06-21,12,136,22:50,0.4241,592.6261006666666,592.6261006666666,0.0
2025-06-21,12,137,23:00,0.4237,587.457804,587.457804,0.0
2025-06-21,12,138,23:10,0.4248,566.4784520000001,566.4784520000001,0.0
2025-06-21,12,139,23:20,0.424,561.5257853333334,561.5257853333334,0.0
2025-06-21,12,140,23:30,0.422,574.2820786666667,574.2820786666667,0.0
2025-06-21,12,141,23:40,0.424,564.687312,564.687312,0.0
2025-06-21,12,142,23:50,0.4271,631.700502,631.700502,0.0
2025-06-21,12,143,24:00,0.4276,743.0234119999999,743.0234119999999,0.0
2025-06-21,18,108,18:10,1.2561,-0.0,-0.0,0.0
2025-06-21,18,109,18:20,1.2447,559.1057946666668,559.1057946666668,0.0
2025-06-21,18,110,18:30,1.2545,428.6601680000012,428.6601680000012,0.0
2025-06-21,18,111,18:40,1.2522,632.7357579999999,632.7357579999999,0.0
2025-06-21,18,112,18:50,1.2881,-0.0,-0.0,0.0
2025-06-21,18,113,19:00,1.3466,-0.0,-0.0,0.0
2025-06-21,18,114,19:10,1.3523,-0.0,-0.0,0.0
2025-06-21,18,115,19:20,1.3445,-0.0,-0.0,0.0
2025-06-21,18,116,19:30,1.3483,-0.0,-0.0,0.0
2025-06-21,18,117,19:40,1.349,-0.0,-0.0,0.0
2025-06-21,18,118,19:50,1.3473,-0.0,-0.0,0.0
2025-06-21,18,119,20:00,1.3482,-0.0,-0.0,0.0
2025-06-21,18,120,20:10,1.3513,-0.0,-0.0,0.0
2025-06-21,18,121,20:20,1.34,-0.0,-0.0,0.0
2025-06-21,18,122,20:30,1.3489,-0.0,-0.0,0.0
2025-06-21,18,123,20:40,1.3952,-0.0,-0.0,0.0
2025-06-21,18,124,20:50,1.2226,686.3796293333334,686.3796293333334,0.0
2025-06-21,18,125,21:00,0.9332,668.414996,668.414996,0.0
2025-06-21,18,126,21:10,0.9068,651.4425493333333,651.4425493333333,0.0
2025-06-21,18,127,21:20,0.9371,651.623026,651.623026,0.0
2025-06-21,18,128,21:30,0.9371,658.2444193333332,658.2444193333332,0.0
2025-06-21,18,129,21:40,0.9871,653.8294559999999,653.8294559999999,0.0
2025-06-21,18,130,21:50,0.7764,612.984576,612.984576,0.0
2025-06-21,18,131,22:00,0.4209,562.400086,562.400086,0.0
2025-06-21,18,132,22:10,0.3859,555.9603473333333,555.9603473333333,0.0
2025-06-21,18,133,22:20,0.4368,559.7719773333332,559.7719773333332,0.0
2025-06-21,18,134,22:30,0.4198,557.8191373333333,557.8191373333333,0.0
2025-06-21,18,135,22:40,0.4186,575.0776106666666,575.0776106666666,0.0
2025-06-21,18,136,22:50,0.4241,592.6261006666666,592.6261006666666,0.0
2025-06-21,18,137,23:00,0.4237,587.457804,587.457804,0.0
2025-06-21,18,138,23:10,0.4248,566.4784520000001,566.4784520000001,0.0
2025-06-21,18,139,23:20,0.424,561.5257853333334,561.5257853333334,0.0
2025-06-21,18,140,23:30,0.422,574.2820786666667,574.2820786666667,0.0
2025-06-21,18,141,23:40,0.424,564.687312,564.687312,0.0
2025-06-21,18,142,23:50,0.4271,631.700502,631.700502,0.0
2025-06-21,18,143,24:00,0.4276,743.0234119999999,743.0234119999999,0.0
2025-09-23,0,0,00:10,0.4248,,1519.9467833333333,0.0
2025-09-23,0,1,00:20,0.4245,,1508.4137366666664,0.0
2025-09-23,0,2,00:30,0.4269,,1480.7946666666667,0.0
2025-09-23,0,3,00:40,0.4272,,1476.31307,0.0
2025-09-23,0,4,00:50,0.4271,,1479.34078,0.0
2025-09-23,0,5,01:00,0.4285,,1475.5449999999998,0.0
2025-09-23,0,6,01:10,0.4311,,634.3915299999999,0.0
2025-09-23,0,7,01:20,0.4302,,1088.1167359259262,0.0
2025-09-23,0,8,01:30,0.4279,,1465.9923333333331,0.0
2025-09-23,0,9,01:40,0.4312,,631.1367199999999,0.0
2025-09-23,0,10,01:50,0.4333,,639.5487366666667,0.0
2025-09-23,0,11,02:00,0.4311,,646.8720000000001,0.0
2025-09-23,0,12,02:10,0.4293,,1463.3599833333333,0.0
2025-09-23,0,13,02:20,0.4324,,629.9045199999999,0.0
2025-09-23,0,14,02:30,0.4367,,650.6926666666666,0.0
2025-09-23,0,15,02:40,0.4348,,654.6868133333334,0.0
2025-09-23,0,16,02:50,0.4335,,648.2569299999999,0.0
2025-09-23,0,17,03:00,0.4357,,640.0519999999999,0.0
2025-09-23,0,18,03:10,0.4374,,631.7036333333333,0.0
2025-09-23,0,19,03:20,0.4371,,633.29301,0.0
2025-09-23,0,20,03:30,0.4356,,639.6136666666666,0.0
2025-09-23,0,21,03:40,0.4353,,634.7675266666666,0.0
2025-09-23,0,22,03:50,0.436,,629.6409333333334,0.0
2025-09-23,0,23,04:00,0.4378,,631.5633333333333,0.0
2025-09-23,0,24,04:10,0.4401,,637.52335,0.0
2025-09-23,0,25,04:20,0.4389,,644.9185633333333,0.0
2025-09-23,0,26,04:30,0.4364,,651.1573333333333,0.0
2025-09-23,0,27,04:40,0.4393,,652.2724033333332,0.0
2025-09-23,0,28,04:50,0.4422,,640.25864,0.0
2025-09-23,0,29,05:00,0.4395,,620.656,0.0
2025-09-23,0,30,05:10,0.4333,,620.3328432222222,0.0
2025-09-23,0,31,05:20,0.4439,,637.8281832222223,0.0
2025-09-23,0,32,05:30,0.4301,,1480.624053222222,0.0
2025-09-23,0,33,05:40,0.3713,,1447.9740798888888,0.0
2025-09-23,0,34,05:50,0.5708,,677.3745032222223,0.0
2025-09-23,0,35,06:00,0.9099,,-0.0,0.0
2025-09-23,0,36,06:10,0.9368,,-0.0,0.0
2025-09-23,0,37,06:20,0.8758,,-0.0,0.0
2025-09-23,0,38,06:30,0.8759,,-0.0,0.0
2025-09-23,0,39,06:40,0.8601,,-0.0,0.0
2025-09-23,0,40,06:50,0.8442,,-0.0,0.0
2025-09-23,0,41,07:00,0.8334,,-0.0,0.0
2025-09-23,0,42,07:10,0.8092,,255.79718122222425,0.0
2025-09-23,0,43,07:20,0.7972,,470.8431244444445,0.0
2025-09-23,0,44,07:30,0.7644,,399.13429666666684,0.0
2025-09-23,0,45,07:40,0.6899,,295.39533888888883,0.0
2025-09-23,0,46,07:50,0.86,,-0.0,0.0
2025-09-23,0,47,08:00,1.1617,,-0.0,0.0
2025-09-23,0,48,08:10,1.1683,,-0.0,0.0
2025-09-23,0,49,08:20,1.0956,,-0.0,0.0
2025-09-23,0,50,08:30,1.0849,,-0.0,0.0
2025-09-23,0,51,08:40,1.061,,-0.0,0.0
2025-09-23,0,52,08:50,1.043,,-0.0,0.0
2025-09-23,0,53,09:00,1.036,,-0.0,0.0
2025-09-23,0,54,09:10,1.0147,,-0.0,0.0
2025-09-23,0,55,09:20,0.9922,,-0.0,0.0
2025-09-23,0,56,09:30,0.97,,-0.0,0.0
2025-09-23,0,57,09:40,0.9422,,-0.0,0.0
2025-09-23,0,58,09:50,0.9569,,-0.0,0.0
2025-09-23,0,59,10:00,0.9977,,-0.0,0.0
2025-09-23,0,60,10:10,0.9919,,-0.0,0.0
2025-09-23,0,61,10:20,0.9588,,-0.0,0.0
2025-09-23,0,62,10:30,0.9549,,0.0,0.0
2025-09-23,0,63,10:40,0.9839,,0.0,0.0
2025-09-23,0,64,10:50,0.799,,0.0,0.0
2025-09-23,0,65,11:00,0.5025,,799.4675443333329,0.0
2025-09-23,0,66,11:10,0.4662,,755.5817892222226,0.0
2025-09-23,0,67,11:20,0.5007,,715.8130986666665,0.0
2025-09-23,0,68,11:30,0.4827,,666.4222481111112,0.0
2025-09-23,0,69,11:40,0.4785,,609.0830642222224,0.0
2025-09-23,0,70,11:50,0.4662,,528.7145036666664,0.0
2025-09-23,0,71,12:00,0.4432,,440.70223977777755,0.0
2025-09-23,0,72,12:10,0.4411,,472.1513163333334,0.0
2025-09-23,0,73,12:20,0.4551,,513.9157379999997,0.0
2025-09-23,0,74,12:30,0.4463,,554.0861929999999,0.0
2025-09-23,0,75,12:40,0.4113,,573.8482113333332,0.0
2025-09-23,0,76,12:50,0.5682,,599.462616,0.0
2025-09-23,0,77,13:00,0.8279,,0.0,0.0
2025-09-23,0,78,13:10,0.8636,,0.0,0.0
2025-09-23,0,79,13:20,0.8416,,0.0,0.0
2025-09-23,0,80,13:30,0.8618,,0.0,0.0
2025-09-23,0,81,13:40,0.8623,,0.0,0.0
2025-09-23,0,82,13:50,0.9026,,0.0,0.0
