strategy,date,quantile,e_start,e_end,plan_kwh,emergency_kwh,load_kwh,plan_cost,emergency_cost,total_cost,pv_spill_kwh,paid_grid_spill_kwh,charge_kwh,discharge_kwh,emergency_slots,solver,solve_seconds
q0.9,2025-04-07,0.9,6463.281361584657,6742.772464791009,66864.75703484718,0.0,117015.14203333334,39828.00299037049,0.0,39828.00299037049,2887.437633333333,6865.593142851265,19039.289381281607,15170.282405952383,0,LP,0.005353499989723787
q0.9,2025-04-08,0.9,6742.772464791009,6283.221609148155,65755.7254552587,0.0,117713.29026666663,39135.06338996989,0.0,39135.06338996989,3052.843733333333,4920.418339550267,20225.608083089362,16796.338317380945,0,LP,0.004602500004693866
q0.9,2025-04-09,0.9,6283.221609148155,6538.403918259261,65450.52852481426,0.0,117677.52253333332,38981.59044267479,0.0,38981.59044267479,922.8114668283433,1209.1276092945286,20813.759756972355,16629.48132494762,0,LP,0.0054506000014953315
q0.9,2025-04-10,0.9,6538.403918259261,6692.262322973547,65435.50605152262,0.0,117668.7006833333,38975.64772398817,0.0,38975.64772398817,2382.52596431511,4541.752923974137,20590.087889423856,16539.49862619047,0,LP,0.004656500008422881
q0.9,2025-04-11,0.9,6692.262322973547,10800.0,64521.608108783075,0.0,72091.99674999999,38524.33699504072,0.0,38524.33699504072,27612.10273039389,25309.931882933575,13610.312734027042,7327.389405238093,0,LP,0.004678400000557303
q0.9,2025-04-12,0.9,10800.0,10800.0,59802.8656968019,0.0,71957.17576666665,36498.47374084803,0.0,36498.47374084803,23746.477620664326,25442.26882493828,8362.940532627856,6773.98183142857,0,LP,0.004662399995140731
q0.9,2025-04-13,0.9,10800.0,6610.022403962964,59364.422602915954,0.0,117283.06220000007,36157.54733979044,0.0,36157.54733979044,2541.9346833333334,3385.318411075844,15430.478218982951,16269.667193809519,0,LP,0.005093400017358363
q0.9,2025-04-14,0.9,6610.022403962964,6455.009321878308,63959.63188607289,0.0,117901.37268333332,38062.02825462474,0.0,38062.02825462474,3256.962255623163,4574.14534405938,19684.232948771303,16083.740462380954,0,LP,0.004935900011332706
q0.9,2025-04-15,0.9,6455.009321878308,6486.625501825398,64080.25954097591,0.0,117056.90516666666,38084.57408912062,0.0,38084.57408912062,4020.3541400764243,6374.2578930305735,18514.547960964148,14968.329286428572,0,LP,0.004607499984558672
q0.9,2025-04-16,0.9,6486.625501825398,6404.495973285714,63282.04023917108,0.0,117924.88506666668,37621.34668454257,0.0,37621.34668454257,2073.153491393304,1770.6619139682593,19644.997155238096,15986.36427142857,0,LP,0.004692799993790686
q0.9,2025-04-17,0.9,6404.495973285714,6682.3345912010545,63040.96672332744,0.0,117487.04263333339,37440.85619977698,0.0,37440.85619977698,2384.1204666666663,3771.754425584959,19824.709078694883,15807.959597619049,0,LP,0.004873400001088157
q0.9,2025-04-18,0.9,6682.3345912010545,10800.0,62465.597151945905,0.0,71490.16935000003,37122.45138961504,0.0,37122.45138961504,25430.12590411523,24517.193066214004,12938.221738759552,6774.06074047619,0,LP,0.0045144000032451
q0.9,2025-04-19,0.9,10800.0,10800.0,58026.17621535568,0.0,71905.41535,35270.61927250541,0.0,35270.61927250541,24910.659565432088,24728.359464415058,8434.094397413282,6831.61646190476,0,LP,0.004639999999199063
q0.9,2025-04-20,0.9,10800.0,6767.872153566139,57740.4082480188,0.0,117197.81635,35067.3863499308,0.0,35067.3863499308,2690.750643145212,3826.328781866551,15234.205270864199,15968.621331190474,0,LP,0.004984600003808737
q0.9,2025-04-21,0.9,6767.872153566139,6383.431490359789,61949.03641355381,0.0,118481.6378833333,36739.45551999508,0.0,36739.45551999508,5374.564030246918,4982.119844138746,18007.572382739567,14932.130226904765,0,LP,0.004649499984225258
q0.9,2025-04-22,0.9,6383.431490359789,6384.0586247037045,61692.38083905055,0.0,117811.00101666666,36562.54478754357,0.0,36562.54478754357,2407.940083333334,3530.8944477101777,18947.645107530858,15347.028116190475,0,LP,0.0046205999969970435
q0.9,2025-04-23,0.9,6384.0586247037045,6567.034939410057,61870.87165890358,0.0,118030.5147666667,36584.69460478518,0.0,36584.69460478518,2695.0901333333327,4071.1595578013,18631.71877824516,14927.013527142859,0,LP,0.004920999985188246
q0.9,2025-04-24,0.9,6567.034939410057,6580.214557846564,61002.06119723104,0.0,117497.77966666665,36109.19194082912,0.0,36109.19194082912,5727.2248500000005,4696.597351619648,18296.161257992353,14808.028962380953,0,LP,0.005299999989802018
q0.9,2025-04-25,0.9,6580.214557846564,10800.0,59987.18063716636,0.0,71763.32119999999,35522.56702408862,0.0,35522.56702408862,29405.52608065844,22326.02274571429,12934.03822555556,6678.764064761905,0,LP,0.004721000004792586
q0.9,2025-04-26,0.9,10800.0,10800.0,54635.685584476785,0.0,72100.92436666666,33175.03013312383,0.0,33175.03013312383,31952.784830041142,21089.033613406817,8019.334251028811,6495.660743333332,0,LP,0.004681099992012605
q0.9,2025-04-27,0.9,10800.0,6389.65607040424,53611.97629220191,0.0,117032.5225333333,32703.757328777025,0.0,32703.757328777025,3326.2268897090025,2893.940300870079,14671.828710135205,15853.4907918457,0,LP,0.0048322000075131655
q0.9,2025-04-28,0.9,6389.65607040424,6324.041709642857,58235.0981034231,2392.365793331711,117537.30080000006,34660.65972964649,16204.276137232842,50864.935866879336,0.0,772.8700259523832,17324.628835900054,14092.002281764286,6,LP,0.005183800007216632
q0.9,2025-04-29,0.9,6324.041709642857,6538.499708298942,60232.837669350396,0.0,117252.75871666662,35674.045930731445,0.0,35674.045930731445,5211.779083333331,4029.857492501472,17710.395673991778,14152.408297142858,0,LP,0.004814699990674853
q0.9,2025-04-30,0.9,6538.499708298942,6344.246619126985,58889.55424211932,0.0,117682.88071666668,35144.446638841575,0.0,35144.446638841575,3792.2668999999996,3717.6138500499856,17356.035994688413,14233.216935952376,0,LP,0.0049365999875590205
q0.95,2025-02-01,0.95,10800.0,10800.0,92542.96307617838,0.0,76305.2062833333,60324.67099774192,0.0,60324.67099774192,10060.693232181431,46696.19683238837,7409.984622501466,6002.087544226191,0,LP,0.004886599985184148
q0.95,2025-02-02,0.95,10800.0,7532.341860260979,91968.42961806557,0.0,121705.97265000001,59909.65405835456,0.0,59909.65405835456,143.10248333333334,13184.36436820627,16976.721801531898,16692.036985005954,0,LP,0.004498599999351427
q0.95,2025-02-03,0.95,7532.341860260979,7078.057127882714,92894.94399004336,0.0,122603.76899999996,59316.863739908535,0.0,59316.863739908535,0.0,9156.243149287768,20687.582104715904,17165.797763960316,0,LP,0.004473400011193007
q0.95,2025-02-04,0.95,7078.057127882714,7120.930140124338,92195.87803751123,0.0,121578.09884999998,58554.74073456463,0.0,58554.74073456463,0.0,6575.663143656435,23088.238067565148,18662.887123710312,0,LP,0.004437299998244271
q0.95,2025-02-05,0.95,7120.930140124338,6938.847582624345,90704.01235201496,26.47958333333338,121991.08443333334,57533.64675726314,153.80665979166693,57687.4534170548,0.0,5783.106630290993,22962.276965652567,18763.318643928564,1,LP,0.004771199979586527
q0.95,2025-02-06,0.95,6938.847582624345,6974.255819187834,90982.26800692092,47.85660238095272,122252.16269999999,57709.42059215142,278.490331960121,57987.910924111544,1.400816666666742,6463.400843070252,22433.67536837447,18139.409635476186,2,LP,0.004422800004249439
q0.95,2025-02-07,0.95,6974.255819187834,10800.0,90377.1111040138,0.0,76168.59693333329,57236.65473108303,0.0,57236.65473108303,10787.693077566137,41923.07632121693,12723.643557016461,6862.9815184523795,0,LP,0.0043425999756436795
q0.95,2025-02-08,0.95,10800.0,10800.0,85112.27741589797,0.0,75746.78751666665,54807.374378772285,0.0,54807.374378772285,10923.361921015576,41177.81887327454,7547.020552322165,6113.086647380953,0,LP,0.005012600013287738
q0.95,2025-02-09,0.95,10800.0,6810.291637001324,84713.65324367577,0.0,121547.90356666666,54520.495224647464,0.0,54520.495224647464,0.0,5252.794370790714,18400.949646932677,18495.50674071428,0,LP,0.005575399991357699
q0.95,2025-02-10,0.95,6810.291637001324,6619.411680341272,89304.18756568494,0.0,121477.56451666665,56438.18781112482,0.0,56438.18781112482,499.6630333333335,10893.18585201059,19771.016094745737,16186.314997738093,0,LP,0.004503200005274266
q0.95,2025-02-11,0.95,6619.411680341272,6625.859525239417,88682.98247136241,0.0,121441.28161666669,55901.01532903616,0.0,55901.01532903616,352.0303666666666,9047.431582890944,21353.26488454291,17290.34149607143,0,LP,0.00482559998636134
q0.95,2025-02-12,0.95,6625.859525239417,6697.619290703706,87665.9519089065,0.0,121363.85288333334,55171.92744528525,0.0,55171.92744528525,286.6938,7972.144142529389,21451.547600662838,17311.16976761904,0,LP,0.00453809997998178
q0.95,2025-02-13,0.95,6697.619290703706,6830.607002658729,86692.14149171511,0.0,121310.28371666669,54509.468264998126,0.0,54509.468264998126,732.2808000000005,10800.516408486183,19527.243820014686,15697.378553452378,0,LP,0.004429799999343231
q0.95,2025-02-14,0.95,6830.607002658729,10800.0,84925.37330171814,0.0,75872.63795000003,53320.55368690826,0.0,53320.55368690826,12277.905954526745,36905.12508883891,12463.614442519107,6523.074000833334,0,LP,0.0046356999955605716
q0.95,2025-02-15,0.95,10800.0,10800.0,80177.90228148291,0.0,76054.55224999998,51205.964381802725,0.0,51205.964381802725,12968.524755555556,36399.705957213395,8050.423519547323,6520.843050833332,0,LP,0.004804099997272715
q0.95,2025-02-16,0.95,10800.0,6731.563400091271,79805.14857128014,33.62811571428574,121276.97728333334,50907.021255792075,152.991112442143,51060.01236823421,30.539166666666688,4776.705788242209,17451.292484228394,17797.13985214286,1,LP,0.00460490002296865
q0.95,2025-02-17,0.95,6731.563400091271,6520.740444021168,83819.1549978586,16.569977142857056,120960.37281666667,52436.63919640416,75.38511101142818,52512.024307415595,948.4422833333333,8259.692575614348,19123.51373605379,15679.78678666666,1,LP,0.00469669999438338
q0.95,2025-02-18,0.95,6520.740444021168,6812.505324285714,83445.20710997649,6.316429523809347,121331.27123333327,52042.62130024444,28.736596118570628,52071.357896363,420.76300146972363,6757.957949178423,20625.402175161656,16443.98736964286,1,LP,0.005053500004578382
q0.95,2025-02-19,0.95,6812.505324285714,6393.485112407405,82653.90874753968,0.0,121866.79411666667,51523.56156001284,0.0,51523.56156001284,294.4889166666667,5740.612461810696,21666.30619168136,17926.826205952366,0,LP,0.004553999984636903
q0.95,2025-02-20,0.95,6393.485112407405,6923.471733777779,82875.91540073782,5.048755476190308,121105.25703333328,51513.38979743112,23.648370650475407,51537.038168081584,553.5938999999995,6837.6593146031755,21155.732889706058,16659.15568142857,1,LP,0.004567399999359623
q0.95,2025-02-21,0.95,6923.471733777779,10800.0,81886.56420723103,0.0,75802.0020333333,50991.39936388765,0.0,50991.39936388765,15593.675337448558,34898.51932885214,12343.326673668433,6509.219166071427,0,LP,0.005117799999425188
q0.95,2025-02-22,0.95,10800.0,10800.0,76975.97268993568,0.0,75682.2422666667,48755.495727834685,0.0,48755.495727834685,13452.034244650209,34072.52972567941,8456.030717225152,6849.384880952379,0,LP,0.0046898000000510365
q0.95,2025-02-23,0.95,10800.0,6663.777521552915,76768.40112814166,4.503572380952278,121142.14093333337,48618.61049700692,20.489002547142388,48639.09949955407,488.31870000000026,5309.60653986184,16661.715831209585,17218.590053882144,1,LP,0.004766199999721721
q0.95,2025-02-24,0.95,6663.777521552915,6650.836230410056,80801.63859617175,0.0,120628.98855,50110.08849969192,0.0,50110.08849969192,1458.2308833333332,7416.654263180472,19659.8262895782,15936.106456586907,0,LP,0.005553399998461828
q0.95,2025-02-25,0.95,6650.836230410056,6628.78878446561,80394.43584130867,25.61715214285698,121093.33288333328,49861.38878141615,115.88443602392786,49977.27321744008,2147.7261666666664,8873.583697768952,18932.961037013527,15355.541141330952,2,LP,0.0048217000148724765
q0.95,2025-02-26,0.95,6628.78878446561,6754.181367777779,79330.336028786,0.0,121060.73411666663,49106.65563339113,0.0,49106.65563339113,994.8294166666665,5520.850904562027,20457.65446970017,16457.846795476195,0,LP,0.004841200017835945
q0.95,2025-02-27,0.95,6754.181367777779,6841.4155615674645,78691.61606929745,0.0,120599.48893333331,48626.39340663533,0.0,48626.39340663533,867.9123144738443,6592.72374049382,22083.605473258373,17809.20965892856,0,LP,0.00453669999842532
q0.95,2025-02-28,0.95,6841.4155615674645,10800.0,78017.05493312611,0.0,75385.10794999998,48260.55924183573,0.0,48260.55924183573,17034.960349999998,31618.161906091995,13203.227012867426,7131.887885833331,0,LP,0.004804399999557063
q0.95,2025-03-01,0.95,10800.0,10800.0,73290.78433313344,0.0,72244.16015,46166.97382926557,0.0,46166.97382926557,15469.87737860082,32479.874791941522,8854.032785567306,7171.766556309522,0,LP,0.006408899993402883
q0.95,2025-03-02,0.95,10800.0,6210.306097333333,72678.35164447971,1032.7527070440426,117860.41708333329,45780.65167431931,7130.9560828252115,52911.60775714453,0.0,2183.8548719047617,17366.6680281702,18197.72561521786,2,LP,0.0046048000222072005
q0.95,2025-03-03,0.95,6210.306097333333,6197.990227334674,78786.9502733947,0.0,117958.74560000001,48531.90889626621,0.0,48531.90889626621,0.0,2225.2166423251056,23977.217267026754,19432.63026929047,0,LP,0.004372499999590218
q0.95,2025-03-04,0.95,6197.990227334674,6619.777302391535,80042.2569771943,0.0,118139.02498333335,49514.16555077733,0.0,49514.16555077733,664.6585314212195,5680.1435556261,21675.729417170765,17177.732460357143,0,LP,0.004716399998869747
q0.95,2025-03-05,0.95,6619.777302391535,6650.029614277778,80017.16809975366,3.286666666666747,118073.44383333332,49566.65201412351,14.952690000000366,49581.6047041235,756.9464333333331,9383.092593227508,19593.245486816577,15843.301763623807,1,LP,0.004460199997993186
q0.95,2025-03-06,0.95,6650.029614277778,6937.695986236773,79619.62093775424,0.0,117673.59855000004,49311.75540843714,0.0,49311.75540843714,1279.1549664873553,8420.882834673721,19579.101413140805,15600.172409880957,0,LP,0.004558699991321191
q0.95,2025-03-07,0.95,6937.695986236773,10800.0,79135.77347791157,0.0,71680.36145000004,48957.088630893326,0.0,48957.088630893326,17219.938466666677,35136.24580701938,12532.789781606403,6675.486110714284,0,LP,0.005401999980676919
q0.95,2025-03-08,0.95,10800.0,10800.0,74524.0598632951,0.0,72344.71158333328,46992.95167700898,0.0,46992.95167700898,19400.953676748963,34471.504458785996,8360.32742680776,6771.865215714283,0,LP,0.004437099996721372
q0.95,2025-03-09,0.95,10800.0,6737.4950648836,73862.39682055896,0.0,117692.98650000004,46454.78351326279,0.0,46454.78351326279,2211.60947694885,9043.666826403589,15420.262677954152,16146.66721074762,0,LP,0.00444479999714531
q0.95,2025-03-10,0.95,6737.4950648836,6655.5529386560875,77021.20839805399,0.0,117943.06436666667,47400.80352001567,0.0,47400.80352001567,360.69671666666625,4695.325820992062,21036.11749473692,17113.003084341668,0,LP,0.004937200021231547
q0.95,2025-03-11,0.95,6655.5529386560875,6918.4696855172,77028.74208840556,0.0,117499.55295,47205.08216883413,0.0,47205.08216883413,1558.3502122354462,7531.904019976487,19804.968336940026,15805.399280746433,0,LP,0.004715300019597635
q0.95,2025-03-12,0.95,6918.4696855172,6647.129964749999,76072.5890268166,0.0,118112.23683333342,46626.488869484914,0.0,46626.488869484914,2172.9285666666665,8031.34855072898,19352.54197251617,15919.764746428575,0,LP,0.004802400013431907
q0.95,2025-03-13,0.95,6647.129964749999,6632.426765742065,75823.59948775721,0.0,118237.27704999999,46385.82015306546,0.0,46385.82015306546,37.200000000000045,4154.16394222516,21578.160041960615,17491.542513095235,0,LP,0.004718999989563599
q0.95,2025-03-14,0.95,6632.426765742065,10800.0,76830.33588390563,0.0,72108.86895000002,47032.704590188594,0.0,47032.704590188594,21395.210133333338,33117.101723087,13356.74807010435,7068.150025952379,0,LP,0.005754500016337261
q0.95,2025-03-15,0.95,10800.0,10800.0,71443.99440552908,0.0,72724.98178333335,44586.48466122468,0.0,44586.48466122468,17171.527265790708,31667.89499917106,8844.457845091125,7164.010854523809,0,LP,0.0047215999802574515
q0.95,2025-03-16,0.95,10800.0,6957.878470312175,71729.92602193121,1.6400000000001,117983.21598333328,44742.697443194505,7.461180000000455,44750.158623194504,708.0124833333333,8241.308868052616,15205.826915426216,15774.629178214283,1,LP,0.005066499987151474
q0.95,2025-03-17,0.95,6957.878470312175,6821.779434763231,76096.60728860224,0.0,117693.62179999992,46562.77810378917,0.0,46562.77810378917,3386.2440813242238,11617.152317111992,17671.413625404177,14436.334168571428,0,LP,0.004721999983303249
q0.95,2025-03-18,0.95,6821.779434763231,6921.3975622301605,74652.51239391386,0.0,117253.4235833333,45612.30488370941,0.0,45612.30488370941,1528.8976499999999,8038.060316443265,20368.10392675632,16408.507865952382,0,LP,0.0048254000139422715
q0.95,2025-03-19,0.95,6921.3975622301605,6905.9297430502675,74327.05930598614,0.0,117281.55799999996,45431.52755113918,0.0,45431.52755113918,2329.517033333333,8768.19579304086,19883.14245723104,16119.266427619052,0,LP,0.004801700008101761
q0.95,2025-03-20,0.95,6905.9297430502675,6722.084712497356,73858.59947665194,0.0,117648.38173333334,45085.49727683224,0.0,45085.49727683224,1243.383671876836,6858.187048421518,19544.881406234563,15996.814466547616,0,LP,0.004982299986295402
q0.95,2025-03-21,0.95,6722.084712497356,10800.0,73325.79570098667,0.0,72593.53221666667,44678.55592956541,0.0,44678.55592956541,24328.662003411715,30743.661276519695,13420.442871769546,7200.43496738095,0,LP,0.00537970001460053
q0.95,2025-03-22,0.95,10800.0,10800.0,68197.67070149322,0.0,71936.92953333334,42373.40000885622,0.0,42373.40000885622,20355.683896959144,30349.010577467667,8483.034177542622,6871.257683809523,0,LP,0.004646700021112338
q0.95,2025-03-23,0.95,10800.0,6651.785634149474,67473.72487018813,0.0,117739.97726666664,41902.135756681295,0.0,41902.135756681295,2428.23851715168,7106.0773424470935,15279.378016779834,16109.689122857142,0,LP,0.004756900016218424
q0.95,2025-03-24,0.95,6651.785634149474,6831.3839098941835,71530.7286034744,0.0,117425.17061666668,43456.15608020593,0.0,43456.15608020593,2787.3149166666662,6846.60142437243,19666.71963648295,15768.40445738095,0,LP,0.004963499988662079
q0.95,2025-03-25,0.95,6831.3839098941835,6564.963032716932,71449.49233124335,0.0,118053.16781666665,43430.03352662726,0.0,43430.03352662726,2311.926966666667,4659.598890361554,19829.58182635802,16301.74006880952,0,LP,0.004802499985089526
q0.95,2025-03-26,0.95,6564.963032716932,6739.2791077751335,71993.24350884774,0.0,117704.62780000006,43730.502015053964,0.0,43730.502015053964,3459.3511207451534,9207.219526797482,18827.54487940035,15093.426884761902,0,LP,0.004737299983389676
q0.95,2025-03-27,0.95,6739.2791077751335,6792.649057546298,71233.59759657113,0.0,117952.59836666663,43228.308317107185,0.0,43228.308317107185,1992.9974333333332,6834.356099094657,19164.32478604791,15475.07012190476,0,LP,0.004605900001479313
q0.95,2025-03-28,0.95,6792.649057546298,10800.0,70695.22599664464,0.0,71891.76726666666,42845.55892807747,0.0,42845.55892807747,24484.45456423574,29292.962722960034,13101.642603020278,7005.714660238098,0,LP,0.004822099988814443
q0.95,2025-03-29,0.95,10800.0,10800.0,66054.76105632276,0.0,72118.27746666667,40866.579891120695,0.0,40866.579891120695,28242.851550243962,28482.41540758671,8538.34165873016,6916.056743571427,0,LP,0.004720500000985339
q0.95,2025-03-30,0.95,10800.0,6909.374415280421,64856.34983177837,0.0,117994.70585000007,40067.54607881958,0.0,40067.54607881958,3432.1259190182273,6788.117555659905,14694.998333409752,15404.51167630952,0,LP,0.004804899974260479
q0.95,2025-03-31,0.95,6909.374415280421,6969.93874450529,67970.65620609345,0.0,117075.66561666674,41127.95840549741,0.0,41127.95840549741,2195.9711166666666,5294.454701340391,18285.963202372135,14757.122297619046,0,LP,0.005383099982282147
q0.95,2025-04-01,0.95,6969.93874450529,6650.054108800263,67797.31591047032,0.0,117967.14630000001,40930.37403447923,0.0,40930.37403447923,1322.9585666666667,3036.418253669908,18510.44076632421,15281.353192857137,0,LP,0.005748800002038479
q0.95,2025-04-02,0.95,6650.054108800263,6665.430685224866,68310.34831337888,509.3693826880958,117986.62945,41025.96403526617,2491.914540576953,43517.878575843126,704.3257480952448,3646.586411965023,21155.953774866244,17122.483638859525,5,LP,0.0053783000039402395
q0.95,2025-04-03,0.95,6665.430685224866,6743.419407171958,69615.04210081129,0.0,117884.45609999994,41874.01539211884,0.0,41874.01539211884,2989.9525833333346,6929.919198621394,19797.10632861846,15965.46627642857,0,LP,0.005339499999536201
q0.95,2025-04-04,0.95,6743.419407171958,10800.0,69193.11130473987,0.0,71735.75181666664,41599.23476273183,0.0,41599.23476273183,27668.924795743686,28926.056022023808,13244.240544353323,7076.912307380951,0,LP,0.005009599990444258
q0.95,2025-04-05,0.95,10800.0,10800.0,64034.98423992067,0.0,72602.74256666665,39247.53913757018,0.0,39247.53913757018,22551.797118434744,27798.068949933855,8636.85888536155,6995.855697142858,0,LP,0.005052799999248236
q0.95,2025-04-06,0.95,10800.0,6698.02867230291,64678.178214591535,0.0,117205.4305833333,39621.63712342414,0.0,39621.63712342414,3924.7273721165334,7318.703681775421,14297.079415580545,15272.408521547619,0,LP,0.004941699997289106
q0.95,2025-04-07,0.95,6698.02867230291,6981.552162064815,69109.22073195712,0.0,117015.14203333334,41387.16326421507,0.0,41387.16326421507,3183.5134666666663,8971.342430529103,18191.970582328046,14480.3250309,0,LP,0.005608400009805337
q0.95,2025-04-08,0.95,6981.552162064815,6607.820238703706,68062.6454431746,0.0,117713.29026666663,40705.5038670307,0.0,40705.5038670307,3545.8359,6801.747497213407,19464.353475365955,16102.485046071426,0,LP,0.005861800018465146
q0.95,2025-04-09,0.95,6607.820238703706,6738.168195451058,67670.49628549235,0.0,117677.52253333332,40483.37782930727,0.0,40483.37782930727,1319.5231333333334,3324.2192511684275,19869.10380658583,15976.660922261906,0,LP,0.0050669999909587204
q0.95,2025-04-10,0.95,6738.168195451058,6887.541482744708,67671.98764717914,0.0,117668.7006833333,40467.40523502584,0.0,40467.40523502584,2763.9755333333333,6537.373215673144,19871.394945307173,15961.393947134524,0,LP,0.005379400012316182
q0.95,2025-04-11,0.95,6887.541482744708,10800.0,67106.55917310553,0.0,72091.99674999999,40177.53688856572,0.0,40177.53688856572,28204.2895780291,27546.123482840965,13254.122526521167,7214.626580952378,0,LP,0.00564640000811778
q0.95,2025-04-12,0.95,10800.0,10800.0,62606.549543762514,0.0,71957.17576666665,38248.07492635649,0.0,38248.07492635649,24360.723042203124,27660.86378424603,8209.485091122864,6649.682923809524,0,LP,0.00482699999702163
q0.95,2025-04-13,0.95,10800.0,6832.481183386242,62166.59831677835,0.0,117283.06220000007,37879.47708810722,0.0,37879.47708810722,2902.663383333334,5695.5010848045295,15067.591053997648,15775.515688690477,0,LP,0.0052109000098425895
q0.95,2025-04-14,0.95,6832.481183386242,6721.1442878637545,66514.8376096149,0.0,117901.37268333332,39698.77896109703,0.0,39698.77896109703,3632.820933333333,6850.937659541443,18964.475909002056,15461.428692261903,0,LP,0.006224999990081415
q0.95,2025-04-15,0.95,6721.1442878637545,6755.9684452857155,66609.36609897266,0.0,117056.90516666666,39733.44959462663,0.0,39733.44959462663,4432.275777281013,8611.694714722227,17866.447536612286,14440.48076297619,0,LP,0.007412400009343401
q0.95,2025-04-16,0.95,6755.9684452857155,6701.799267362435,65885.79989579659,0.0,117924.88506666668,39197.20158147421,0.0,39197.20158147421,2486.791300000001,4030.4468051087606,19145.905793783073,15556.935953095235,0,LP,0.006747700012056157
q0.95,2025-04-17,0.95,6701.799267362435,6938.170979842592,65471.850985162055,0.0,117487.04263333339,38912.24305660655,0.0,38912.24305660655,2860.2312999999995,5851.314734993067,19364.35820493092,15472.395604761905,0,LP,0.006236199988052249
q0.95,2025-04-18,0.95,6938.170979842592,10800.0,64899.46508501689,0.0,71490.16935000003,38543.139375733175,0.0,38543.139375733175,25441.91634334143,27249.14199376691,12519.176033860962,6664.886469285714,0,LP,0.007798800012096763
q0.95,2025-04-19,0.95,10800.0,10800.0,60746.21531241477,0.0,71905.41535,36811.70539336078,0.0,36811.70539336078,24910.659565432088,27474.007341136097,8299.311346560848,6722.442190714288,0,LP,0.005216399993514642
q0.95,2025-04-20,0.95,10800.0,7006.69799914947,60447.90340726508,0.0,117197.81635,36613.86925927328,0.0,36613.86925927328,3100.6837692460376,5911.838475629041,15218.989893800705,15741.353614744045,0,LP,0.005342999997083098
q0.95,2025-04-21,0.95,7006.69799914947,6608.795351621695,64377.82384401088,0.0,118481.6378833333,38151.061874861654,0.0,38151.061874861654,5955.251166666667,6883.182798768383,17792.588831671077,14770.10933642857,0,LP,0.005289900000207126
q0.95,2025-04-22,0.95,6608.795351621695,6636.390009021163,64100.10506177099,0.0,117811.00101666666,37954.72058344711,0.0,37954.72058344711,2699.873833333333,5661.522587053203,18741.811226622576,15156.031901904766,0,LP,0.005829100002301857
q0.95,2025-04-23,0.95,6636.390009021163,6809.172124768521,64242.33006725163,0.0,118030.5147666667,37963.33280274234,0.0,37963.33280274234,3009.5155666666656,6175.146532469141,18432.880775139623,14775.129523690477,0,LP,0.005926000012550503
q0.95,2025-04-24,0.95,6809.172124768521,6827.406337195767,63420.53322169167,0.0,117497.77966666665,37515.95531386797,0.0,37515.95531386797,6190.98235,6681.903322426516,18111.21083200324,14653.669982738094,0,LP,0.0047101000091061
q0.95,2025-04-25,0.95,6827.406337195767,10800.0,62441.94265322751,0.0,71763.32119999999,36931.90728897313,0.0,36931.90728897313,29405.52608065844,25080.683920661384,12526.530028336272,6571.15502642857,0,LP,0.005245700012892485
q0.95,2025-04-26,0.95,10800.0,10800.0,57362.03090125809,0.0,72100.92436666666,34693.07526593603,0.0,34693.07526593603,31952.784830041142,23840.620556463844,7886.483586419756,6388.051705,0,LP,0.006418600009055808
q0.95,2025-04-27,0.95,10800.0,6767.500364632274,56314.37925427837,0.0,117032.5225333333,34210.17926686529,0.0,34210.17926686529,4096.067496052328,4488.971031241916,14658.522186746037,15502.652643095238,0,LP,0.004936300014378503
q0.95,2025-04-28,0.95,6767.500364632274,6421.236713678573,60481.843353017335,525.6595938726114,117537.30080000006,35999.03418265704,3615.369773400337,39614.40395605737,0.0,1178.408886168424,18519.810683753683,15312.683939698818,3,LP,0.005463999987114221
q0.95,2025-04-29,0.95,6421.236713678573,6834.387333710321,63487.26970356405,0.0,117252.75871666662,37481.35528472622,0.0,37481.35528472622,5944.688021906228,6400.012189736914,17565.895880135224,13856.540104880953,0,LP,0.006185099977301434
q0.95,2025-04-30,0.95,6834.387333710321,6590.970235276456,61746.85930928131,0.0,117682.88071666668,36717.84482832331,0.0,36717.84482832331,4415.064633333332,6053.588985180778,17054.877084338623,14033.525826904755,0,LP,0.0049075999995693564
baseline,2025-05-01,,5326.283199470901,4845.993316084654,43250.10664541446,11020.036846904764,120364.58391666667,25156.729299622,63186.971719577734,88343.70101919977,590.8684666666661,5.705214285714419,16286.588981128747,13624.39796976191,31,MILP,0.11267260002205148
baseline,2025-05-02,,4845.993316084654,9688.386114021163,44345.127397031174,0.0,74761.02673333335,25862.085756407112,0.0,25862.085756407112,18541.53384303351,4087.8284756025896,16143.639352204591,8718.194357142855,0,MILP,0.10834420000901446
baseline,2025-05-03,,9688.386114021163,9578.880374179897,40450.88324976188,0.0,74894.84928333333,24504.10121702169,0.0,24504.10121702169,22649.982566399172,6531.720414785415,13160.86202333922,10758.853404761907,0,MILP,0.11169020002125762
baseline,2025-05-04,,9578.880374179897,5078.317426984127,41035.72581085713,9131.52455809524,120670.08423333336,24966.21368428812,54908.38562496811,79874.59930925621,0.0,0.0,13068.893095238094,14636.31005961905,30,MILP,0.09914410000783391
baseline,2025-05-05,,5078.317426984127,5150.72261026455,45458.12334647268,12271.074051785714,120612.16386666658,26995.89118063979,70861.35712610658,97857.24830674635,0.0,0.0,13621.189122663141,10967.99852440476,34,MILP,0.10123590001603588
