plan_kwh,load_kwh,pv_kwh,e_start,e_end,charge_kwh,discharge_kwh,pv_load_kwh,grid_load_kwh,pv_charge_kwh,grid_charge_kwh,pv_spill_kwh,paid_grid_spill_kwh,emergency_kwh,slot,price,plan_cost,emergency_cost,total_cost,strategy,date
-0.0,829.6711,307.58645,8169.461611111112,7589.3675555555565,0.0,522.08465,307.58645,-0.0,0.0,0.0,0.0,0.0,0.0,39,0.8601,-0.0,0.0,0.0,operational,2025-05-14
-0.0,813.5273333333332,371.35569999999996,7589.3675555555565,7098.065740740742,0.0,442.17163333333326,371.35569999999996,-0.0,0.0,0.0,0.0,0.0,0.0,40,0.8442,-0.0,0.0,0.0,operational,2025-05-14
-0.0,785.3033333333333,437.80625,7098.065740740742,6711.957870370371,0.0,347.4970833333333,437.80625,-0.0,0.0,0.0,0.0,0.0,0.0,41,0.8334,-0.0,0.0,0.0,operational,2025-05-14
-0.0,759.6720666666666,460.41301666666664,6711.957870370371,6379.4478148148155,0.0,299.25905,460.41301666666664,-0.0,0.0,0.0,0.0,0.0,0.0,42,0.8092,-0.0,0.0,0.0,operational,2025-05-14
-0.0,772.9174833333333,501.2990666666667,6379.4478148148155,6077.649574074075,0.0,271.6184166666666,501.2990666666667,-0.0,0.0,0.0,0.0,0.0,0.0,43,0.7972,-0.0,0.0,0.0,operational,2025-05-14
-0.0,790.6566666666665,576.18125,6077.649574074075,5839.343555555556,0.0,214.47541666666655,576.18125,-0.0,0.0,0.0,0.0,0.0,0.0,44,0.7644,-0.0,0.0,0.0,operational,2025-05-14
-0.0,764.2402666666667,640.4143166666667,5839.343555555556,5701.759166666668,0.0,123.82595000000003,640.4143166666667,-0.0,0.0,0.0,0.0,0.0,0.0,45,0.6899,-0.0,0.0,0.0,operational,2025-05-14
-0.0,879.1817166666666,703.1753333333332,5701.759166666668,5506.196518518519,0.0,176.00638333333336,703.1753333333332,-0.0,0.0,0.0,0.0,0.0,0.0,46,0.86,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1082.0666666666666,763.0749999999999,5506.196518518519,5151.761333333334,0.0,318.9916666666667,763.0749999999999,-0.0,0.0,0.0,0.0,0.0,0.0,47,1.1617,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1114.1012166666665,802.4473166666667,5151.761333333334,4805.479222222223,0.0,311.6538999999998,802.4473166666667,-0.0,0.0,0.0,0.0,0.0,0.0,48,1.1683,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1083.05465,837.5193166666666,4805.479222222223,4532.662185185186,0.0,245.53533333333348,837.5193166666666,-0.0,0.0,0.0,0.0,0.0,0.0,49,1.0956,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1074.7566666666667,885.4125,4532.662185185186,4322.279777777779,0.0,189.34416666666664,885.4125,-0.0,0.0,0.0,0.0,0.0,0.0,50,1.0849,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1065.9599833333332,948.7979999999999,4322.279777777779,4192.099796296297,0.0,117.1619833333333,948.7979999999999,-0.0,0.0,0.0,0.0,0.0,0.0,51,1.061,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1064.1309666666666,1005.5947166666666,4192.099796296297,4127.059518518519,0.0,58.536249999999995,1005.5947166666666,-0.0,0.0,0.0,0.0,0.0,0.0,52,1.043,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1076.3266666666666,1064.9875,4127.059518518519,4114.460444444445,0.0,11.339166666666642,1064.9875,-0.0,0.0,0.0,0.0,0.0,0.0,53,1.036,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1095.9557666666665,1148.2482,4114.460444444445,4161.523634444445,52.29243333333352,0.0,1095.9557666666665,-0.0,52.29243333333352,0.0,0.0,0.0,0.0,54,1.0147,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1100.4656833333333,1180.4151833333333,4161.523634444445,4233.478184444445,79.94949999999994,0.0,1100.4656833333333,-0.0,79.94949999999994,0.0,0.0,0.0,0.0,55,0.9922,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1089.455,1173.2937499999998,4233.478184444445,4308.9330594444455,83.83874999999989,0.0,1089.455,-0.0,83.83874999999989,0.0,0.0,0.0,0.0,56,0.97,-0.0,0.0,0.0,operational,2025-05-14
0.0,1083.92915,1213.75475,4308.9330594444455,4425.776099444445,129.82560000000012,0.0,1083.92915,0.0,129.82560000000012,0.0,0.0,0.0,0.0,57,0.9422,0.0,0.0,0.0,operational,2025-05-14
0.0,1086.0617,1246.8942833333333,4425.776099444445,4570.525424444445,160.83258333333333,0.0,1086.0617,0.0,160.83258333333333,0.0,0.0,0.0,0.0,58,0.9569,0.0,0.0,0.0,operational,2025-05-14
0.0,1086.09,1247.2624999999998,4570.525424444445,4715.580674444445,161.1724999999999,0.0,1086.09,0.0,161.1724999999999,0.0,0.0,0.0,0.0,59,0.9977,0.0,0.0,0.0,operational,2025-05-14
0.0,1075.8029333333334,1245.8707,4715.580674444445,4868.641664444445,170.06776666666656,0.0,1075.8029333333334,0.0,170.06776666666656,0.0,0.0,0.0,0.0,60,0.9919,0.0,0.0,0.0,operational,2025-05-14
0.0,1079.28065,1236.5805833333334,4868.641664444445,5010.211604444446,157.29993333333346,0.0,1079.28065,0.0,157.29993333333346,0.0,0.0,0.0,0.0,61,0.9588,0.0,0.0,0.0,operational,2025-05-14
0.0,1090.4516666666666,1237.05,5010.211604444446,5142.150104444446,146.59833333333336,0.0,1090.4516666666666,0.0,146.59833333333336,0.0,0.0,0.0,0.0,62,0.9549,0.0,0.0,0.0,operational,2025-05-14
0.0,1078.8955333333333,1275.71725,5142.150104444446,5319.289649444446,196.8217166666666,0.0,1078.8955333333333,0.0,196.8217166666666,0.0,0.0,0.0,0.0,63,0.9839,0.0,0.0,0.0,operational,2025-05-14
0.0,1068.8814666666667,1291.8593999999998,5319.289649444446,5519.969789444445,222.9779333333331,0.0,1068.8814666666667,0.0,222.9779333333331,0.0,0.0,0.0,0.0,64,0.799,0.0,0.0,0.0,operational,2025-05-14
0.0,1073.3366666666666,1269.375,5519.969789444445,5696.404289444446,196.0383333333334,0.0,1073.3366666666666,0.0,196.0383333333334,0.0,0.0,0.0,0.0,65,0.5025,0.0,0.0,0.0,operational,2025-05-14
670.3180476190475,1081.0566333333331,1253.7018166666667,5696.404289444446,6446.404289444446,833.3333333333333,0.0,1081.0566333333331,0.0,172.64518333333353,660.6881499999997,0.0,9.629897619047824,0.0,66,0.4662,312.50227379999995,0.0,312.50227379999995,operational,2025-05-14
0.0,1085.8908499999998,1265.9044333333331,6446.404289444446,6608.416514444446,180.01358333333337,0.0,1085.8908499999998,0.0,180.01358333333337,0.0,0.0,0.0,0.0,67,0.5007,0.0,0.0,0.0,operational,2025-05-14
0.0,1079.5866666666666,1288.44375,6608.416514444446,6796.387889444446,208.85708333333332,0.0,1079.5866666666666,0.0,208.85708333333332,0.0,0.0,0.0,0.0,68,0.4827,0.0,0.0,0.0,operational,2025-05-14
0.0,1055.6792999999998,1289.4218166666665,6796.387889444446,7006.756154444446,233.7425166666667,0.0,1055.6792999999998,0.0,233.7425166666667,0.0,0.0,0.0,0.0,69,0.4785,0.0,0.0,0.0,operational,2025-05-14
57.44289834802606,1029.0960499999999,1304.8305166666667,7006.756154444446,7306.61578295767,333.17736501469284,0.0,1029.0960499999999,0.0,275.7344666666668,57.44289834802606,0.0,0.0,0.0,70,0.4662,26.77987920984975,0.0,26.77987920984975,operational,2025-05-14
583.0387619047624,1012.4216666666666,1347.9624999999999,7306.61578295767,8056.61578295767,833.3333333333333,0.0,1012.4216666666666,0.0,335.54083333333324,497.7925,0.0,85.24626190476238,0.0,71,0.4432,258.4027792761907,0.0,258.4027792761907,operational,2025-05-14
607.6540290476187,1006.7377666666666,1388.6018333333334,8056.61578295767,8806.61578295767,833.3333333333333,0.0,1006.7377666666666,0.0,381.86406666666676,451.4692666666665,0.0,156.18476238095218,0.0,72,0.4411,268.0361922129046,0.0,268.0361922129046,operational,2025-05-14
599.6922433333332,998.5972333333334,1385.1302166666667,8806.61578295767,9556.61578295767,833.3333333333333,0.0,998.5972333333334,0.0,386.5329833333333,446.80035,0.0,152.8918933333332,0.0,73,0.4551,272.91993994099994,0.0,272.91993994099994,operational,2025-05-14
566.5484433333331,983.7816666666665,1351.50625,9556.61578295767,10306.61578295767,833.3333333333333,0.0,983.7816666666665,0.0,367.7245833333334,465.6087499999999,0.0,100.93969333333325,0.0,74,0.4463,252.85057025966657,0.0,252.85057025966657,operational,2025-05-14
565.0624195238097,975.2848333333333,1346.5408,10306.61578295767,10800.0,548.2046856025894,0.0,975.2848333333333,0.0,371.2559666666667,176.94871893592267,0.0,388.113700587887,0.0,75,0.4113,232.41017315014292,0.0,232.41017315014292,operational,2025-05-14
0.0,1001.4474166666666,1374.5052833333332,10800.0,10800.0,0.0,0.0,1001.4474166666666,0.0,0.0,0.0,373.05786666666654,0.0,0.0,76,0.5682,0.0,0.0,0.0,operational,2025-05-14
0.0,1039.7483333333332,1379.94375,10800.0,10800.0,0.0,0.0,1039.7483333333332,0.0,0.0,0.0,340.1954166666667,0.0,0.0,77,0.8279,0.0,0.0,0.0,operational,2025-05-14
0.0,1037.4128,1303.0773833333333,10800.0,10800.0,0.0,0.0,1037.4128,0.0,0.0,0.0,265.6645833333332,0.0,0.0,78,0.8636,0.0,0.0,0.0,operational,2025-05-14
0.0,1036.5412,1243.9188833333333,10800.0,10800.0,0.0,0.0,1036.5412,0.0,0.0,0.0,207.37768333333338,0.0,0.0,79,0.8416,0.0,0.0,0.0,operational,2025-05-14
0.0,1050.2549999999999,1235.1374999999998,10800.0,10800.0,0.0,0.0,1050.2549999999999,0.0,0.0,0.0,184.88249999999994,0.0,0.0,80,0.8618,0.0,0.0,0.0,operational,2025-05-14
0.0,1050.1347666666666,1218.4297833333333,10800.0,10800.0,0.0,0.0,1050.1347666666666,0.0,0.0,0.0,168.2950166666667,0.0,0.0,81,0.8623,0.0,0.0,0.0,operational,2025-05-14
0.0,1053.24975,1201.8352,10800.0,10800.0,0.0,0.0,1053.24975,0.0,0.0,0.0,148.58545000000004,0.0,0.0,82,0.9026,0.0,0.0,0.0,operational,2025-05-14
0.0,1053.6566666666665,1190.0124999999998,10800.0,10800.0,0.0,0.0,1053.6566666666665,0.0,0.0,0.0,136.3558333333333,0.0,0.0,83,0.9754,0.0,0.0,0.0,operational,2025-05-14
0.0,1028.5835666666667,1169.3314833333334,10800.0,10800.0,0.0,0.0,1028.5835666666667,0.0,0.0,0.0,140.7479166666667,0.0,0.0,84,1.0002,0.0,0.0,0.0,operational,2025-05-14
0.0,1024.90305,1138.3275666666666,10800.0,10800.0,0.0,0.0,1024.90305,0.0,0.0,0.0,113.4245166666667,0.0,0.0,85,0.9978,0.0,0.0,0.0,operational,2025-05-14
-0.0,1040.8033333333333,1115.1374999999998,10800.0,10800.0,0.0,0.0,1040.8033333333333,-0.0,0.0,0.0,74.33416666666653,0.0,0.0,86,1.0271,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1030.3199666666665,1120.1147999999998,10800.0,10800.0,0.0,0.0,1030.3199666666665,-0.0,0.0,0.0,89.79483333333337,0.0,0.0,87,1.0906,-0.0,0.0,0.0,operational,2025-05-14
-0.0,1034.2524166666667,1118.8983833333332,10800.0,10800.0,0.0,0.0,1034.2524166666667,-0.0,0.0,0.0,84.64596666666648,0.0,0.0,88,0.9376,-0.0,0.0,0.0,operational,2025-05-14
97.51148,1057.9316666666666,1102.6,10800.0,10800.0,0.0,0.0,1057.9316666666666,0.0,0.0,0.0,44.668333333333294,97.51148,0.0,89,0.6694,65.27418471200001,0.0,65.27418471200001,operational,2025-05-14
316.3690907231024,1058.2229333333332,1088.5418333333332,10800.0,10800.0,0.0,0.0,1058.2229333333332,0.0,0.0,0.0,30.318899999999985,316.3690907231024,0.0,90,0.66,208.80359987724756,0.0,208.80359987724756,operational,2025-05-14
170.3309104761903,1031.30015,1043.5657166666665,10800.0,10800.0,0.0,0.0,1031.30015,0.0,0.0,0.0,12.265566666666473,170.3309104761903,0.0,91,0.7217,122.92781809066653,0.0,122.92781809066653,operational,2025-05-14
204.58265333333316,1020.4666666666667,966.9937499999999,10800.0,10800.0,0.0,0.0,966.9937499999999,53.47291666666683,0.0,0.0,0.0,151.10973666666632,0.0,92,0.7308,149.50900305599987,0.0,149.50900305599987,operational,2025-05-14
253.5968247619046,1070.0221833333333,897.8174666666666,10800.0,10800.0,0.0,0.0,897.8174666666666,172.20471666666663,0.0,0.0,0.0,81.39210809523797,0.0,93,0.7534,191.05984777561892,0.0,191.05984777561892,operational,2025-05-14
304.7219438095236,1087.0535333333332,850.6100166666666,10800.0,10800.0,0.0,0.0,850.6100166666666,236.4435166666666,0.0,0.0,0.0,68.27842714285703,0.0,94,0.7823,238.38397664219033,0.0,238.38397664219033,operational,2025-05-14
349.3550342857143,1068.3083333333334,811.375,10800.0,10800.0,0.0,0.0,811.375,256.9333333333334,0.0,0.0,0.0,92.42170095238089,0.0,95,0.8055,281.4054801171429,0.0,281.4054801171429,operational,2025-05-14
391.74918238095233,1094.5392833333333,754.1003333333333,10800.0,10800.0,0.0,0.0,754.1003333333333,340.43895,0.0,0.0,0.0,51.31023238095236,0.0,96,0.8271,324.01574874728567,0.0,324.01574874728567,operational,2025-05-14
436.28393476190456,1089.8363333333332,692.03575,10800.0,10800.0,0.0,0.0,692.03575,397.8005833333332,0.0,0.0,0.0,38.48335142857138,0.0,97,0.8519,371.6702840236665,0.0,371.6702840236665,operational,2025-05-14
490.52880619047596,1046.6149999999998,636.33125,10800.0,10800.0,0.0,0.0,636.33125,410.2837499999998,0.0,0.0,0.0,80.24505619047613,0.0,98,0.8791,431.2238735220474,0.0,431.2238735220474,operational,2025-05-14
557.3573252380951,1036.5512666666666,583.9500666666667,10800.0,10800.0,0.0,0.0,583.9500666666667,452.60119999999995,0.0,0.0,0.0,104.75612523809514,0.0,99,0.9024,502.959250294857,0.0,502.959250294857,operational,2025-05-14
594.8809299999998,1017.2935333333332,524.1684166666666,10800.0,10800.0,0.0,0.0,524.1684166666666,493.1251166666666,0.0,0.0,0.0,101.75581333333321,0.0,100,0.9163,545.0893961589999,0.0,545.0893961589999,operational,2025-05-14
617.498687142857,1016.03,454.34375,10800.0,10800.0,0.0,0.0,454.34375,561.68625,0.0,0.0,0.0,55.81243714285699,0.0,101,0.9264,572.0507837691426,0.0,572.0507837691426,operational,2025-05-14
691.1639500000001,1101.8154333333332,383.7053833333333,10800.0,10770.059888888889,0.0,26.946099999999774,383.7053833333333,691.1639500000001,0.0,0.0,0.0,0.0,0.0,102,0.9462,653.9793294900002,0.0,653.9793294900002,operational,2025-05-14
739.6341047619046,1123.5917833333333,328.70074999999997,10770.059888888889,10708.663301587301,0.0,55.256928571428716,328.70074999999997,739.6341047619046,0.0,0.0,0.0,0.0,0.0,103,0.9742,720.5515448590475,0.0,720.5515448590475,operational,2025-05-14
781.1593095238095,1087.8533333333332,289.45624999999995,10708.663301587301,10689.51021957672,0.0,17.237773809523787,289.45624999999995,781.1593095238095,0.0,0.0,0.0,0.0,0.0,104,0.9862,770.3793110523809,0.0,770.3793110523809,operational,2025-05-14
858.4073476190475,1120.8744,251.07448333333332,10689.51021957672,10676.851809523809,0.0,11.392569047619077,251.07448333333332,858.4073476190475,0.0,0.0,0.0,0.0,0.0,105,0.976,837.8055712761903,0.0,837.8055712761903,operational,2025-05-14
821.8402476190477,990.5161333333333,210.65986666666666,10676.851809523809,10714.637392380951,41.98398095238099,0.0,210.65986666666666,779.8562666666667,0.0,41.98398095238099,0.0,0.0,0.0,106,1.0742,882.820793992381,0.0,882.820793992381,operational,2025-05-14
713.8795476190475,762.87,169.17499999999998,10714.637392380951,10800.0,94.84734179894278,0.0,169.17499999999998,593.695,0.0,94.84734179894278,0.0,25.33720582010463,0.0,107,1.2313,878.9998869833332,0.0,878.9998869833332,operational,2025-05-14
661.7693766666665,761.8240166666666,128.09881666666666,10800.0,10800.0,0.0,0.0,128.09881666666666,633.7251999999999,0.0,0.0,0.0,28.044176666666658,0.0,108,1.2561,831.2485140309998,0.0,831.2485140309998,operational,2025-05-14
715.9733219047617,792.2240499999999,88.30248333333333,10800.0,10800.0,0.0,0.0,88.30248333333333,703.9215666666666,0.0,0.0,0.0,12.051755238095097,0.0,109,1.2447,891.1719937748569,0.0,891.1719937748569,operational,2025-05-14
742.3918933333332,763.71,49.725,10800.0,10800.0,0.0,0.0,49.725,713.985,0.0,0.0,0.0,28.406893333333187,0.0,110,1.2545,931.3306301866664,0.0,931.3306301866664,operational,2025-05-14
787.917736190476,782.39795,14.900749999999999,10800.0,10800.0,0.0,0.0,14.900749999999999,767.4972,0.0,0.0,0.0,20.420536190476014,0.0,111,1.2522,986.6305892577141,0.0,986.6305892577141,operational,2025-05-14
802.9648480952379,789.0410833333333,0.0,10800.0,10800.0,0.0,0.0,0.0,789.0410833333333,0.0,0.0,0.0,13.923764761904636,0.0,112,1.2881,1034.299020831476,0.0,1034.299020831476,operational,2025-05-14
-0.0,773.73,0.0,10800.0,9940.3,0.0,773.73,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,113,1.3466,-0.0,0.0,0.0,operational,2025-05-14
-0.0,788.8221833333333,0.38848333333333335,9940.3,9064.262555555555,0.0,788.4337,0.38848333333333335,-0.0,0.0,0.0,0.0,0.0,0.0,114,1.3523,-0.0,0.0,0.0,operational,2025-05-14
-0.0,767.3699333333334,0.0,9064.262555555555,8211.629296296296,0.0,767.3699333333334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,115,1.3445,-0.0,0.0,0.0,operational,2025-05-14
-0.0,721.66,0.0,8211.629296296296,7409.784851851851,0.0,721.66,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,116,1.3483,-0.0,0.0,0.0,operational,2025-05-14
-0.0,742.7936166666666,0.027899999999999998,7409.784851851851,6584.48961111111,0.0,742.7657166666665,0.027899999999999998,-0.0,0.0,0.0,0.0,0.0,0.0,117,1.349,-0.0,0.0,0.0,operational,2025-05-14
-0.0,797.0024333333333,0.0,6584.48961111111,5698.931351851851,0.0,797.0024333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,118,1.3473,-0.0,0.0,0.0,operational,2025-05-14
-0.0,823.0083333333333,0.0,5698.931351851851,4784.477648148148,0.0,823.0083333333333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,119,1.3482,-0.0,0.0,0.0,operational,2025-05-14
-0.0,791.3174166666665,0.002,4784.477648148148,3905.2382962962956,0.0,791.3154166666666,0.002,-0.0,0.0,0.0,0.0,0.0,0.0,120,1.3513,-0.0,0.0,0.0,operational,2025-05-14
293.33529619047545,776.41,0.0,3905.2382962962956,3368.488625396824,0.0,483.0747038095245,0.0,293.33529619047545,0.0,0.0,0.0,0.0,0.0,121,1.34,393.06929689523713,0.0,393.06929689523713,operational,2025-05-14
-0.0,799.2283333333332,0.0,3368.488625396824,2480.4571439153424,0.0,799.2283333333332,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,122,1.3489,-0.0,0.0,0.0,operational,2025-05-14
-0.0,809.5740999999999,0.0,2480.4571439153424,1580.9303661375648,0.0,809.5740999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,123,1.3952,-0.0,0.0,0.0,operational,2025-05-14
817.0211585714285,792.09345,0.0,1580.9303661375648,1603.3653038518505,24.927708571428525,0.0,0.0,792.09345,0.0,24.927708571428525,0.0,0.0,0.0,124,1.2226,998.8900684694283,0.0,998.8900684694283,operational,2025-05-14
830.7904538095238,775.0666666666666,0.0,1603.3653038518505,1653.5167122804219,55.72378714285719,0.0,0.0,775.0666666666666,0.0,55.72378714285719,0.0,0.0,0.0,125,0.9332,775.2936514950476,0.0,775.2936514950476,operational,2025-05-14
820.9555019047618,797.70295,0.0,1653.5167122804219,1674.4440089947075,23.252551904761845,0.0,0.0,797.70295,0.0,23.252551904761845,0.0,0.0,0.0,126,0.9068,744.4424491272381,0.0,744.4424491272381,operational,2025-05-14
809.3163876190478,809.6562999999999,0.0,1674.4440089947075,1674.0663285714274,0.0,0.3399123809521143,0.0,809.3163876190478,0.0,0.0,0.0,0.0,0.0,127,0.9371,758.4103868378097,0.0,758.4103868378097,operational,2025-05-14
816.1053590476191,804.4333333333334,0.0,1674.0663285714274,1684.5711517142845,11.672025714285724,0.0,0.0,804.4333333333334,0.0,11.672025714285724,0.0,0.0,0.0,128,0.9371,764.7723319635239,0.0,764.7723319635239,operational,2025-05-14
829.529320952381,809.87335,0.0,1684.5711517142845,1702.2615255714275,19.65597095238104,0.0,0.0,809.87335,0.0,19.65597095238104,0.0,0.0,0.0,129,0.9871,818.8283927120953,0.0,818.8283927120953,operational,2025-05-14
766.9553423809524,731.9908833333334,0.0,1702.2615255714275,1733.7295387142847,34.964459047619016,0.0,0.0,731.9908833333334,0.0,34.964459047619016,0.0,0.0,0.0,130,0.7764,595.4641278245714,0.0,595.4641278245714,operational,2025-05-14
1491.145359047619,611.835,0.0,1733.7295387142847,2483.729538714285,833.3333333333333,0.0,0.0,611.835,0.0,833.3333333333333,0.0,45.97702571428567,0.0,131,0.4209,627.6230816231429,0.0,627.6230816231429,operational,2025-05-14
1424.142347142857,595.65885,0.0,2483.729538714285,3229.364686142856,828.483497142857,0.0,0.0,595.65885,0.0,828.483497142857,0.0,0.0,0.0,132,0.3859,549.5765317624285,0.0,549.5765317624285,operational,2025-05-14
609.9681138095237,591.42445,0.0,3229.364686142856,3246.0539835714276,18.543663809523764,0.0,0.0,591.42445,0.0,18.543663809523764,0.0,0.0,0.0,133,0.4368,266.43407211199997,0.0,266.43407211199997,operational,2025-05-14
1459.1340066666664,577.2783333333333,0.0,3246.0539835714276,3996.0539835714276,833.3333333333333,0.0,0.0,577.2783333333333,0.0,833.3333333333333,0.0,48.52233999999987,0.0,134,0.4198,612.5444559986665,0.0,612.5444559986665,operational,2025-05-14
1441.7301233333333,620.1143,0.0,3996.0539835714276,4735.5082245714275,821.6158233333333,0.0,0.0,620.1143,0.0,821.6158233333333,0.0,0.0,0.0,135,0.4186,603.5082296273333,0.0,603.5082296273333,operational,2025-05-14
605.4116399999999,621.8810333333333,0.0,4735.5082245714275,4717.208898645502,0.0,16.469393333333414,0.0,605.4116399999999,0.0,0.0,0.0,0.0,0.0,136,0.4241,256.75507652399995,0.0,256.75507652399995,operational,2025-05-14
1456.4392447619045,587.4833333333333,0.0,4717.208898645502,5467.208898645502,833.3333333333333,0.0,0.0,587.4833333333333,0.0,833.3333333333333,0.0,35.62257809523794,0.0,137,0.4237,617.093308005619,0.0,617.093308005619,operational,2025-05-14
620.3509185714286,615.2366833333333,0.0,5467.208898645502,5471.811710359788,5.114235238095262,0.0,0.0,615.2366833333333,0.0,5.114235238095262,0.0,0.0,0.0,138,0.4248,263.5250702091429,0.0,263.5250702091429,operational,2025-05-14
612.8941304761904,601.76235,0.0,5471.811710359788,5481.830312788359,11.131780476190443,0.0,0.0,601.76235,0.0,11.131780476190443,0.0,0.0,0.0,139,0.424,259.8671113219047,0.0,259.8671113219047,operational,2025-05-14
1439.608878095238,555.8266666666666,0.0,5481.830312788359,6231.830312788359,833.3333333333333,0.0,0.0,555.8266666666666,0.0,833.3333333333333,0.0,50.448878095238115,0.0,140,0.422,607.5149465561904,0.0,607.5149465561904,operational,2025-05-14
925.3768280952379,595.9653833333333,0.0,6231.830312788359,6528.300613074073,329.4114447619046,0.0,0.0,595.9653833333333,0.0,329.4114447619046,0.0,0.0,0.0,141,0.424,392.3597751123809,0.0,392.3597751123809,operational,2025-05-14
592.2569042857142,627.5822499999999,0.0,6528.300613074073,6489.050228947089,0.0,35.32534571428573,0.0,592.2569042857142,0.0,0.0,0.0,0.0,0.0,142,0.4271,252.9529238204285,0.0,252.9529238204285,operational,2025-05-14
600.9731638095237,602.6016666666667,0.0,6489.050228947089,6487.240781328041,0.0,1.628502857142962,0.0,600.9731638095237,0.0,0.0,0.0,0.0,0.0,143,0.4276,256.9761248449523,0.0,256.9761248449523,operational,2025-05-14
1423.0585057142857,571.07375,0.0,6487.240781328041,7237.240781328041,833.3333333333333,0.0,0.0,571.07375,0.0,833.3333333333333,0.0,18.651422380952454,0.0,0,0.4248,604.5152532274286,0.0,604.5152532274286,operational,2025-05-15
1419.356931904762,567.3467833333333,0.0,7237.240781328041,7987.240781328041,833.3333333333333,0.0,0.0,567.3467833333333,0.0,833.3333333333333,0.0,18.6768152380954,0.0,1,0.4245,602.5170175935714,0.0,602.5170175935714,operational,2025-05-15
1429.9792438095237,580.3816666666667,0.0,7987.240781328041,8737.24078132804,833.3333333333333,0.0,0.0,580.3816666666667,0.0,833.3333333333333,0.0,16.264243809523805,0.0,2,0.4269,610.4581391822857,0.0,610.4581391822857,operational,2025-05-15
1227.4190145561452,573.56,0.0,8737.24078132804,9325.71389442857,653.8590145561452,0.0,0.0,573.56,0.0,653.8590145561452,0.0,0.0,0.0,3,0.4272,524.3534030183853,0.0,524.3534030183853,operational,2025-05-15
1440.4836295238094,568.0277333333333,0.0,9325.71389442857,10075.71389442857,833.3333333333333,0.0,0.0,568.0277333333333,0.0,833.3333333333333,0.0,39.12256285714284,0.0,4,0.4271,615.230558169619,0.0,615.230558169619,operational,2025-05-15
611.1730533333332,570.2449999999999,0.0,10075.71389442857,10112.54914242857,40.92805333333331,0.0,0.0,570.2449999999999,0.0,40.92805333333331,0.0,0.0,0.0,5,0.4285,261.8876533533333,0.0,261.8876533533333,operational,2025-05-15
598.1844952380952,565.0678333333333,0.0,10112.54914242857,10142.354138142857,33.11666190476194,0.0,0.0,565.0678333333333,0.0,33.11666190476194,0.0,0.0,0.0,6,0.4311,257.8773358971428,0.0,257.8773358971428,operational,2025-05-15
591.9860904761905,568.0059833333332,0.0,10142.354138142857,10163.936234571429,23.980107142857264,0.0,0.0,568.0059833333332,0.0,23.980107142857264,0.0,0.0,0.0,7,0.4302,254.67241612285716,0.0,254.67241612285716,operational,2025-05-15
591.921692857143,575.01,0.0,10163.936234571429,10179.156758142857,16.911692857142953,0.0,0.0,575.01,0.0,16.911692857142953,0.0,0.0,0.0,8,0.4279,253.28329237357147,0.0,253.28329237357147,operational,2025-05-15
598.680230952381,570.1063999999999,0.0,10179.156758142857,10204.873206,28.57383095238106,0.0,0.0,570.1063999999999,0.0,28.57383095238106,0.0,0.0,0.0,9,0.4312,258.15091558666666,0.0,258.15091558666666,operational,2025-05-15
605.6154595238096,596.3286666666667,0.0,10204.873206,10213.231319571429,9.286792857142927,0.0,0.0,596.3286666666667,0.0,9.286792857142927,0.0,0.0,0.0,10,0.4333,262.4131786116667,0.0,262.4131786116667,operational,2025-05-15
603.4847880952382,632.4233333333333,0.0,10213.231319571429,10181.07738041799,0.0,28.938545238095116,0.0,603.4847880952382,0.0,0.0,0.0,0.0,0.0,11,0.4311,260.16229214785716,0.0,260.16229214785716,operational,2025-05-15
592.2114585714286,608.94065,0.0,10181.07738041799,10162.4893899418,0.0,16.729191428571426,0.0,592.2114585714286,0.0,0.0,0.0,0.0,0.0,12,0.4293,254.2363791647143,0.0,254.2363791647143,operational,2025-05-15
594.9946109523809,579.1096666666666,0.0,10162.4893899418,10176.785839798944,15.884944285714255,0.0,0.0,579.1096666666666,0.0,15.884944285714255,0.0,0.0,0.0,13,0.4324,257.2756697758095,0.0,257.2756697758095,operational,2025-05-15
612.9671347619047,584.4449999999999,0.0,10176.785839798944,10202.455761084659,28.522134761904795,0.0,0.0,584.4449999999999,0.0,28.522134761904795,0.0,0.0,0.0,14,0.4367,267.6827477505238,0.0,267.6827477505238,operational,2025-05-15
