strategy,period,date,issue_hour,plan_version,chosen_source,candidate_count,chosen_score,increase_kwh,decrease_kwh,adjustment_cost,decision_adjustment_cost,changed,solver
rolling_margin_mean14,development,2025-03-24,6,1,margin,2,33576.00477547868,1159.500184743481,3111.1899732222255,1388.5591430093368,1310.111411185772,1,LP
rolling_margin_mean14,development,2025-03-24,12,2,margin,2,27490.7904408296,38.04335617555523,2123.2726606282595,600.4997732460068,542.6799005072577,1,LP
rolling_margin_mean14,development,2025-03-24,18,3,keep_previous,2,19111.37091865209,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-25,0,0,margin,1,44390.063202009565,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-25,6,1,margin,2,34395.70129413485,5.404918000001089,10912.277640303162,3644.838954992636,3343.4406528779214,1,LP
rolling_margin_mean14,development,2025-03-25,12,2,margin,2,25901.625563160753,759.5256243484173,162.5303499972481,357.5689680716667,323.4034764452595,1,LP
rolling_margin_mean14,development,2025-03-25,18,3,keep_previous,2,18950.96076895034,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-26,0,0,margin,1,38090.95481221585,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-26,6,1,margin,2,32138.925154174343,761.568220111106,723.0241954924553,556.9414046923337,528.7337218180289,1,LP
rolling_margin_mean14,development,2025-03-26,12,2,margin,2,27298.857847485848,6.821210263296962e-13,3948.695377721541,1123.146521139631,1058.9760966234307,1,MILP
rolling_margin_mean14,development,2025-03-26,18,3,keep_previous,2,19078.05229620973,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-27,0,0,margin,1,40261.614199783544,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-27,6,1,margin,2,34038.33933921373,1087.5245730000042,2791.2900538888907,1447.6711879035465,1375.7959654751726,1,LP
rolling_margin_mean14,development,2025-03-27,12,2,margin,2,27356.556319102598,0.0,3579.655960496575,1202.3517500821097,1145.9271071919547,1,LP
rolling_margin_mean14,development,2025-03-27,18,3,keep_previous,2,19015.431923102682,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-28,0,0,margin,1,14881.413736241497,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-03-28,6,1,margin,2,9494.151960231391,5.471179065352771e-13,18.79573453498159,6.532060102431815,9.022911482800575,1,MILP
rolling_margin_mean14,development,2025-03-28,12,2,margin,2,13717.097472861553,0.0,48.5533646598073,15.972696445898608,21.84930093071471,1,LP
rolling_margin_mean14,development,2025-03-28,18,3,keep_previous,2,11408.787357234485,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-29,0,0,margin,1,14168.968809406611,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-03-29,6,1,margin,2,9285.322591546597,593.738823111111,4.547473508864641e-13,194.8711915132002,259.890745275724,1,MILP
rolling_margin_mean14,development,2025-03-29,12,2,margin,2,13891.424643708382,0.0,155.96920516323405,52.26199116350639,71.24009927587382,1,LP
rolling_margin_mean14,development,2025-03-29,18,3,keep_previous,2,11551.983735384494,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-30,0,0,margin,1,38515.08174927285,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-30,6,1,margin,2,30304.65677643067,7.141886888889303,6332.363174750735,1720.2381457890683,1585.804716466272,1,LP
rolling_margin_mean14,development,2025-03-30,12,2,margin,2,24555.90697524136,0.0,1941.1333720644648,590.4579237764018,546.6682379340807,1,LP
rolling_margin_mean14,development,2025-03-30,18,3,margin,2,19114.118522853816,335.80338454221936,0.0,221.0477333000972,205.3711256626794,1,LP
rolling_margin_mean14,development,2025-03-31,0,0,margin,1,34040.1563769629,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-03-31,6,1,margin,2,34694.38357557107,9118.800078481316,0.0,2859.529903294302,2479.7080751140247,1,LP
rolling_margin_mean14,development,2025-03-31,12,2,margin,2,28105.66113626703,0.0,6161.913316651577,2137.648986136257,1804.6691462673793,1,LP
rolling_margin_mean14,development,2025-03-31,18,3,margin,2,18848.24370647689,103.1780016622152,0.0,64.82673844436981,63.18805068225598,1,LP
rolling_margin_mean14,development,2025-04-01,0,0,margin,1,40540.20673564462,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-01,6,1,margin,2,33957.3267346567,1108.2152220604826,3168.170903705215,1451.2042910316395,1234.3800209707547,1,LP
rolling_margin_mean14,development,2025-04-01,12,2,margin,2,27779.80076656343,0.0,4779.952810207253,1514.854778363258,1211.8200835840503,1,LP
rolling_margin_mean14,development,2025-04-01,18,3,margin,2,18718.84031356876,28.978773222222344,0.0,17.547156174183403,17.734334365910396,1,LP
rolling_margin_mean14,development,2025-04-02,0,0,margin,1,38886.73623872666,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-02,6,1,margin,2,33982.40089957761,1814.9421986680354,178.9571426666646,719.6645595530979,669.4653478104888,1,LP
rolling_margin_mean14,development,2025-04-02,12,2,margin,2,26322.617874491836,0.0,4210.3459422098695,1253.0322354065704,1070.2886977249964,1,LP
rolling_margin_mean14,development,2025-04-02,18,3,margin,2,18683.746284673,4.646803666666756,0.0,2.939765317661161,2.8357298483484676,1,LP
rolling_margin_mean14,development,2025-04-03,0,0,margin,1,40238.805369593036,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-03,6,1,margin,2,31728.61907572315,0.0,5698.395637310173,1930.7536507478717,1807.0255019064289,1,LP
rolling_margin_mean14,development,2025-04-03,12,2,margin,2,26101.386333795024,67.19900334111227,2131.343046181069,486.7683255537136,449.1201278433015,1,MILP
rolling_margin_mean14,development,2025-04-03,18,3,keep_previous,2,18727.096585561267,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-04,0,0,margin,1,13683.053368634099,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-04,6,1,margin,2,7754.711688778607,8.526512829121202e-13,299.47196555555433,98.91051157377763,132.7354573133831,1,MILP
rolling_margin_mean14,development,2025-04-04,12,2,margin,2,13250.547087786363,342.0325965555514,1.4779288903810084e-12,111.95406847167142,151.1337269124318,1,LP
rolling_margin_mean14,development,2025-04-04,18,3,keep_previous,2,11357.747035437562,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-05,0,0,margin,1,13422.655126052216,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-05,6,1,margin,2,7708.556191033393,282.9047332000024,3.979039320256561e-13,80.49104693831644,109.5919730329596,1,MILP
rolling_margin_mean14,development,2025-04-05,12,2,margin,2,13160.732744681789,0.0,41.514800000002964,13.274723358767302,17.772092362116993,1,LP
rolling_margin_mean14,development,2025-04-05,18,3,margin,2,11591.291989982437,77.7943605555543,0.0,39.3600567230827,43.84517944611239,1,LP
rolling_margin_mean14,development,2025-04-06,0,0,margin,1,36761.20577568233,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-06,6,1,margin,2,29393.3245639968,334.39049077777986,5062.655477071878,1473.848846133267,1308.647486753513,1,LP
rolling_margin_mean14,development,2025-04-06,12,2,margin,2,25263.405531503588,419.1559276853507,965.7936392880617,380.39162218392966,345.0228037031229,1,LP
rolling_margin_mean14,development,2025-04-06,18,3,keep_previous,2,18751.852787040567,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-07,0,0,margin,1,32887.69898905651,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-07,6,1,margin,2,29397.2851167726,3522.7402458161473,0.0,1228.1468422277517,1094.1265647422608,1,LP
rolling_margin_mean14,development,2025-04-07,12,2,margin,2,25800.496008906164,0.0,2792.5383713703386,844.5212834335297,747.3373461593867,1,LP
rolling_margin_mean14,development,2025-04-07,18,3,margin,2,18703.26204831388,0.2783185433352173,0.0,0.17759468924218114,0.16978052877927083,1,LP
rolling_margin_mean14,development,2025-04-08,0,0,margin,1,38088.53778473398,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-08,6,1,margin,2,30415.197546007654,310.064046333334,4993.914508119334,1552.298541340981,1462.9190246657497,1,LP
rolling_margin_mean14,development,2025-04-08,12,2,margin,2,24631.00619230564,0.0,2678.01266359808,765.3755644081257,694.2505236415416,1,LP
rolling_margin_mean14,development,2025-04-08,18,3,margin,2,18715.75267111484,3.4127416666664203,0.0,2.18682671777762,2.079056354910564,1,LP
rolling_margin_mean14,development,2025-04-09,0,0,margin,1,36719.32276013538,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-09,6,1,margin,2,31566.599502188146,2432.728097899868,71.71223622222215,710.0198773847243,550.5392454498192,1,LP
rolling_margin_mean14,development,2025-04-09,12,2,margin,2,26419.190597603076,6.752004000000511,2498.287816844992,872.8300320164122,738.563631150983,1,LP
rolling_margin_mean14,development,2025-04-09,18,3,keep_previous,2,18740.52790138151,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-10,0,0,margin,1,36548.96563723802,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-10,6,1,margin,2,30751.49099582349,1637.3957495596671,0.0,352.780782335871,323.4920106048876,1,LP
rolling_margin_mean14,development,2025-04-10,12,2,margin,2,25748.222875987587,2.2737367544323206e-13,4645.528160637861,1428.0923335273428,1292.8636298924412,1,MILP
rolling_margin_mean14,development,2025-04-10,18,3,margin,2,18851.385641063443,101.7293410944394,2.2737367544323206e-13,68.01757534748039,62.00524675627296,1,LP
rolling_margin_mean14,development,2025-04-11,0,0,margin,1,12728.428970538074,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-11,6,1,margin,2,7309.738204687775,635.4986020177786,2.8421709430404007e-13,199.8646245372037,265.1228915768735,1,MILP
rolling_margin_mean14,development,2025-04-11,12,2,margin,2,12627.26453713816,0.0,404.26612488888884,128.51148874341135,176.87346848205414,1,LP
rolling_margin_mean14,development,2025-04-11,18,3,margin,2,11400.603581602765,127.35409462667036,0.0,54.59932354787107,64.2222044883942,1,LP
rolling_margin_mean14,development,2025-04-12,0,0,margin,1,13914.384412522331,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-12,6,1,margin,2,7666.277970937072,1.1368683772161603e-13,894.7974847777757,268.06303200223823,371.10771774271655,1,MILP
rolling_margin_mean14,development,2025-04-12,12,2,margin,2,12964.424221826626,148.02775800000066,5.684341886080801e-13,50.60957965103391,67.28811104024314,1,LP
rolling_margin_mean14,development,2025-04-12,18,3,margin,2,11542.116022235015,28.83033433333236,0.0,14.020191586299527,16.26555980346731,1,LP
rolling_margin_mean14,development,2025-04-13,0,0,margin,1,34499.08923098821,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-13,6,1,margin,2,27252.21116658184,0.0,1363.0367700192023,495.65261182292113,432.9396859025584,1,LP
rolling_margin_mean14,development,2025-04-13,12,2,margin,2,24091.344947682046,622.5271212307805,1001.3803249464983,505.13910170083983,456.79316018061877,1,LP
rolling_margin_mean14,development,2025-04-13,18,3,keep_previous,2,18643.643205205204,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-14,0,0,margin,1,36776.78828833151,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-14,6,1,margin,2,27455.34928908645,0.0,8532.636251589722,2674.9971319083234,2485.7625725192506,1,LP
rolling_margin_mean14,development,2025-04-14,12,2,margin,2,21861.109433009722,22.06672548555837,165.61108425925158,47.091901729441176,37.366939691793185,1,LP
rolling_margin_mean14,development,2025-04-14,18,3,margin,2,18934.09103762255,419.4223688966663,0.0,254.90620241549263,256.02673682809836,1,LP
rolling_margin_mean14,development,2025-04-15,0,0,margin,1,31696.86105395953,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-15,6,1,margin,2,28138.56230276399,3658.90996493141,0.0,1167.4063649883083,1104.378169187059,1,LP
rolling_margin_mean14,development,2025-04-15,12,2,margin,2,25394.51665279034,2.2737367544323206e-13,3745.5237682976685,1004.9417504565217,939.9301134596379,1,MILP
rolling_margin_mean14,development,2025-04-15,18,3,margin,2,18711.93691135159,101.14214278888585,2.2737367544323206e-13,64.61249545473932,61.58642261041163,1,LP
rolling_margin_mean14,development,2025-04-16,0,0,margin,1,34790.13117254994,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-16,6,1,margin,2,30448.282212271857,2525.755697115221,900.9673936515786,1254.9687234860944,1078.014183616599,1,LP
rolling_margin_mean14,development,2025-04-16,12,2,margin,2,25258.44815283322,0.0,3425.2384369588385,1071.3025777213518,870.2416085026475,1,LP
rolling_margin_mean14,development,2025-04-16,18,3,keep_previous,2,18686.788300600514,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-17,0,0,margin,1,32648.46824786119,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-17,6,1,margin,2,28636.12383307122,5048.258152117771,0.0,1191.6922151036056,1037.4868710203286,1,LP
rolling_margin_mean14,development,2025-04-17,12,2,margin,2,24838.707973143708,3.410605131648481e-13,3003.543337968903,734.7526994412178,694.9785314513733,1,MILP
rolling_margin_mean14,development,2025-04-17,18,3,margin,2,18762.031175177915,7.946667666665519,3.410605131648481e-13,5.018124623466166,4.831206702530067,1,LP
rolling_margin_mean14,development,2025-04-18,0,0,margin,1,12920.248072254819,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-18,6,1,margin,2,6643.232954541127,3.410605131648481e-13,212.58632233333515,70.45301853126722,93.3075456280477,1,MILP
rolling_margin_mean14,development,2025-04-18,12,2,margin,2,12508.799337250959,203.7839195555588,4.547473508864641e-13,65.4133600387125,88.61933174681445,1,LP
rolling_margin_mean14,development,2025-04-18,18,3,keep_previous,2,11316.439556389782,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-19,0,0,margin,1,12700.777835676081,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-19,6,1,keep_previous,2,6673.064541848508,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-19,12,2,margin,2,12917.075816584,647.6038206666644,4.547473508864641e-13,198.25820375286065,274.08997566193784,1,LP
rolling_margin_mean14,development,2025-04-19,18,3,keep_previous,2,11450.408537232648,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-20,0,0,margin,1,32993.617622392034,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-20,6,1,margin,2,26224.024055721944,541.7090467478074,167.27263088888935,163.586373763743,135.30871313057935,1,LP
rolling_margin_mean14,development,2025-04-20,12,2,margin,2,24005.09148409454,395.4423540611105,1126.0616735637866,422.0662342672311,352.27150428892173,1,LP
rolling_margin_mean14,development,2025-04-20,18,3,margin,2,18577.27367258801,0.5057811355571857,0.0,0.313433023755447,0.30789072316495336,1,LP
rolling_margin_mean14,development,2025-04-21,0,0,margin,1,34633.35378590749,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-21,6,1,margin,2,25518.907815891173,5.684341886080801e-13,8250.07978123457,2114.1600014123655,2043.0564573757351,1,MILP
rolling_margin_mean14,development,2025-04-21,12,2,margin,2,22184.303026591446,516.8918251111144,1.1368683772161603e-13,199.16289548802393,189.34749775467824,1,MILP
rolling_margin_mean14,development,2025-04-21,18,3,margin,2,18402.000928195517,0.0,6.388811333331745,4.001588348565667,3.8755085993617335,1,LP
rolling_margin_mean14,development,2025-04-22,0,0,margin,1,31205.920981362804,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-22,6,1,margin,2,28179.578140415833,5338.598553119333,0.0,1527.538519388143,1300.3168531612482,1,LP
rolling_margin_mean14,development,2025-04-22,12,2,margin,2,24299.565455352735,1.1368683772161603e-13,3488.775440351171,930.383726115751,784.6477958258836,1,MILP
rolling_margin_mean14,development,2025-04-22,18,3,keep_previous,2,18597.71080307799,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-23,0,0,margin,1,30404.91802070352,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-23,6,1,margin,2,25884.797651359004,4258.975119745548,0.0,1156.7824275084906,964.1754020222501,1,LP
rolling_margin_mean14,development,2025-04-23,12,2,margin,2,23345.90546025502,0.0,1171.049130293544,274.3589359174101,233.4026296516466,1,LP
rolling_margin_mean14,development,2025-04-23,18,3,keep_previous,2,18555.663891256143,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-24,0,0,margin,1,31592.327917447277,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-24,6,1,margin,2,24142.406114793757,65.74109772555636,2058.48609211111,472.0009092894556,412.60140744854607,1,MILP
rolling_margin_mean14,development,2025-04-24,12,2,margin,2,22946.02359103596,690.8831840522223,0.0,296.25540358290505,272.9322659967031,1,MILP
rolling_margin_mean14,development,2025-04-24,18,3,margin,2,18606.849868836354,0.0,47.53958166666615,29.547242370027462,28.8578320955473,1,LP
rolling_margin_mean14,development,2025-04-25,0,0,margin,1,12873.032856280515,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-25,6,1,margin,2,6772.461787758278,1.6480452222192525,175.38914577777774,52.22340923306536,72.7866012520839,1,MILP
rolling_margin_mean14,development,2025-04-25,12,2,margin,2,12080.366931765591,0.0,518.7599059999997,170.51249362878872,223.83744960932052,1,LP
rolling_margin_mean14,development,2025-04-25,18,3,keep_previous,2,11222.429778990856,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-26,0,0,margin,1,12672.323420188073,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,development,2025-04-26,6,1,margin,2,6504.643785046718,2.0463630789890885e-12,252.96205655555815,90.10987137997375,112.62971778632237,1,MILP
rolling_margin_mean14,development,2025-04-26,12,2,margin,2,12530.53505518944,303.5044188888892,1.0800249583553523e-12,101.29500623136698,129.5291476197844,1,LP
rolling_margin_mean14,development,2025-04-26,18,3,keep_previous,2,11320.841985199222,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-27,0,0,margin,1,31224.067555280293,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-27,6,1,margin,2,25344.27513013171,1530.8603117231078,31.336888222222115,500.78459065389967,464.5662850688182,1,LP
rolling_margin_mean14,development,2025-04-27,12,2,margin,2,23485.57319471053,166.8823696822185,2459.746764960217,580.7624490411845,574.3977233727853,1,MILP
rolling_margin_mean14,development,2025-04-27,18,3,margin,2,18552.362105402226,28.224493858514165,4.547473508864641e-13,17.63641625243935,17.222553116898204,1,LP
rolling_margin_mean14,development,2025-04-28,0,0,margin,1,36379.1498288091,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-28,6,1,margin,2,29540.595528587364,479.0395260644731,155.30096700000092,193.3693695333336,143.25485463890809,1,LP
rolling_margin_mean14,development,2025-04-28,12,2,margin,2,25164.310173925594,16.451796636663403,4003.7264253415588,1206.741515977141,966.0014839565792,1,LP
rolling_margin_mean14,development,2025-04-28,18,3,margin,2,18483.84693525286,0.0,8.244660999999496,5.245256434738565,5.005360366040167,1,LP
rolling_margin_mean14,development,2025-04-29,0,0,margin,1,31967.78337430637,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-29,6,1,margin,2,24525.95155161106,578.266214476668,3237.107200068587,958.7342682869026,854.2935595079167,1,LP
rolling_margin_mean14,development,2025-04-29,12,2,margin,2,23797.115206382477,219.95469635236464,1435.571875111106,342.3055056245993,317.8656410311925,1,MILP
rolling_margin_mean14,development,2025-04-29,18,3,margin,2,18687.808676434557,2.5326438888912435,1.1368683772161603e-13,1.566881863229393,1.528818588107064,1,LP
rolling_margin_mean14,development,2025-04-30,0,0,margin,1,30852.221949234434,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,development,2025-04-30,6,1,margin,2,23278.777852101117,62.08945228948899,164.29727988888965,93.74308127465365,85.39331751413745,1,LP
rolling_margin_mean14,development,2025-04-30,12,2,margin,2,21580.303536788877,0.0,1176.1803238230432,456.09375944741134,434.7732950051643,1,LP
rolling_margin_mean14,development,2025-04-30,18,3,margin,2,18582.511913390987,15.242146555552495,0.0,9.384989611636987,9.156558345277922,1,LP
rolling_margin_mean14,validation,2025-05-01,0,0,margin,1,32272.906352550202,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-01,6,1,margin,2,25473.51094913617,1068.0699284222164,3212.05226734979,1182.3136204012599,996.4776945682745,1,LP
rolling_margin_mean14,validation,2025-05-01,12,2,margin,2,23222.35368620106,9.805489753489383e-13,297.7393504152083,81.00051239295108,69.12783076590536,1,MILP
rolling_margin_mean14,validation,2025-05-01,18,3,margin,2,18864.974764594965,281.8888753496509,4.547473508864641e-13,183.08682453959852,172.51901195193685,1,LP
rolling_margin_mean14,validation,2025-05-02,0,0,margin,1,13641.37279032114,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-02,6,1,margin,2,7749.835066849309,5.115907697472721e-13,188.98418055555254,64.62055876038801,81.95238054227545,1,MILP
rolling_margin_mean14,validation,2025-05-02,12,2,margin,2,12716.863549327329,0.0,286.7370666666675,96.80027830291709,122.47539125019006,1,LP
rolling_margin_mean14,validation,2025-05-02,18,3,margin,2,11616.42010527873,290.8928470888908,0.0,155.5178970595454,165.83874054823315,1,LP
rolling_margin_mean14,validation,2025-05-03,0,0,margin,1,12993.902588430272,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-03,6,1,margin,2,7048.357149545173,5.044853423896711e-13,374.6657561111137,120.56296728071209,154.00587052141157,1,MILP
rolling_margin_mean14,validation,2025-05-03,12,2,margin,2,12444.827499355739,176.66641144444185,5.684341886080801e-13,56.83625609787151,73.47006265164205,1,LP
rolling_margin_mean14,validation,2025-05-03,18,3,margin,2,11559.149209053856,62.19152711111093,0.0,28.113679830577695,29.80573359319357,1,LP
rolling_margin_mean14,validation,2025-05-04,0,0,margin,1,33936.06135123921,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-04,6,1,margin,2,25581.9607344414,53.637458180000294,6507.607865489714,1704.6998946827014,1325.7954897172071,1,LP
rolling_margin_mean14,validation,2025-05-04,12,2,margin,2,22970.2446470894,0.0,1984.1547249467972,737.5000766899332,669.5236398133545,1,LP
rolling_margin_mean14,validation,2025-05-04,18,3,margin,2,19563.866800310014,787.018781555553,0.0,510.35507888635397,483.6955236130432,1,LP
rolling_margin_mean14,validation,2025-05-05,0,0,margin,1,35601.969365833655,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-05,6,1,margin,2,27640.252689082765,0.0,2602.1009651031536,1198.8110178951283,1055.686073359988,1,LP
rolling_margin_mean14,validation,2025-05-05,12,2,margin,2,24330.847022125545,305.0754471111129,2129.902036710968,639.7529147642841,571.91163575349,1,MILP
rolling_margin_mean14,validation,2025-05-05,18,3,margin,2,19591.23864238859,602.4166923488857,0.0,412.8492204881319,370.5016135430825,1,LP
rolling_margin_mean14,validation,2025-05-06,0,0,margin,1,30985.532418918836,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-06,6,1,margin,2,26100.64915546047,3531.4799436313597,28.28595699999994,962.7399156256988,898.1734260533092,1,LP
rolling_margin_mean14,validation,2025-05-06,12,2,margin,2,23313.716463903165,352.78275353666305,2003.9577637078212,577.0539907502725,542.0259116706085,1,MILP
rolling_margin_mean14,validation,2025-05-06,18,3,margin,2,19616.458862727006,243.63368435888776,6.821210263296962e-13,157.57688168192,150.69405672982822,1,LP
rolling_margin_mean14,validation,2025-05-07,0,0,margin,1,33450.5655083336,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-07,6,1,margin,2,28258.419336451454,2810.5924653293264,0.0,756.3141723849187,647.5782698416532,1,LP
rolling_margin_mean14,validation,2025-05-07,12,2,margin,2,25072.975481299745,0.0,1877.5018520741826,618.3289811374136,543.7573682191259,1,LP
rolling_margin_mean14,validation,2025-05-07,18,3,margin,2,20026.238850347763,367.7371257400002,0.0,244.30315063197565,228.29702727223545,1,LP
rolling_margin_mean14,validation,2025-05-08,0,0,margin,1,36256.09006623047,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-08,6,1,margin,2,28896.776203884616,331.23541200000216,5165.22343784225,1595.945351850027,1256.7691736182185,1,LP
rolling_margin_mean14,validation,2025-05-08,12,2,margin,2,25568.45725075706,330.46270054869666,1212.6586156707785,383.30750449654187,316.62234520311057,1,LP
rolling_margin_mean14,validation,2025-05-08,18,3,margin,2,20306.568694368547,52.65970026666696,0.0,34.755402176000196,32.67007804544018,1,LP
rolling_margin_mean14,validation,2025-05-09,0,0,margin,1,13805.51242645398,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-09,6,1,margin,2,8617.175107988962,472.15238799999855,57.22541000000018,198.78937753029956,251.15496298038462,1,MILP
rolling_margin_mean14,validation,2025-05-09,12,2,margin,2,13845.261465311849,5.521608777779306,137.39702922222125,44.1846152441783,60.419521938862,1,LP
rolling_margin_mean14,validation,2025-05-09,18,3,margin,2,12765.973760908131,12.452976720000152,0.0,6.385263813180078,7.177406557322658,1,LP
rolling_margin_mean14,validation,2025-05-10,0,0,margin,1,13978.859853600308,0.0,0.0,0.0,0.0,0,MILP
rolling_margin_mean14,validation,2025-05-10,6,1,margin,2,9525.181764899713,1001.704609554446,1.7053025658242404e-13,313.2389686812919,433.68188575725355,1,MILP
rolling_margin_mean14,validation,2025-05-10,12,2,margin,2,14283.34539543683,0.0,526.5450605555516,178.8758577334817,234.31786905069802,1,LP
rolling_margin_mean14,validation,2025-05-10,18,3,keep_previous,2,13048.580913725738,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-11,0,0,margin,1,35781.68049235383,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-11,6,1,margin,2,29871.679896469315,1374.2665770238614,2216.996843607679,1076.631558195886,907.4456677836129,1,LP
rolling_margin_mean14,validation,2025-05-11,12,2,margin,2,26250.268450054813,225.72466164555726,3696.9965084567943,1117.607655095809,974.6980797480062,1,LP
rolling_margin_mean14,validation,2025-05-11,18,3,margin,2,20630.3434153237,2.671042666667063,6.478606407409302,6.001246463469943,5.677264182818737,1,LP
rolling_margin_mean14,validation,2025-05-12,0,0,margin,1,32640.629376764824,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-12,6,1,margin,2,29404.397524955315,5141.382926847736,0.0,1644.2836296744279,1442.9972061901715,1,LP
rolling_margin_mean14,validation,2025-05-12,12,2,margin,2,27363.899224597768,0.549597555556943,4134.0220399560985,1215.5546758327637,959.1581671426616,1,MILP
rolling_margin_mean14,validation,2025-05-12,18,3,margin,2,20895.10740168229,95.9622256355558,1.1368683772161603e-13,64.83409920092446,60.0495315764105,1,LP
rolling_margin_mean14,validation,2025-05-13,0,0,margin,1,37399.42391938914,0.0,0.0,0.0,0.0,0,LP
rolling_margin_mean14,validation,2025-05-13,6,1,margin,2,29869.84594867719,954.1568116282518,7633.513693001365,2489.852249659746,2104.520387716561,1,LP
