strategy,period,date,issue_hour,plan_version,chosen_source,candidate_count,chosen_score,scenario_mean,scenario_cvar,increase_kwh,decrease_kwh,adjustment_cost,decision_adjustment_cost,changed,scenario_count,solver
rolling_scenario_mean14,development,2025-04-11,12,2,residual_5,11,12216.473945922291,12157.444901900479,12393.561077987724,0.0,306.6664026118528,94.19794091375037,130.00092959619104,1,9,LP
rolling_scenario_mean14,development,2025-04-11,18,3,residual_5,11,11072.16655752636,11020.719060608391,11226.509048280264,193.51580834999714,0.0,56.709699060324375,67.76087138987494,1,9,LP
rolling_scenario_mean14,development,2025-04-12,0,0,margin,10,14113.828753557938,14009.115733980841,14427.967812289227,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-12,6,1,margin,11,7684.356885857359,7643.685749307175,7806.370295507911,2.8421709430404007e-13,1296.9004051111128,380.09810315267856,525.7216458808554,1,9,MILP
rolling_scenario_mean14,development,2025-04-12,12,2,keep_previous,11,12628.249226759868,12476.9716160245,13082.082058965974,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-12,18,3,keep_previous,11,11162.131209771334,11114.907489677196,11303.802370053745,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-13,0,0,residual_6,10,36933.77699797495,36218.840119925524,39078.58763212322,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-13,6,1,residual_0,11,28052.224658068753,27931.310177237887,28414.968100561353,0.6334399999999505,4131.470912846365,1327.2003743034913,1203.6546601154462,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-13,12,2,residual_0,11,24538.71179400978,24358.751331316875,25078.593182088494,912.75086716063,356.21603222222166,436.84538671596675,392.784570147073,1,9,LP
rolling_scenario_mean14,development,2025-04-13,18,3,residual_3,11,18356.84988381339,18309.852566336325,18497.84183624459,183.4093955604934,0.0,69.03973641827912,65.61323521234357,1,9,LP
rolling_scenario_mean14,development,2025-04-14,0,0,residual_5,10,39088.62199553858,38454.28965278936,40991.61902378625,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-14,6,1,residual_7,11,28019.539544972504,27891.124091438036,28404.78590557591,9.500950938892743,12801.61568572016,3840.326420768191,3509.296153856292,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-14,12,2,residual_2,11,21444.800501141726,21369.888772854807,21669.535686002484,660.3577252740035,1.1368683772161603e-13,150.29778257869216,134.50810959036858,1,9,LP
rolling_scenario_mean14,development,2025-04-14,18,3,residual_2,11,19155.714820541692,19108.73100001561,19296.666282119942,1038.790482316666,0.0,629.868390176088,629.8564235272731,1,9,LP
rolling_scenario_mean14,development,2025-04-15,0,0,residual_4,10,33086.69242780228,32875.77265666831,33719.451741204175,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-15,6,1,margin,11,29517.04368830339,28630.02260598959,32178.10693524479,2657.8318496037764,1557.12042729218,1367.2674681278427,1312.5032904191223,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-15,12,2,margin,11,25329.74349537548,25287.45452921505,25456.610393856754,3.410605131648481e-13,3084.104461348605,838.3865512000943,780.484042280676,1,9,MILP
rolling_scenario_mean14,development,2025-04-15,18,3,keep_previous,11,18291.634465658808,18243.230452351127,18436.84650558185,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-16,0,0,residual_3,10,37398.28029873689,36456.9891311956,40222.153801360764,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-16,6,1,margin,11,32251.946517078686,31266.94742015972,35206.943807835596,2572.3225013574493,3054.197400850475,2044.910050657499,1811.632467095316,1,9,LP
rolling_scenario_mean14,development,2025-04-16,12,2,margin,11,25033.32052369221,24995.508196332674,25146.757505770824,9.83467666666644,3106.7155730027434,955.608998151481,773.1587908199466,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-16,18,3,keep_previous,11,18375.197902389715,18329.261808473144,18513.006184139424,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-17,0,0,margin,10,34951.64099714638,33867.683152377685,38203.51453145246,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-17,6,1,residual_5,11,28838.95911972484,28633.271515166714,29456.02193339922,3653.529581890102,402.3493704197536,947.6542196294309,833.2939747761642,1,9,LP
rolling_scenario_mean14,development,2025-04-17,12,2,margin,11,24796.216192281736,24766.223919788736,24886.193009760733,361.24918390308716,3319.7426817462306,948.9571356684019,903.8402596606277,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-17,18,3,keep_previous,11,18417.67551880883,18386.492903891034,18511.223363562214,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-18,0,0,margin,10,12833.26197437757,12787.96330025333,12969.15799675029,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-18,6,1,margin,11,6542.818994454188,6494.683900813509,6687.224275376225,1.1368683772161603e-13,326.9757001111053,108.78822812994781,147.18072227379014,1,9,MILP
rolling_scenario_mean14,development,2025-04-18,12,2,keep_previous,11,12020.965926348721,11960.240744666604,12203.141471395073,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-18,18,3,keep_previous,11,10912.065501686844,10875.102732858371,11022.953808172264,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-19,0,0,margin,10,12542.05969273488,12495.769493528138,12680.930290355107,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-19,6,1,keep_previous,11,6523.3570595185065,6491.486496624267,6618.968748201225,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-19,12,2,residual_0,11,12489.746199288293,12313.782336689916,13017.637787083428,223.7734007777717,98.13800498353902,94.01606333579481,126.39770344615542,1,9,LP
rolling_scenario_mean14,development,2025-04-19,18,3,keep_previous,11,11023.514363984554,10986.405908427278,11134.839730656382,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-20,0,0,margin,10,33843.00471996325,33376.92637659158,35241.23975007826,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-20,6,1,margin,11,26330.380570185247,26289.611093996235,26452.688998752285,380.2623536104156,241.0383756666679,144.42264206459336,120.3755920745443,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-20,12,2,margin,11,23764.425450603434,23731.027582659946,23864.61905443389,74.16000687222413,1117.457093270224,306.4179816570142,247.51252996377988,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-20,18,3,keep_previous,11,18170.917502547272,18132.72141104172,18285.505777063925,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-21,0,0,margin,10,34873.21330795945,34838.77394370464,34976.531400723885,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-21,6,1,margin,11,25721.01585260433,25631.113704004438,25990.722298404,5.684341886080801e-13,8750.822024611803,2241.0802696728506,2162.6866034122313,1,9,MILP
rolling_scenario_mean14,development,2025-04-21,12,2,keep_previous,11,21603.01524278902,21558.509796919618,21736.531580397233,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-21,18,3,keep_previous,11,18016.72912231676,17978.42249913681,18131.648991856604,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-22,0,0,margin,10,32107.167718655593,31640.939316101838,33505.85292631686,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-22,6,1,margin,11,28293.550199046047,28204.7365016916,28559.99129110938,5024.515819722894,0.0,1452.5403184329573,1245.0469840538476,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-22,12,2,margin,11,24274.21940794008,24219.169864716565,24439.36803761062,6.821210263296962e-13,3882.772370864192,1075.074920978339,913.4425314009898,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-22,18,3,keep_previous,11,18210.445475654495,18147.882131353163,18398.135508558484,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-23,0,0,margin,10,30927.356687982076,30887.387172534927,31047.265234323517,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-23,6,1,margin,11,26073.99751421874,25707.99561363351,27172.003215974422,2591.811906351106,0.0,748.4717407177365,624.3254742518236,1,9,LP
rolling_scenario_mean14,development,2025-04-23,12,2,margin,11,23124.655276389072,23068.590214177893,23292.85046302261,0.0,1298.7225353271833,364.34646818611566,318.36822119014687,1,9,LP
rolling_scenario_mean14,development,2025-04-23,18,3,keep_previous,11,18152.738675353317,18088.96871231818,18344.048564458728,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-24,0,0,margin,10,32270.292935630703,32232.439151553164,32383.854287863316,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-24,6,1,margin,11,24952.491490503566,24696.286385379164,25721.10680587677,125.51153779000225,3877.5640573991836,904.9842195137622,791.4048115531893,1,9,MILP
rolling_scenario_mean14,development,2025-04-24,12,2,keep_previous,11,22618.069624246695,22459.15479617643,23094.814108457496,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-24,18,3,keep_previous,11,18178.110836112788,18123.580723266696,18341.70117465106,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-25,0,0,margin,10,12490.720579622412,12450.505059389452,12611.367140321288,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-25,6,1,margin,11,6497.193134837232,6429.700225308176,6699.671863424398,69.51500855555798,125.58761555556026,66.07985543630247,84.09956333678605,1,9,MILP
rolling_scenario_mean14,development,2025-04-25,12,2,margin,11,11612.679794390953,11542.248098333426,11823.974882563536,0.0,653.0817260000003,215.11767849177838,281.19734881081393,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-25,18,3,keep_previous,11,10775.591642129792,10702.869159553022,10993.759089860097,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-26,0,0,margin,10,12306.3196165643,12271.244027582921,12411.546383508436,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,development,2025-04-26,6,1,margin,11,6180.671693784204,6116.489142157154,6373.219348665355,4.831690603168681e-13,160.21169433333947,55.6053695267253,71.44054948850811,1,9,MILP
rolling_scenario_mean14,development,2025-04-26,12,2,keep_previous,11,11794.093051799191,11718.666359217548,12020.373129544121,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-26,18,3,keep_previous,11,10877.075660649121,10811.297011425275,11074.411608320663,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-27,0,0,margin,10,31771.956746569587,31739.263645161758,31870.036050793078,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-27,6,1,margin,11,25781.470668232025,25546.39976581734,26486.683375476074,845.190796003337,361.2251566117926,454.5579700730162,422.4264535204853,1,9,LP
rolling_scenario_mean14,development,2025-04-27,12,2,margin,11,23486.305824545714,23438.817446007866,23628.77096015926,26.137864164444636,2856.434559000003,645.0868612415967,634.6127458674669,1,9,MILP
rolling_scenario_mean14,development,2025-04-27,18,3,margin,11,18512.003647871592,18460.106985780163,18667.693634145875,412.1737210022243,4.547473508864641e-13,257.46573765464524,251.67914052415713,1,9,LP
rolling_scenario_mean14,development,2025-04-28,0,0,margin,10,37359.24642145797,37214.02198446377,37794.91973244056,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-28,6,1,margin,11,29869.676576276,29826.492926632563,29999.22752520631,76.176079000002,1084.5352478106952,390.11168799828124,319.0015491600251,1,9,LP
rolling_scenario_mean14,development,2025-04-28,12,2,margin,11,25071.314208447646,25034.059244837037,25183.079099279475,0.2624255555583659,5082.647283628261,1480.531124555932,1160.7024448231361,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-28,18,3,keep_previous,11,18122.47056195034,18079.294552914544,18251.99858905773,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-29,0,0,margin,10,32657.205193190825,32574.258204813672,32906.04615832228,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-29,6,1,margin,11,24992.28755999746,24945.78512134252,25131.79487596229,630.8857288888875,4750.663207152267,1328.9468562501984,1178.4213530170614,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-29,12,2,margin,11,23633.116864155872,23601.95069842741,23726.61536134126,25.067385593332574,1626.849979799718,309.5056789104102,290.54505713381053,1,9,MILP
rolling_scenario_mean14,development,2025-04-29,18,3,keep_previous,11,18364.85592496408,18326.6029009919,18479.61499688061,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,development,2025-04-30,0,0,margin,10,31344.284273225556,31310.778202869962,31444.80248429234,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,development,2025-04-30,6,1,margin,11,23363.922393428096,23299.11758654631,23558.336814073467,0.0,1848.6791775960905,609.376180048294,513.5263565165112,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-30,12,2,margin,11,21207.594781672182,21168.419059017095,21325.12194963745,34.54667399999926,1755.4276803147372,549.8067698593363,495.7251509365352,1,9,LP+MILP
rolling_scenario_mean14,development,2025-04-30,18,3,keep_previous,11,18198.93316934254,18151.880326977174,18340.09169643864,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-01,0,0,margin,10,32209.30714096607,32178.68506917513,32301.17335633888,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-01,6,1,margin,11,25103.484536586137,25055.619947299896,25247.078304444858,606.6650768599983,2678.7733095070735,836.6536781329787,701.8558485805947,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-01,12,2,margin,11,23001.643832753092,22962.614100967003,23118.733028111365,3.907985046680551e-13,853.1391403831861,234.4506080393817,190.43084351628644,1,9,MILP
rolling_scenario_mean14,validation,2025-05-01,18,3,residual_3,11,18487.214975666597,18450.439799855514,18597.540503099837,186.0465668744443,260.4504130534983,212.2483492451638,197.16682206895075,1,9,LP
rolling_scenario_mean14,validation,2025-05-02,0,0,residual_7,10,14130.965538046947,13807.416087611771,15101.613889352473,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-05-02,6,1,residual_7,11,7691.8295775906245,7321.184198408087,8803.765715138237,1.1755708656846788e-12,174.74495360082287,75.81785231091578,87.42900306713238,1,9,MILP
rolling_scenario_mean14,validation,2025-05-02,12,2,residual_7,11,13162.611047745932,12755.313176236548,14384.504662274083,14.046094444446112,64.78395010288202,28.504784731585723,35.5074741191061,1,9,LP
rolling_scenario_mean14,validation,2025-05-02,18,3,residual_7,11,11571.727301072113,11149.137437239422,12839.496892570183,48.374448437035255,0.0,26.968755003647154,29.161154113168504,1,9,LP
rolling_scenario_mean14,validation,2025-05-03,0,0,residual_6,10,13473.937729977812,13212.458166304723,14258.376420997076,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-05-03,6,1,residual_6,11,6971.389683158834,6621.389839167159,8021.389215133858,1.0231815394945443e-12,342.8218749999988,113.39710773124992,146.97188584663678,1,9,MILP
rolling_scenario_mean14,validation,2025-05-03,12,2,residual_6,11,13106.404290643055,12743.942355549392,14193.790095924047,362.333083333334,1.3073986337985843e-12,123.71823915900106,158.9408956067333,1,9,LP
rolling_scenario_mean14,validation,2025-05-03,18,3,keep_previous,11,11777.20203659515,11399.706281885532,12909.689300724003,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-04,0,0,residual_5,10,34715.799655563984,33724.818889368034,37688.74195415182,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-04,6,1,residual_7,11,25364.73181287437,25057.34255985672,26286.89957192731,337.0199364833312,4277.04719024691,1166.9527682189075,951.2289015725265,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-04,12,2,keep_previous,11,23499.320705291575,23203.638005315137,24386.36880522088,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-04,18,3,residual_5,11,19614.93054177991,19291.238695995293,20586.006079133764,375.1411309157885,2.2737367544323206e-13,143.58121014983786,134.49081125302945,1,9,LP
rolling_scenario_mean14,validation,2025-05-05,0,0,margin,10,36383.14942798871,35920.48709270262,37771.13643384697,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-05,6,1,margin,11,28705.33011895969,28293.641288103143,29940.396611529337,0.0,1110.1891432084917,572.5340845484991,511.44984546751425,1,9,LP
rolling_scenario_mean14,validation,2025-05-05,12,2,residual_7,11,25725.694589946605,25276.008356677765,27074.753289753124,400.6500755929409,2412.643534705069,880.5521512773587,779.9822497781527,1,9,MILP
rolling_scenario_mean14,validation,2025-05-05,18,3,margin,11,19805.315000134513,19480.252725477745,20780.50182410481,295.734552847405,18.44316160255198,140.6139361029901,129.2595018450668,1,9,LP
rolling_scenario_mean14,validation,2025-05-06,0,0,residual_3,10,31409.995695260408,30958.693455005065,32763.90241602644,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-06,6,1,margin,11,28070.801135441903,27608.409272893132,29457.976723088213,6124.900346654695,5.684341886080801e-13,1704.4470337898929,1589.3901499952412,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-06,12,2,margin,11,24613.619693628476,24392.506541919007,25276.959148756876,731.0093778722194,1826.1855829135807,666.6159245600688,622.8788403133133,1,9,MILP
rolling_scenario_mean14,validation,2025-05-06,18,3,margin,11,20021.022162579982,19806.1610949775,20665.605365387437,0.0,44.53266184087863,27.679644368475614,26.504899082777865,1,9,LP
rolling_scenario_mean14,validation,2025-05-07,0,0,residual_7,10,35151.21989781392,34697.97679396969,36510.94920934661,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-07,6,1,residual_2,11,29615.941670965178,28845.391614870805,31927.591839248293,453.91680168662657,643.2846445747676,395.9667409273427,367.8185903213753,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-07,12,2,residual_5,11,25705.102852935663,25462.87589296446,26431.78373284926,710.3095820809342,177.0532588814125,242.66036027348088,218.22364791858178,1,9,LP
rolling_scenario_mean14,validation,2025-05-07,18,3,keep_previous,11,20450.96572483756,20177.211300658186,21272.228997375685,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-08,0,0,residual_6,10,37937.24133578452,37561.821990139106,39063.499372720784,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-08,6,1,margin,11,30355.708658043033,30221.596420256938,30758.045371401327,1071.5932473066664,5745.940444864878,2198.487734715618,1810.9042087882592,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-08,12,2,residual_4,11,26504.311111432864,26374.3513698208,26894.190336269046,354.5187144416289,1774.919201296217,537.9331200050864,451.59504165134825,1,9,LP
rolling_scenario_mean14,validation,2025-05-08,18,3,margin,11,20996.47392433101,20844.105572112174,21453.578980987513,292.69607997111154,23.396903333333285,88.66768006340882,82.13770315224855,1,9,LP
rolling_scenario_mean14,validation,2025-05-09,0,0,margin,10,14778.14575291596,14669.24653288993,15104.84341299405,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-05-09,6,1,margin,11,9595.248882241262,9489.741069984882,9911.772319010399,639.5745695555527,4.198032444444948,246.9944912539823,310.9624208007571,1,9,MILP
rolling_scenario_mean14,validation,2025-05-09,12,2,margin,11,14697.571357989113,14602.499082048307,14982.788185811525,4.952200000002051,94.76611489711789,35.0789860617888,45.799031710292354,1,9,LP
rolling_scenario_mean14,validation,2025-05-09,18,3,keep_previous,11,13055.01873634748,12952.743866998895,13361.84334439323,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-10,0,0,residual_4,10,15347.468339913801,15128.590588851133,16004.101593101808,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-05-10,6,1,margin,11,10792.258305945039,10670.200922489807,11158.430456310736,1558.5898203533325,2.8421709430404007e-13,597.7339897063558,728.8274914742133,1,9,MILP
rolling_scenario_mean14,validation,2025-05-10,12,2,margin,11,14857.343102116456,14758.988787910976,15152.4060447329,0.0,482.6083824444424,162.5603049085214,215.24965767699777,1,9,LP
rolling_scenario_mean14,validation,2025-05-10,18,3,keep_previous,11,13107.757491678001,13004.071362646984,13418.815878771053,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-11,0,0,residual_3,10,38030.30488311004,37339.77599835998,40101.89153736021,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-11,6,1,margin,11,31634.419903264054,31544.510533295786,31904.148013168848,2874.610877417657,3354.627689183809,2068.5462291707954,1818.8752871618865,1,9,LP
rolling_scenario_mean14,validation,2025-05-11,12,2,residual_1,11,26947.25141908928,26788.553996473496,27423.343686936627,30.095795555556037,4094.830562430002,1146.568285593447,999.3107709410385,1,9,MILP
rolling_scenario_mean14,validation,2025-05-11,18,3,keep_previous,11,20835.97919494058,20700.899963912074,21241.2168880261,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-12,0,0,residual_2,10,34570.29899364144,33981.947525672105,36335.35339754944,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-12,6,1,margin,11,30857.505957853726,30759.870951940124,31150.410975594536,5801.308936370938,0.0,2105.8267426682155,1872.3025300789418,1,9,LP
rolling_scenario_mean14,validation,2025-05-12,12,2,margin,11,28240.572479590828,28119.568161362044,28603.585434277178,2.2737367544323206e-13,4061.1484326519612,1223.9600269868229,970.1770565034274,1,9,MILP
rolling_scenario_mean14,validation,2025-05-12,18,3,keep_previous,11,21027.485955773325,20900.474960714208,21408.518940950675,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-13,0,0,margin,10,40277.95675894029,38936.22622683255,44303.14835526348,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-13,6,1,residual_0,11,29959.655734846252,29749.991822795982,30588.647470997057,385.0194285788933,10035.242793897118,2858.9305979191918,2404.6754968293,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-13,12,2,residual_0,11,25798.158453486765,25667.938101772197,26188.81950863047,1579.8131839506154,13.772458196164166,323.31002128406965,291.0221752210834,1,9,LP
rolling_scenario_mean14,validation,2025-05-13,18,3,residual_1,11,21087.356030602972,20941.866827058748,21523.82364123565,207.12388074658588,205.9067563209877,139.3628476517081,132.47244704801386,1,9,LP
rolling_scenario_mean14,validation,2025-05-14,0,0,margin,10,37920.66949987865,37785.05130644737,38327.52408017247,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-14,6,1,keep_previous,11,30639.591945925516,30505.157991849985,31042.89380815212,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-14,12,2,margin,11,27294.190097394734,27166.545045216015,27677.125253930888,1.1368683772161603e-13,5724.86797524691,1771.6802627793545,1610.3122376213591,1,9,MILP
rolling_scenario_mean14,validation,2025-05-14,18,3,keep_previous,11,21056.392343022933,20917.208864297554,21473.94277919907,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-15,0,0,margin,10,37904.30186692283,37675.8888172252,38589.541016015755,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-15,6,1,residual_1,11,31474.12654986002,31242.915702985614,32167.759090483232,763.5589728846221,441.4246105514404,383.77820878579496,343.1762920383775,1,9,LP
rolling_scenario_mean14,validation,2025-05-15,12,2,margin,11,28370.747786308122,28173.799086905223,28961.59388451682,223.96735955143959,4478.378748825634,1669.4043475003211,1464.2217534405606,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-15,18,3,keep_previous,11,21552.162757529637,21331.997433455494,22212.658729752064,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-16,0,0,residual_3,10,15484.227298261538,15065.274799824294,16741.084793573267,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-05-16,6,1,margin,11,8119.976119533469,7952.915360103219,8621.158397824216,170.32979652666637,600.4676435185188,218.09853210029263,297.4889191624893,1,9,MILP
rolling_scenario_mean14,validation,2025-05-16,12,2,margin,11,14099.76508478363,13967.339391530002,14497.042164544517,0.0,81.26510266666526,31.398602035032646,39.66654575333614,1,9,LP
rolling_scenario_mean14,validation,2025-05-16,18,3,keep_previous,11,13057.724431324987,12904.551924313237,13517.241952360238,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-17,0,0,margin,10,15023.023671516734,14774.425105771557,15768.819368752267,0.0,0.0,0.0,0.0,0,9,MILP
rolling_scenario_mean14,validation,2025-05-17,6,1,residual_2,11,8247.613415412576,8089.819906540801,8720.993942027899,14.000910333335923,1226.7630302757216,392.96110367712583,491.55464369007905,1,9,MILP
rolling_scenario_mean14,validation,2025-05-17,12,2,residual_2,11,14154.712722993285,14021.839495605356,14553.332405157073,0.0,107.15889135802311,48.58915748723686,58.73671191636043,1,9,LP
rolling_scenario_mean14,validation,2025-05-17,18,3,residual_2,11,13479.678648687433,13321.062453559633,13955.52723407084,195.73262636666837,0.0,111.1369852509943,118.97188266641439,1,9,LP
rolling_scenario_mean14,validation,2025-05-18,0,0,margin,10,38389.33184134681,38114.261676892034,39214.54233471114,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-18,6,1,margin,11,30523.867048187207,30061.253283136975,31911.7083433379,11.02362133333429,5295.355217500682,1538.7781040939196,1311.0719252838649,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-18,12,2,residual_1,11,26819.334953747777,26690.99739237941,27204.34763785288,138.39165788888886,3316.637965569282,1149.3174698202681,889.3084752347465,1,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-18,18,3,residual_1,11,21154.800312662097,21031.291261829734,21525.32746515918,9.301916666666216,1.1368683772161603e-13,5.8785322758330665,5.746834853769585,1,9,LP
rolling_scenario_mean14,validation,2025-05-19,0,0,margin,10,35265.64612493935,34991.58164552806,36087.8395631732,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-19,6,1,residual_0,11,27348.755230301995,27226.525470899356,27715.44450850991,132.43643036666748,5073.9442189492465,1132.3629660368633,1177.1561986464194,1,9,MILP
rolling_scenario_mean14,validation,2025-05-19,12,2,residual_0,11,25593.702098407797,25467.128853770908,25973.421832318458,43.219474876667014,0.0,13.862646566690861,13.37025326363172,1,9,MILP
rolling_scenario_mean14,validation,2025-05-19,18,3,keep_previous,11,20970.745327912402,20829.447369731988,21394.639202453647,0.0,0.0,0.0,0.0,0,9,LP
rolling_scenario_mean14,validation,2025-05-20,0,0,residual_0,10,35056.445905614964,34809.13762637271,35798.37074334172,0.0,0.0,0.0,0.0,0,9,LP+MILP
rolling_scenario_mean14,validation,2025-05-20,6,1,margin,11,28615.80543715407,28499.58759516126,28964.4589631325,2322.3648515076893,142.79195900000082,805.7371816405971,690.7916332352373,1,9,LP
