method,window,period,date,issue_slot,issue_hour,e_start,ordinary_plan_sum,price_rho,observed_price_error,terminal_value,forecast_deficit_kwh,forecast_discharge_kwh,solve_seconds,max_reserve_audit
mean7_value_update,eval_september,evaluation,2025-09-19,0,0.0,4102.204983957672,34833.50216755438,,,0.3877471428571428,12182.55067238095,12182.55067238095,0.002550300006987527,9.094947017729282e-13
mean7_value_update,eval_september,evaluation,2025-09-19,36,6.0,5818.351247698412,34833.50216755438,0.9392454518273974,-0.12291428571428575,0.3877471428571428,11259.662918571426,11259.662918571426,0.0021462999866344035,9.094947017729282e-13
mean7_value_update,eval_september,evaluation,2025-09-19,72,12.0,10800.0,34833.50216755438,0.9392454518273974,-0.12085714285714289,0.3877471428571428,8639.999999999998,8639.999999999998,0.0015375000075437129,9.094947017729282e-13
mean7_value_update,eval_september,evaluation,2025-09-19,108,18.0,10232.774074074074,34833.50216755438,0.9392454518273974,-0.11742857142857144,0.3877471428571428,8042.491916666666,8042.491916666666,0.0011029000161215663,9.094947017729282e-13
mean7_value_update,eval_september,evaluation,2025-09-20,0,0.0,4563.487342973546,34488.79635382128,,,0.3884707142857143,12118.863256571427,12118.863256571427,0.0032303000043611974,1.3642420526593924e-12
mean7_value_update,eval_september,evaluation,2025-09-20,36,6.0,5909.263128724869,34488.79635382128,0.9382206020084836,-0.13145714285714283,0.3884707142857143,11195.307415619045,11195.307415619045,0.002480800001649186,1.3642420526593924e-12
mean7_value_update,eval_september,evaluation,2025-09-20,72,12.0,10800.0,34488.79635382128,0.9382206020084836,-0.16399999999999998,0.3884707142857143,8639.999999999998,8639.999999999998,0.0018310000014025718,1.3642420526593924e-12
mean7_value_update,eval_september,evaluation,2025-09-20,108,18.0,10182.046296296296,34488.79635382128,0.9382206020084836,-0.11364285714285716,0.3884707142857143,8046.002309523808,8046.002309523808,0.0011497999948915094,4.547473508864641e-13
mean7_value_update,eval_september,evaluation,2025-09-21,0,0.0,4627.468890444444,70812.93206489948,,,0.38687392857142855,17577.306228571426,17577.306228571426,0.002510899998014793,1.0231815394945443e-12
mean7_value_update,eval_september,evaluation,2025-09-21,36,6.0,9915.97962962963,70812.93206489948,0.9376393200559747,0.014285714285714346,0.38687392857142855,16774.533454761906,16774.533454761906,0.002508500008843839,7.815970093361102e-13
mean7_value_update,eval_september,evaluation,2025-09-21,72,12.0,10418.846083212697,70812.93206489948,0.9376393200559747,0.13419999999999999,0.38687392857142855,8937.306228571428,8937.306228571428,0.0021569000091403723,6.821210263296962e-13
mean7_value_update,eval_september,evaluation,2025-09-21,108,18.0,9961.726031746031,70812.93206489948,0.9376393200559747,0.025085714285714378,0.38687392857142855,7806.666666666666,7806.666666666666,0.0012929999793414026,6.821210263296962e-13
mean7_value_update,eval_september,evaluation,2025-09-22,0,0.0,4219.9497584232795,68400.17338225867,,,0.3871971428571429,17456.431704761904,17456.431704761904,0.00253360002534464,8.881784197001252e-13
mean7_value_update,eval_september,evaluation,2025-09-22,36,6.0,9933.927777777779,68400.17338225867,0.9379809768958808,-0.0019571428571427685,0.3871971428571429,16635.03894285714,16635.03894285714,0.0022492999851237983,8.881784197001252e-13
mean7_value_update,eval_september,evaluation,2025-09-22,72,12.0,8853.450056340742,68400.17338225867,0.9379809768958808,0.053771428571428526,0.3871971428571429,8816.431704761902,8816.431704761902,0.0018698999774642289,8.881784197001252e-13
mean7_value_update,eval_september,evaluation,2025-09-22,108,18.0,9931.422222222222,68400.17338225867,0.9379809768958808,0.04447142857142827,0.3871971428571429,7809.939821428569,7809.939821428569,0.0011937999806832522,2.2737367544323206e-13
mean7_value_update,eval_september,evaluation,2025-09-23,0,0.0,3230.9975513597915,70396.09321486301,,,0.38655535714285716,17456.522458571424,17456.522458571424,0.0033493000082671642,9.094947017729282e-13
mean7_value_update,eval_september,evaluation,2025-09-23,36,6.0,9921.52962962963,70396.09321486301,0.9381961460817653,0.10525714285714283,0.38655535714285716,16659.83451809524,16659.83451809524,0.0026415999745950103,9.094947017729282e-13
mean7_value_update,eval_september,evaluation,2025-09-23,72,12.0,7524.24053956614,70396.09321486301,0.9381961460817653,-0.0005571428571429227,0.38655535714285716,8816.522458571426,8816.522458571426,0.0014417000056710094,9.094947017729282e-13
mean7_value_update,eval_september,evaluation,2025-09-23,108,18.0,9975.560026455027,70396.09321486301,0.9381961460817653,-0.011271428571428377,0.38655535714285716,7806.666666666665,7806.666666666665,0.0012249000137671828,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-08,0,0.0,1451.3861965089911,96889.40221220929,,,0.4214239285714286,19910.874229904763,19910.874229904763,0.0028995000175200403,9.663381206337363e-13
mean7_value_update,eval_december,evaluation,2025-12-08,36,6.0,10800.0,96889.40221220929,0.9417647441779691,0.024800000000000155,0.4214239285714286,19910.87422990476,19910.87422990476,0.004445300000952557,9.663381206337363e-13
mean7_value_update,eval_december,evaluation,2025-12-08,72,12.0,8088.569394933331,96889.40221220929,0.9417647441779691,0.12754285714285707,0.4214239285714286,11270.874229904763,11270.874229904763,0.002133100002538413,9.663381206337363e-13
mean7_value_update,eval_december,evaluation,2025-12-08,108,18.0,10800.0,96889.40221220929,0.9417647441779691,0.04572857142857134,0.4214239285714286,8640.0,8640.0,0.0009350000182166696,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-09,0,0.0,1823.0339727153448,96886.96378117343,,,0.4214460714285714,20115.0,20115.0,0.002432700013741851,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-09,36,6.0,10800.0,96886.96378117343,0.9418892904145204,0.04910000000000003,0.4214460714285714,20115.0,20115.0,0.002235299994936213,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-09,72,12.0,7736.2008309957655,96886.96378117343,0.9418892904145204,0.012285714285714233,0.4214460714285714,11475.0,11475.0,0.0018450999923516065,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-09,108,18.0,10800.0,96886.96378117343,0.9418892904145204,0.09089999999999998,0.4214460714285714,8640.0,8640.0,0.0010808000224642456,4.547473508864641e-13
mean7_value_update,eval_december,evaluation,2025-12-10,0,0.0,1731.1889224444446,97026.89186205876,,,0.4204746428571429,20464.07857476191,20464.07857476191,0.0026184000016655773,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-10,36,6.0,10800.0,97026.89186205876,0.9416331376388928,0.027385714285714235,0.4204746428571429,20464.07857476191,20464.07857476191,0.002748099999735132,7.389644451905042e-13
mean7_value_update,eval_december,evaluation,2025-12-10,72,12.0,7894.06067690793,97026.89186205876,0.9416331376388928,0.10259999999999991,0.4204746428571429,11824.078574761905,11824.078574761905,0.002209800004493445,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-10,108,18.0,10800.0,97026.89186205876,0.9416331376388928,0.008957142857142664,0.4204746428571429,8640.000000000002,8640.000000000002,0.0011512000055518001,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-11,0,0.0,1660.9956632592596,97434.26873075953,,,0.41909964285714285,20115.0,20115.0,0.0026870000001508743,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-11,36,6.0,10800.0,97434.26873075953,0.9410007789128351,0.04681428571428592,0.41909964285714285,20115.0,20115.0,0.002377199998591095,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-11,72,12.0,7692.318007807409,97434.26873075953,0.9410007789128351,0.14698571428571428,0.41909964285714285,11475.0,11475.0,0.001684399991063401,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-11,108,18.0,10800.0,97434.26873075953,0.9410007789128351,0.0403,0.41909964285714285,8639.999999999998,8639.999999999998,0.0013329999928828329,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-12,0,0.0,1849.5066304476222,50946.63655140623,,,0.4168025,17486.36041533333,17486.36041533333,0.002590699994470924,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-12,36,6.0,10205.366666666667,50946.63655140623,0.9404021612593036,-0.13111428571428574,0.4168025,16913.449977047618,16913.449977047618,0.0023418999917339534,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-12,72,12.0,7703.06960280952,50946.63655140623,0.9404021612593036,-0.07762857142857149,0.4168025,8846.360415333329,8846.360415333329,0.0019576000049710274,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-12,108,18.0,10299.672510793656,50946.63655140623,0.9404021612593036,-0.14371428571428568,0.4168025,8094.920580857142,8094.920580857142,0.0012838999973610044,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-13,0,0.0,1925.326520714292,51818.06381901822,,,0.41569035714285707,17468.813606761905,17468.813606761905,0.0024782000109553337,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-13,36,6.0,10164.778401904761,51818.06381901822,0.9406060120121675,-0.12512857142857148,0.41569035714285707,16897.11416847619,16897.11416847619,0.0024258000194095075,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-13,72,12.0,7863.13810202857,51818.06381901822,0.9406060120121675,-0.21440000000000003,0.41569035714285707,8828.813606761903,8828.813606761903,0.002090699999826029,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-13,108,18.0,10260.798365714287,51818.06381901822,0.9406060120121675,-0.0521285714285713,0.41569035714285707,8088.551674380953,8088.551674380953,0.0011607999913394451,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-14,0,0.0,2071.604548892064,97903.9018000623,,,0.4165414285714286,20092.63132247619,20092.63132247619,0.0023313999990932643,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-14,36,6.0,10800.0,97903.9018000623,0.9402806879710012,0.05758571428571435,0.4165414285714286,20092.63132247619,20092.63132247619,0.002209599973866716,6.821210263296962e-13
mean7_value_update,eval_december,evaluation,2025-12-14,72,12.0,7248.908910671958,97903.9018000623,0.9402806879710012,0.11838571428571432,0.4165414285714286,11452.63132247619,11452.63132247619,0.0021674000017810613,6.252776074688882e-13
mean7_value_update,eval_december,evaluation,2025-12-14,108,18.0,10800.0,97903.9018000623,0.9402806879710012,0.10012857142857157,0.4165414285714286,8640.0,8640.0,0.0013583000109065324,5.684341886080801e-13
mean7_value_update,eval_december,evaluation,2025-12-15,0,0.0,1739.627803660316,99872.19156622223,,,0.41662642857142856,20111.171847714286,20111.171847714286,0.002269700024044141,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-15,36,6.0,10800.0,99872.19156622223,0.9402128792403934,0.05692857142857133,0.41662642857142856,20111.171847714286,20111.171847714286,0.002188599988585338,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-15,72,12.0,7439.925102144971,99872.19156622223,0.9402128792403934,0.14425714285714275,0.41662642857142856,11471.171847714286,11471.171847714286,0.0019086000102106482,1.0231815394945443e-12
mean7_value_update,eval_december,evaluation,2025-12-15,108,18.0,10800.0,99872.19156622223,0.9402128792403934,-0.008099999999999774,0.41662642857142856,8640.0,8640.0,0.0010671000054571778,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-16,0,0.0,1911.330116133336,99682.91976615167,,,0.41443714285714284,20145.270655142856,20145.270655142856,0.002818999986629933,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-16,36,6.0,10800.0,99682.91976615167,0.9406648294413491,0.04562857142857146,0.41443714285714284,20145.27065514286,20145.27065514286,0.002282900008140132,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-16,72,12.0,7355.089732031746,99682.91976615167,0.9406648294413491,0.07215714285714292,0.41443714285714284,11505.270655142856,11505.270655142856,0.002220199996372685,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-16,108,18.0,10800.0,99682.91976615167,0.9406648294413491,0.09877142857142873,0.41443714285714284,8640.0,8640.0,0.0010930999997071922,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-17,0,0.0,1830.002305755558,99301.84177987183,,,0.4143671428571428,20039.9878647619,20039.9878647619,0.0030943999881856143,8.526512829121202e-13
mean7_value_update,eval_december,evaluation,2025-12-17,36,6.0,10800.0,99301.84177987183,0.941193542450592,0.07184285714285721,0.4143671428571428,20039.987864761904,20039.987864761904,0.0021286000264808536,8.526512829121202e-13
mean7_value_update,eval_december,evaluation,2025-12-17,72,12.0,8225.056651284656,99301.84177987183,0.941193542450592,-0.007714285714285785,0.4143671428571428,11399.9878647619,11399.9878647619,0.0017872999887913465,8.526512829121202e-13
mean7_value_update,eval_december,evaluation,2025-12-17,108,18.0,10800.0,99301.84177987183,0.941193542450592,-0.002571428571428669,0.4143671428571428,8639.999999999998,8639.999999999998,0.0012377999955788255,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-18,0,0.0,1887.2661172899504,98731.37845458905,,,0.4150053571428572,19926.894013809524,19926.894013809524,0.002532199985580519,3.637978807091713e-12
mean7_value_update,eval_december,evaluation,2025-12-18,36,6.0,10800.0,98731.37845458905,0.940882068650381,0.07781428571428572,0.4150053571428572,19926.894013809524,19926.894013809524,0.002140600001439452,3.637978807091713e-12
mean7_value_update,eval_december,evaluation,2025-12-18,72,12.0,7374.395254561905,98731.37845458905,0.940882068650381,-0.010371428571428476,0.4150053571428572,11286.894013809522,11286.894013809522,0.0017522999842185527,3.637978807091713e-12
mean7_value_update,eval_december,evaluation,2025-12-18,108,18.0,10800.0,98731.37845458905,0.940882068650381,0.058071428571428774,0.4150053571428572,8640.000000000002,8640.000000000002,0.0014675999991595745,3.637978807091713e-12
mean7_value_update,eval_december,evaluation,2025-12-19,0,0.0,1865.7872980433888,52224.09750531099,,,0.4169557142857143,17406.332776666666,17406.332776666666,0.0030780999804846942,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-19,36,6.0,10179.648148148148,52224.09750531099,0.9406459585106791,-0.11431428571428559,0.4169557142857143,16822.93430333333,16822.93430333333,0.002824499999405816,8.337219803422613e-13
mean7_value_update,eval_december,evaluation,2025-12-19,72,12.0,8894.997545550264,52224.09750531099,0.9406459585106791,-0.11245714285714292,0.4169557142857143,8766.332776666666,8766.332776666666,0.00173789999098517,8.337219803422613e-13
mean7_value_update,eval_december,evaluation,2025-12-19,108,18.0,10211.798525079364,52224.09750531099,0.9406459585106791,-0.10804285714285733,0.4169557142857143,8069.617588666666,8069.617588666666,0.0012765999999828637,4.547473508864641e-13
mean7_value_update,eval_december,evaluation,2025-12-20,0,0.0,1694.2762466719578,52488.170953038214,,,0.4181546428571428,17437.598157142853,17437.598157142853,0.0036850000033155084,1.0231815394945443e-12
mean7_value_update,eval_december,evaluation,2025-12-20,36,6.0,10256.435185185186,52488.170953038214,0.9409126006706863,-0.16835714285714276,0.4181546428571428,16843.251989047618,16843.251989047618,0.002871500008041039,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-20,72,12.0,8257.22040897884,52488.170953038214,0.9409126006706863,-0.2157,0.4181546428571428,8797.598157142857,8797.598157142857,0.0015512999962083995,7.958078640513122e-13
mean7_value_update,eval_december,evaluation,2025-12-20,108,18.0,10252.99251037037,52488.170953038214,0.9409126006706863,-0.1750571428571428,0.4181546428571428,8097.098367238096,8097.098367238096,0.0012562999909278005,1.0231815394945443e-12
mean7_value_update,eval_december,evaluation,2025-12-21,0,0.0,1884.8585616888897,97989.4649745679,,,0.41826964285714285,20115.0,20115.0,0.0029393000004347414,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-21,36,6.0,10800.0,97989.4649745679,0.9415084672505238,0.07765714285714287,0.41826964285714285,20115.0,20115.0,0.002419299999019131,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-21,72,12.0,7357.535729987304,97989.4649745679,0.9415084672505238,0.011700000000000044,0.41826964285714285,11475.0,11475.0,0.0014586000179406255,9.094947017729282e-13
mean7_value_update,eval_december,evaluation,2025-12-21,108,18.0,10800.0,97989.4649745679,0.9415084672505238,0.026571428571428468,0.41826964285714285,8639.999999999998,8639.999999999998,0.0018443000153638422,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-07,0,0.0,1607.6682326867735,34105.28322439623,,,0.3215672195989675,14174.540987619046,14174.540987619046,0.002699800010304898,8.952838470577262e-13
netload_shape_value_update,dev_march,development,2025-03-07,36,6.0,7515.151412058199,34105.28322439623,0.8653733414420662,0.00043021269739129675,0.3215672195989675,13133.054387142856,13133.054387142856,0.003627900005085394,8.952838470577262e-13
netload_shape_value_update,dev_march,development,2025-03-07,72,12.0,10800.0,34105.28322439623,0.8653733414420662,-0.13235070816890554,0.3215672195989675,8640.0,8640.0,0.0013824000197928399,5.684341886080801e-13
netload_shape_value_update,dev_march,development,2025-03-07,108,18.0,10020.41967978836,34105.28322439623,0.8653733414420662,0.06265232035314805,0.3215672195989675,7899.349842857142,7899.349842857142,0.0014107000024523586,5.684341886080801e-13
netload_shape_value_update,dev_march,development,2025-03-08,0,0.0,1799.9208019068776,32969.960558318635,,,0.31673533313992863,13758.886074285714,13758.886074285714,0.0038816999876871705,9.663381206337363e-13
netload_shape_value_update,dev_march,development,2025-03-08,36,6.0,6433.120045736508,32969.960558318635,0.8667086395642575,0.008408079797503132,0.31673533313992863,12738.272238095236,12738.272238095236,0.002463399985572323,9.663381206337363e-13
netload_shape_value_update,dev_march,development,2025-03-08,72,12.0,10800.0,32969.960558318635,0.8667086395642575,-0.09166814809222879,0.31673533313992863,8640.0,8640.0,0.001476600009482354,9.663381206337363e-13
netload_shape_value_update,dev_march,development,2025-03-08,108,18.0,10020.467598095238,32969.960558318635,0.8667086395642575,0.12404795764613119,0.31673533313992863,7936.791811523808,7936.791811523808,0.001145999995060265,6.821210263296962e-13
netload_shape_value_update,dev_march,development,2025-03-09,0,0.0,1746.895154250794,76873.91025030451,,,0.41211776822567214,19303.134918952383,19303.134918952383,0.0024667000107001513,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-09,36,6.0,9952.83111111111,76873.91025030451,0.8639732328326739,-0.056737819605133244,0.41211776822567214,18469.801585619047,18469.801585619047,0.0024425000010523945,6.821210263296962e-13
netload_shape_value_update,dev_march,development,2025-03-09,72,12.0,9094.599432410581,76873.91025030451,0.8639732328326739,-0.01650144508771645,0.41211776822567214,9988.134918952379,9988.134918952379,0.0027938999992329627,6.252776074688882e-13
netload_shape_value_update,dev_march,development,2025-03-09,108,18.0,10800.0,76873.91025030451,0.8639732328326739,-0.011599730749557002,0.41211776822567214,8640.0,8640.0,0.001255700015462935,5.684341886080801e-13
netload_shape_value_update,dev_march,development,2025-03-10,0,0.0,1570.0341082074087,75399.72275900646,,,0.41000732524932193,18781.078712476192,18781.078712476192,0.002531099977204576,6.821210263296962e-13
netload_shape_value_update,dev_march,development,2025-03-10,36,6.0,9933.045185185185,75399.72275900646,0.8606026886008279,0.04455516888036326,0.41000732524932193,17947.745379142856,17947.745379142856,0.002238000015495345,6.821210263296962e-13
netload_shape_value_update,dev_march,development,2025-03-10,72,12.0,7865.658934589415,75399.72275900646,0.8606026886008279,0.079637380326127,0.41000732524932193,9716.478222285714,9716.478222285714,0.002011600008700043,6.821210263296962e-13
netload_shape_value_update,dev_march,development,2025-03-10,108,18.0,10800.0,75399.72275900646,0.8606026886008279,-0.005879751891964213,0.41000732524932193,8640.0,8640.0,0.0011017999786417931,6.821210263296962e-13
netload_shape_value_update,dev_march,development,2025-03-11,0,0.0,1552.6771873629643,75046.78372813873,,,0.4094512347857071,18498.291044761903,18498.291044761903,0.002828099997714162,7.736034035588091e-13
netload_shape_value_update,dev_march,development,2025-03-11,36,6.0,9944.732962962964,75046.78372813873,0.8575850259540634,0.012433718344583178,0.4094512347857071,17664.95771142857,17664.95771142857,0.0023859000066295266,7.736034035588091e-13
netload_shape_value_update,dev_march,development,2025-03-11,72,12.0,9744.616839077245,75046.78372813873,0.8575850259540634,0.04907103881414915,0.4094512347857071,9603.23046657143,9603.23046657143,0.00211719999788329,7.736034035588091e-13
netload_shape_value_update,dev_march,development,2025-03-11,108,18.0,10800.0,75046.78372813873,0.8575850259540634,0.04864835845708315,0.4094512347857071,8640.0,8640.0,0.0011834999895654619,4.547473508864641e-13
netload_shape_value_update,dev_march,development,2025-03-12,0,0.0,1789.7727569291008,74436.31244054201,,,0.4089022706764234,18270.783462666663,18270.783462666663,0.0022981000074651092,1.9326762412674725e-12
netload_shape_value_update,dev_march,development,2025-03-12,36,6.0,9926.714814814815,74436.31244054201,0.855725967601546,0.039947255060667874,0.4089022706764234,17437.45012933333,17437.45012933333,0.0020964000141248107,8.588685318500211e-13
netload_shape_value_update,dev_march,development,2025-03-12,72,12.0,10024.909556564016,74436.31244054201,0.855725967601546,-0.019747430954222156,0.4089022706764234,9575.647196380949,9575.647196380949,0.0019277000101283193,8.588685318500211e-13
netload_shape_value_update,dev_march,development,2025-03-12,108,18.0,10800.0,74436.31244054201,0.855725967601546,0.02231208694888731,0.4089022706764234,8639.999999999998,8639.999999999998,0.0012282000097911805,5.684341886080801e-13
netload_shape_value_update,dev_march,development,2025-03-13,0,0.0,1490.1569228582027,73915.25532814462,,,0.4072324189203088,18097.147794666664,18097.147794666664,0.0025080000050365925,8.588685318500211e-13
netload_shape_value_update,dev_march,development,2025-03-13,36,6.0,9883.15,73915.25532814462,0.8548689138789931,0.022406809540248207,0.4072324189203088,17263.814461333335,17263.814461333335,0.002440299984300509,8.588685318500211e-13
netload_shape_value_update,dev_march,development,2025-03-13,72,12.0,7285.811453987293,73915.25532814462,0.8548689138789931,0.07745223183729882,0.4072324189203088,9457.147794666664,9457.147794666664,0.0017729999963194132,8.588685318500211e-13
netload_shape_value_update,dev_march,development,2025-03-13,108,18.0,10800.0,73915.25532814462,0.8548689138789931,-0.03885344370815269,0.4072324189203088,8640.0,8640.0,0.0015271000156644732,7.958078640513122e-13
netload_shape_value_update,dev_march,development,2025-03-14,0,0.0,1490.4945404148166,32352.48398488183,,,0.31032613196639697,13297.411447619046,13297.411447619046,0.0031956000020727515,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-14,36,6.0,6030.162706907935,32352.48398488183,0.8535445904415917,0.07157825011937724,0.31032613196639697,12291.868139523809,12291.868139523809,0.0023194999957922846,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-14,72,12.0,10800.0,32352.48398488183,0.8535445904415917,-0.16040111306557428,0.31032613196639697,8640.0,8640.0,0.0014746999950148165,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-14,108,18.0,9997.038702328042,32352.48398488183,0.8535445904415917,0.19153642327763865,0.31032613196639697,7894.139697714286,7894.139697714286,0.0013968000130262226,6.252776074688882e-13
netload_shape_value_update,dev_march,development,2025-03-15,0,0.0,1943.5351887502645,31464.3329960482,,,0.30853145662350157,13007.759149999998,13007.759149999998,0.0026977999950759113,8.526512829121202e-13
netload_shape_value_update,dev_march,development,2025-03-15,36,6.0,5502.276978023281,31464.3329960482,0.8501410260180342,0.032785758331149606,0.30853145662350157,12021.815338571429,12021.815338571429,0.0021858999971300364,8.526512829121202e-13
netload_shape_value_update,dev_march,development,2025-03-15,72,12.0,9205.980865986245,31464.3329960482,0.8501410260180342,0.029603507103345195,0.30853145662350157,8640.0,8640.0,0.001943999988725409,7.958078640513122e-13
netload_shape_value_update,dev_march,development,2025-03-15,108,18.0,10116.99830994709,31464.3329960482,0.8501410260180342,0.21132214466217547,0.30853145662350157,7980.594158952381,7980.594158952381,0.0009970000246539712,3.979039320256561e-13
netload_shape_value_update,dev_march,development,2025-03-16,0,0.0,1439.5778334634933,73577.86916592828,,,0.4068906017824281,18042.77854447619,18042.77854447619,0.002376799995545298,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-16,36,6.0,9876.073333333334,73577.86916592828,0.8475182957804442,0.01997665557184991,0.4068906017824281,17209.445211142858,17209.445211142858,0.002163900004234165,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-16,72,12.0,8572.779870202117,73577.86916592828,0.8475182957804442,-0.021418164668918216,0.4068906017824281,9402.77854447619,9402.77854447619,0.0020072000043001026,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-16,108,18.0,10800.0,73577.86916592828,0.8475182957804442,0.002825443263984262,0.4068906017824281,8640.0,8640.0,0.001018500013742596,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-17,0,0.0,1867.486501622227,72242.71069188241,,,0.4069616712260212,17875.586383047616,17875.586383047616,0.002663299994310364,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-17,36,6.0,9939.124444444444,72242.71069188241,0.8436964929626734,-0.03849121875335915,0.4069616712260212,17042.253049714287,17042.253049714287,0.0024593000125605613,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-17,72,12.0,10351.686751232803,72242.71069188241,0.8436964929626734,-0.05005053029748657,0.4069616712260212,9235.586383047617,9235.586383047617,0.0017453999898862094,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-17,108,18.0,10800.0,72242.71069188241,0.8436964929626734,0.012167535370985805,0.4069616712260212,8640.0,8640.0,0.0009561000042594969,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-18,0,0.0,1975.5496418772482,70160.05950111228,,,0.40463462830887603,17719.96820504762,17719.96820504762,0.002454600005876273,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-18,36,6.0,9927.711111111112,70160.05950111228,0.8377440098421609,-0.03541658995295316,0.40463462830887603,16889.77287171428,16889.77287171428,0.0024364999844692647,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-18,72,12.0,7107.635565100534,70160.05950111228,0.8377440098421609,0.010800777276606888,0.40463462830887603,9079.968205047619,9079.968205047619,0.001829299988457933,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-18,108,18.0,10800.0,70160.05950111228,0.8377440098421609,0.012196468514350078,0.40463462830887603,8639.999999999998,8639.999999999998,0.0010746000043582171,1.0231815394945443e-12
netload_shape_value_update,dev_march,development,2025-03-19,0,0.0,1810.973744451852,69997.54834344384,,,0.4046107974987089,17653.584813333335,17653.584813333335,0.002462499978719279,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-19,36,6.0,9885.061111111112,69997.54834344384,0.8317369189554135,0.10003085313385829,0.4046107974987089,16820.769146666666,16820.769146666666,0.0022299000120256096,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-19,72,12.0,7914.4512077724885,69997.54834344384,0.8317369189554135,-0.01300962721440313,0.4046107974987089,9013.584813333333,9013.584813333333,0.002226399985374883,8.952838470577262e-13
netload_shape_value_update,dev_march,development,2025-03-19,108,18.0,10800.0,69997.54834344384,0.8317369189554135,-0.010233680452310434,0.4046107974987089,8640.0,8640.0,0.001044400007231161,6.821210263296962e-13
netload_shape_value_update,dev_march,development,2025-03-20,0,0.0,2070.219099349206,69017.06518847735,,,0.4039568313267145,17670.204405238095,17670.204405238095,0.0026261000020895153,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-20,36,6.0,9881.094444444445,69017.06518847735,0.8271684294590745,0.05824936404231096,0.4039568313267145,16840.770738571428,16840.770738571428,0.002146399987395853,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-20,72,12.0,8091.521783293122,69017.06518847735,0.8271684294590745,0.04604882669888133,0.4039568313267145,9030.204405238095,9030.204405238095,0.0018097999854944646,9.094947017729282e-13
netload_shape_value_update,dev_march,development,2025-03-20,108,18.0,10800.0,69017.06518847735,0.8271684294590745,-0.013566626215026023,0.4039568313267145,8640.000000000002,8640.000000000002,0.0010949999850708991,9.094947017729282e-13
