plan_kwh,load_kwh,pv_kwh,e_start,e_end,charge_kwh,discharge_kwh,pv_load_kwh,grid_load_kwh,pv_charge_kwh,grid_charge_kwh,pv_spill_kwh,paid_grid_spill_kwh,emergency_kwh,slot,price,plan_cost,emergency_cost,total_cost,strategy,date,forecast_load_kwh,forecast_pv_kwh,margin_kwh,history_last_date
1384.2931333333331,591.5880999999999,0.0,1900.1295,2613.56403,792.7050333333332,0.0,0.0,591.5880999999999,0.0,792.7050333333332,0.0,0.0,0.0,132,0.3859,534.1987201533333,0.0,534.1987201533333,warmup,2025-01-02,550.9598,0.0,0.0,2025-01-01
578.4886666666666,594.7760999999999,0.0,2613.56403,2595.466881851852,0.0,16.287433333333297,0.0,578.4886666666666,0.0,0.0,0.0,0.0,0.0,133,0.4368,252.6838496,0.0,252.6838496,warmup,2025-01-02,578.4886666666666,0.0,0.0,2025-01-01
1420.2283333333332,587.8716666666667,0.0,2595.466881851852,3344.587881851852,832.3566666666666,0.0,0.0,587.8716666666667,0.0,832.3566666666666,0.0,0.0,0.0,134,0.4198,596.2118543333333,0.0,596.2118543333333,warmup,2025-01-02,586.895,0.0,0.0,2025-01-01
1426.9213166666666,596.2832333333333,0.0,3344.587881851852,4092.162156851852,830.6380833333333,0.0,0.0,596.2832333333333,0.0,830.6380833333333,0.0,0.0,0.0,135,0.4186,597.3092631566667,0.0,597.3092631566667,warmup,2025-01-02,593.5879833333333,0.0,0.0,2025-01-01
564.3446666666666,579.7073333333333,0.0,4092.162156851852,4075.0925272222225,0.0,15.362666666666655,0.0,564.3446666666666,0.0,0.0,0.0,0.0,0.0,136,0.4241,239.3385731333333,0.0,239.3385731333333,warmup,2025-01-02,564.3446666666666,0.0,0.0,2025-01-01
1381.665,553.935,0.0,4075.0925272222225,4820.049527222222,827.73,0.0,0.0,553.935,0.0,827.73,0.0,0.0,0.0,137,0.4237,585.4114605,0.0,585.4114605,warmup,2025-01-02,548.3316666666666,0.0,0.0,2025-01-01
629.0425333333333,579.7343833333333,0.0,4820.049527222222,4864.426862222223,49.308149999999955,0.0,0.0,579.7343833333333,0.0,49.308149999999955,0.0,0.0,0.0,138,0.4248,267.21726816,0.0,267.21726816,warmup,2025-01-02,629.0425333333333,0.0,0.0,2025-01-01
647.27,606.8232499999999,0.0,4864.426862222223,4900.8289372222225,40.446750000000065,0.0,0.0,606.8232499999999,0.0,40.446750000000065,0.0,0.0,0.0,139,0.424,274.44248,0.0,274.44248,warmup,2025-01-02,647.27,0.0,0.0,2025-01-01
1420.8566666666666,616.8266666666666,0.0,4900.8289372222225,5624.455937222223,804.03,0.0,0.0,616.8266666666666,0.0,804.03,0.0,0.0,0.0,140,0.422,599.6015133333333,0.0,599.6015133333333,warmup,2025-01-02,587.5233333333333,0.0,0.0,2025-01-01
925.5984833333332,628.2881666666666,0.0,5624.455937222223,5892.035222222223,297.3103166666666,0.0,0.0,628.2881666666666,0.0,297.3103166666666,0.0,0.0,0.0,141,0.424,392.4537569333333,0.0,392.4537569333333,warmup,2025-01-02,592.26515,0.0,0.0,2025-01-01
616.1856833333333,571.367,0.0,5892.035222222223,5932.372037222222,44.8186833333333,0.0,0.0,571.367,0.0,44.8186833333333,0.0,0.0,0.0,142,0.4271,263.1729053516666,0.0,263.1729053516666,warmup,2025-01-02,616.1856833333333,0.0,0.0,2025-01-01
616.1166666666666,486.52,0.0,5932.372037222222,6049.009037222222,129.59666666666658,0.0,0.0,486.52,0.0,129.59666666666658,0.0,0.0,0.0,143,0.4276,263.4514866666666,0.0,263.4514866666666,warmup,2025-01-02,616.1166666666666,0.0,0.0,2025-01-01
1429.3567083333332,492.3918166666666,0.0,6049.009037222222,6799.009037222222,833.3333333333333,0.0,0.0,492.3918166666666,0.0,833.3333333333333,0.0,103.63155833333337,0.0,0,0.4248,607.1907297,0.0,607.1907297,warmup,2025-01-03,596.023375,0.0,0.0,2025-01-02
1436.0241499999997,493.4350333333333,0.0,6799.009037222222,7549.009037222222,833.3333333333333,0.0,0.0,493.4350333333333,0.0,833.3333333333333,0.0,109.25578333333317,0.0,1,0.4245,609.5922516749998,0.0,609.5922516749998,warmup,2025-01-03,602.6908166666666,0.0,0.0,2025-01-02
1452.8991666666666,459.41833333333335,0.0,7549.009037222222,8299.009037222222,833.3333333333333,0.0,0.0,459.41833333333335,0.0,833.3333333333333,0.0,160.14750000000004,0.0,2,0.4269,620.24265425,0.0,620.24265425,warmup,2025-01-03,619.5658333333333,0.0,0.0,2025-01-02
1438.429475,454.1775666666666,0.0,8299.009037222222,9049.009037222222,833.3333333333333,0.0,0.0,454.1775666666666,0.0,833.3333333333333,0.0,150.91857500000003,0.0,3,0.4272,614.49707172,0.0,614.49707172,warmup,2025-01-03,605.0961416666667,0.0,0.0,2025-01-02
1432.2888583333333,439.95568333333335,0.0,9049.009037222222,9799.009037222222,833.3333333333333,0.0,0.0,439.95568333333335,0.0,833.3333333333333,0.0,158.99984166666673,0.0,4,0.4271,611.7305713941666,0.0,611.7305713941666,warmup,2025-01-03,598.955525,0.0,0.0,2025-01-02
619.2624999999999,430.62666666666667,0.0,9799.009037222222,9968.781287222222,188.63583333333327,0.0,0.0,430.62666666666667,0.0,188.63583333333327,0.0,0.0,0.0,5,0.4285,265.35398124999995,0.0,265.35398124999995,warmup,2025-01-03,619.2624999999999,0.0,0.0,2025-01-02
642.4682083333332,483.7801833333333,0.0,9968.781287222222,10111.600509722222,158.68802499999993,0.0,0.0,483.7801833333333,0.0,158.68802499999993,0.0,0.0,0.0,6,0.4311,276.96804461249997,0.0,276.96804461249997,warmup,2025-01-03,642.4682083333332,0.0,0.0,2025-01-02
647.66335,521.8418333333333,0.0,10111.600509722222,10224.839874722222,125.82151666666675,0.0,0.0,521.8418333333333,0.0,125.82151666666675,0.0,0.0,0.0,7,0.4302,278.62477317,0.0,278.62477317,warmup,2025-01-03,647.66335,0.0,0.0,2025-01-02
912.3005141975309,509.47,0.0,10224.839874722222,10587.3873375,402.8305141975309,0.0,0.0,509.47,0.0,402.8305141975309,0.0,0.0,0.0,8,0.4279,390.37339002512346,0.0,390.37339002512346,warmup,2025-01-03,633.4216666666666,0.0,0.0,2025-01-02
620.0332083333333,487.25686666666667,0.0,10587.3873375,10706.886045000001,132.7763416666666,0.0,0.0,487.25686666666667,0.0,132.7763416666666,0.0,0.0,0.0,9,0.4312,267.35831943333335,0.0,267.35831943333335,warmup,2025-01-03,620.0332083333333,0.0,0.0,2025-01-02
638.5750916666666,490.1092166666666,0.0,10706.886045000001,10800.0,103.45994999999877,0.0,0.0,490.1092166666666,0.0,103.45994999999877,0.0,45.00592500000121,0.0,10,0.4333,276.69458721916664,0.0,276.69458721916664,warmup,2025-01-03,638.5750916666666,0.0,0.0,2025-01-02
662.625,507.86833333333334,0.0,10800.0,10800.0,0.0,0.0,0.0,507.86833333333334,0.0,0.0,0.0,154.75666666666666,0.0,11,0.4311,285.65763749999996,0.0,285.65763749999996,warmup,2025-01-03,662.625,0.0,0.0,2025-01-02
639.6717583333333,500.10395,0.0,10800.0,10800.0,0.0,0.0,0.0,500.10395,0.0,0.0,0.0,139.5678083333333,0.0,12,0.4293,274.61108585249997,0.0,274.61108585249997,warmup,2025-01-03,639.6717583333333,0.0,0.0,2025-01-02
648.0529666666666,476.75458333333336,0.0,10800.0,10800.0,0.0,0.0,0.0,476.75458333333336,0.0,0.0,0.0,171.29838333333328,0.0,13,0.4324,280.21810278666663,0.0,280.21810278666663,warmup,2025-01-03,648.0529666666666,0.0,0.0,2025-01-02
690.8833333333333,466.6833333333333,0.0,10800.0,10800.0,0.0,0.0,0.0,466.6833333333333,0.0,0.0,0.0,224.20000000000005,0.0,14,0.4367,301.70875166666667,0.0,301.70875166666667,warmup,2025-01-03,690.8833333333333,0.0,0.0,2025-01-02
689.5797916666666,492.2153833333333,0.0,10800.0,10800.0,0.0,0.0,0.0,492.2153833333333,0.0,0.0,0.0,197.36440833333324,0.0,15,0.4348,299.82929341666664,0.0,299.82929341666664,warmup,2025-01-03,689.5797916666666,0.0,0.0,2025-01-02
672.0272583333333,526.83435,0.0,10800.0,10800.0,0.0,0.0,0.0,526.83435,0.0,0.0,0.0,145.19290833333332,0.0,16,0.4335,291.3238164875,0.0,291.3238164875,warmup,2025-01-03,672.0272583333333,0.0,0.0,2025-01-02
668.4691666666666,549.0,0.0,10800.0,10800.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,119.46916666666664,0.0,17,0.4357,291.25201591666666,0.0,291.25201591666666,warmup,2025-01-03,668.4691666666666,0.0,0.0,2025-01-02
679.5317249999999,557.7891666666667,0.0,10800.0,10800.0,0.0,0.0,0.0,557.7891666666667,0.0,0.0,0.0,121.74255833333325,0.0,18,0.4374,297.227176515,0.0,297.227176515,warmup,2025-01-03,679.5317249999999,0.0,0.0,2025-01-02
689.52015,565.0962833333333,0.0,10800.0,10800.0,0.0,0.0,0.0,565.0962833333333,0.0,0.0,0.0,124.42386666666664,0.0,19,0.4371,301.389257565,0.0,301.389257565,warmup,2025-01-03,689.52015,0.0,0.0,2025-01-02
686.6916666666666,571.1033333333332,0.0,10800.0,10800.0,0.0,0.0,0.0,571.1033333333332,0.0,0.0,0.0,115.58833333333337,0.0,20,0.4356,299.12289,0.0,299.12289,warmup,2025-01-03,686.6916666666666,0.0,0.0,2025-01-02
674.3396,562.64675,0.0,10800.0,10800.0,0.0,0.0,0.0,562.64675,0.0,0.0,0.0,111.69285000000002,0.0,21,0.4353,293.54002788,0.0,293.54002788,warmup,2025-01-03,674.3396,0.0,0.0,2025-01-02
682.8375583333333,534.0349333333334,0.0,10800.0,10800.0,0.0,0.0,0.0,534.0349333333334,0.0,0.0,0.0,148.80262499999992,0.0,22,0.436,297.7171754333333,0.0,297.7171754333333,warmup,2025-01-03,682.8375583333333,0.0,0.0,2025-01-02
702.5241666666666,525.8566666666666,0.0,10800.0,10800.0,0.0,0.0,0.0,525.8566666666666,0.0,0.0,0.0,176.66750000000002,0.0,23,0.4378,307.56508016666663,0.0,307.56508016666663,warmup,2025-01-03,702.5241666666666,0.0,0.0,2025-01-02
695.7517333333333,578.3907166666667,0.0,10800.0,10800.0,0.0,0.0,0.0,578.3907166666667,0.0,0.0,0.0,117.36101666666661,0.0,24,0.4401,306.20033784,0.0,306.20033784,warmup,2025-01-03,695.7517333333333,0.0,0.0,2025-01-02
697.5829833333332,561.9044333333333,0.0,10800.0,10800.0,0.0,0.0,0.0,561.9044333333333,0.0,0.0,0.0,135.67854999999997,0.0,25,0.4389,306.16917138499997,0.0,306.16917138499997,warmup,2025-01-03,697.5829833333332,0.0,0.0,2025-01-02
711.1783333333333,490.92999999999995,0.0,10800.0,10800.0,0.0,0.0,0.0,490.92999999999995,0.0,0.0,0.0,220.24833333333333,0.0,26,0.4364,310.3582246666667,0.0,310.3582246666667,warmup,2025-01-03,711.1783333333333,0.0,0.0,2025-01-02
703.02145,512.4968166666666,0.0,10800.0,10800.0,0.0,0.0,0.0,512.4968166666666,0.0,0.0,0.0,190.52463333333333,0.0,27,0.4393,308.837322985,0.0,308.837322985,warmup,2025-01-03,703.02145,0.0,0.0,2025-01-02
694.2704583333333,557.1438333333333,0.0,10800.0,10800.0,0.0,0.0,0.0,557.1438333333333,0.0,0.0,0.0,137.126625,0.0,28,0.4422,307.00639667499996,0.0,307.00639667499996,warmup,2025-01-03,694.2704583333333,0.0,0.0,2025-01-02
697.7375,556.925,0.0,10800.0,10800.0,0.0,0.0,0.0,556.925,0.0,0.0,0.0,140.8125,0.0,29,0.4395,306.65563125,0.0,306.65563125,warmup,2025-01-03,697.7375,0.0,0.0,2025-01-02
705.9309833333333,521.7393999999999,0.00031666666666666665,10800.0,10800.0,0.0,0.0,0.00031666666666666665,521.7390833333333,0.0,0.0,0.0,184.19190000000003,0.0,30,0.4333,305.87989507833333,0.0,305.87989507833333,warmup,2025-01-03,705.9313416666666,0.00035833333333333333,0.0,2025-01-02
719.3859916666667,537.3937833333333,0.0,10800.0,10800.0,0.0,0.0,0.0,537.3937833333333,0.0,0.0,0.0,181.99220833333334,0.0,31,0.4439,319.3354417008333,0.0,319.3354417008333,warmup,2025-01-03,719.3859916666667,0.0,0.0,2025-01-02
717.1433333333333,601.3083333333333,0.0,10800.0,10800.0,0.0,0.0,0.0,601.3083333333333,0.0,0.0,0.0,115.83500000000004,0.0,32,0.4301,308.4433476666666,0.0,308.4433476666666,warmup,2025-01-03,717.1433333333333,0.0,0.0,2025-01-02
1523.2425833333332,622.2831833333332,0.004516666666666666,10800.0,10800.0,0.0,0.0,0.004516666666666666,622.2786666666666,0.0,0.0,0.0,900.9639166666666,0.0,33,0.3713,565.5799711916667,0.0,565.5799711916667,warmup,2025-01-03,689.9142999999999,0.00505,0.0,2025-01-02
761.6551583333334,583.8952999999999,0.0,10800.0,10800.0,0.0,0.0,0.0,583.8952999999999,0.0,0.0,0.0,177.75985833333345,0.0,34,0.5708,434.7527643766667,0.0,434.7527643766667,warmup,2025-01-03,761.6551583333334,0.0,0.0,2025-01-02
898.4141666666667,542.7966666666666,0.0,10800.0,10800.0,0.0,0.0,0.0,542.7966666666666,0.0,0.0,0.0,355.61750000000006,0.0,35,0.9099,817.46705025,0.0,817.46705025,warmup,2025-01-03,898.4141666666667,0.0,0.0,2025-01-02
256.5712833333333,570.2083333333333,0.06286666666666665,10800.0,10451.58424074074,0.0,313.5741833333333,0.06286666666666665,256.5712833333333,0.0,0.0,0.0,0.0,0.0,36,0.9368,240.35597822666665,0.0,240.35597822666665,warmup,2025-01-03,931.6416833333333,0.07039999999999999,0.0,2025-01-02
917.690175,586.61005,0.0,10451.58424074074,10749.55635324074,331.08012499999995,0.0,0.0,586.61005,0.0,331.08012499999995,0.0,0.0,0.0,37,0.8758,803.713055265,0.0,803.713055265,warmup,2025-01-03,917.690175,0.0,0.0,2025-01-02
911.4566666666666,560.9833333333333,0.0,10749.55635324074,10800.0,56.04849639917827,0.0,0.0,560.9833333333333,0.0,56.04849639917827,0.0,294.424836934155,0.0,38,0.8759,798.3448943333333,0.0,798.3448943333333,warmup,2025-01-03,911.4566666666666,0.0,0.0,2025-01-02
908.1007916666666,545.6809999999999,0.8755833333333333,10800.0,10800.0,0.0,0.0,0.8755833333333333,544.8054166666666,0.0,0.0,0.0,363.29537500000004,0.0,39,0.8601,781.0574909124999,0.0,781.0574909124999,warmup,2025-01-03,909.081275,0.9804833333333333,0.0,2025-01-02
910.6667916666665,577.0283166666666,0.0,10800.0,10800.0,0.0,0.0,0.0,577.0283166666666,0.0,0.0,0.0,333.63847499999997,0.0,40,0.8442,768.7849055249999,0.0,768.7849055249999,warmup,2025-01-03,910.6667916666665,0.0,0.0,2025-01-02
913.733125,631.2016666666666,1.6937499999999999,10800.0,10800.0,0.0,0.0,1.6937499999999999,629.5079166666666,0.0,0.0,0.0,284.2252083333334,0.0,41,0.8334,761.505186375,0.0,761.505186375,warmup,2025-01-03,914.5425,0.809375,0.0,2025-01-02
888.0220749999999,649.1770333333333,31.512733333333333,10800.0,10800.0,0.0,0.0,31.512733333333333,617.6642999999999,0.0,0.0,0.0,270.35777499999995,0.0,42,0.8092,718.5874630899999,0.0,718.5874630899999,warmup,2025-01-03,918.7182083333332,30.696133333333332,0.0,2025-01-02
859.4041083333333,650.8262166666666,73.67421666666667,10800.0,10800.0,0.0,0.0,73.67421666666667,577.1519999999999,0.0,0.0,0.0,282.25210833333335,0.0,43,0.7972,685.1169551633333,0.0,685.1169551633333,warmup,2025-01-03,931.6639583333333,72.25985,0.0,2025-01-02
805.3497916666665,652.3216666666666,117.24374999999999,10800.0,10800.0,0.0,0.0,117.24374999999999,535.0779166666666,0.0,0.0,0.0,270.2718749999999,0.0,44,0.7644,615.6093807499999,0.0,615.6093807499999,warmup,2025-01-03,920.2216666666666,114.87187499999999,0.0,2025-01-02
1540.3321833333332,649.5451166666667,162.05939999999998,10800.0,10800.0,0.0,0.0,162.05939999999998,487.4857166666667,0.0,0.0,0.0,1052.8464666666664,0.0,45,0.6899,1062.6751732816665,0.0,1062.6751732816665,warmup,2025-01-03,867.6139083333333,160.6150583333333,0.0,2025-01-02
775.68755,653.0534666666666,206.98041666666666,10800.0,10800.0,0.0,0.0,206.98041666666666,446.07304999999997,0.0,0.0,0.0,329.6145,0.0,46,0.86,667.091293,0.0,667.091293,warmup,2025-01-03,985.13925,209.4517,0.0,2025-01-02
116.09375,670.93,254.88124999999997,10800.0,10466.716666666667,0.0,299.955,254.88124999999997,116.09375,0.0,0.0,0.0,0.0,0.0,47,1.1617,134.866109375,0.0,134.866109375,warmup,2025-01-03,1210.1458333333333,260.71875,0.0,2025-01-02
102.6084166666667,691.0543833333332,307.75635,10466.716666666667,10154.839314814815,0.0,280.68961666666655,307.75635,102.6084166666667,0.0,0.0,0.0,0.0,0.0,48,1.1683,119.87741319166669,0.0,119.87741319166669,warmup,2025-01-03,1249.0928833333332,313.1511333333333,0.0,2025-01-02
10.117716666666638,651.01695,347.8594833333333,10154.839314814815,9829.239592592592,0.0,293.03975,347.8594833333333,10.117716666666638,0.0,0.0,0.0,0.0,0.0,49,1.0956,11.084970379999968,0.0,11.084970379999968,warmup,2025-01-03,1206.6264583333332,363.1754083333333,0.0,2025-01-02
-0.0,587.3699999999999,382.15625,9829.239592592592,9601.224314814814,0.0,205.2137499999999,382.15625,-0.0,0.0,0.0,0.0,0.0,0.0,50,1.0849,-0.0,0.0,0.0,warmup,2025-01-03,1197.7291666666665,413.4875,0.0,2025-01-02
-0.0,614.941,436.74098333333336,9601.224314814814,9403.224296296296,0.0,178.20001666666667,436.74098333333336,-0.0,0.0,0.0,0.0,0.0,0.0,51,1.061,-0.0,0.0,0.0,warmup,2025-01-03,1226.1058166666667,468.64231666666666,0.0,2025-01-02
-0.0,714.1223833333333,495.9123833333333,9403.224296296296,9160.76874074074,0.0,218.21000000000004,495.9123833333333,-0.0,0.0,0.0,0.0,0.0,0.0,52,1.043,-0.0,0.0,0.0,warmup,2025-01-03,1225.4794083333331,514.1572583333333,0.0,2025-01-02
-0.0,792.2566666666667,543.875,9160.76874074074,8884.78911111111,0.0,248.38166666666666,543.875,-0.0,0.0,0.0,0.0,0.0,0.0,53,1.036,-0.0,0.0,0.0,warmup,2025-01-03,1197.7116666666666,551.51875,0.0,2025-01-02
-0.0,765.2096333333334,578.5894,8884.78911111111,8677.433296296294,0.0,186.62023333333343,578.5894,-0.0,0.0,0.0,0.0,0.0,0.0,54,1.0147,-0.0,0.0,0.0,warmup,2025-01-03,1202.4610916666666,595.7205166666666,0.0,2025-01-02
-0.0,731.9296999999999,610.2687,8677.433296296294,8542.254407407405,0.0,121.66099999999994,610.2687,-0.0,0.0,0.0,0.0,0.0,0.0,55,0.9922,-0.0,0.0,0.0,warmup,2025-01-03,1195.28615,633.5270166666667,0.0,2025-01-02
-0.0,749.3733333333332,651.0,8542.254407407405,8432.950703703702,0.0,98.37333333333322,651.0,-0.0,0.0,0.0,0.0,0.0,0.0,56,0.97,-0.0,0.0,0.0,warmup,2025-01-03,1176.8708333333334,666.171875,0.0,2025-01-02
487.1069000000001,778.8889333333333,706.2720666666667,8432.950703703702,8805.991733703702,414.4900333333335,0.0,706.2720666666667,72.61686666666662,0.0,414.4900333333335,0.0,0.0,0.0,57,0.9422,458.9521211800001,0.0,458.9521211800001,warmup,2025-01-03,1195.4253166666667,708.3184166666666,0.0,2025-01-02
356.5946166666658,756.3689666666667,759.8901333333333,8805.991733703702,9130.095938703702,360.11578333333244,0.0,756.3689666666667,0.0,3.521166666666659,356.5946166666658,0.0,0.0,0.0,58,0.9569,341.2253886883325,0.0,341.2253886883325,warmup,2025-01-03,1203.5162249999998,742.3677333333333,0.0,2025-01-02
-0.0,708.915,799.875,9130.095938703702,9211.959938703701,90.96000000000004,0.0,708.915,-0.0,90.96000000000004,0.0,0.0,0.0,0.0,59,0.9977,-0.0,0.0,0.0,warmup,2025-01-03,1187.5466666666666,766.0625,0.0,2025-01-02
-0.0,725.8533,822.2695833333333,9211.959938703701,9298.7345937037,96.41628333333335,0.0,725.8533,-0.0,96.41628333333335,0.0,0.0,0.0,0.0,60,0.9919,-0.0,0.0,0.0,warmup,2025-01-03,1181.5813749999998,797.6942083333333,0.0,2025-01-02
-0.0,760.2572833333334,818.2747166666666,9298.7345937037,9350.9502837037,58.0174333333332,0.0,760.2572833333334,-0.0,58.0174333333332,0.0,0.0,0.0,0.0,61,0.9588,-0.0,0.0,0.0,warmup,2025-01-03,1177.09175,842.0968166666667,0.0,2025-01-02
298.96124999999995,758.835,813.4499999999999,9350.9502837037,9669.1689087037,353.57624999999985,0.0,758.835,0.0,54.614999999999895,298.96124999999995,0.0,0.0,0.0,62,0.9549,285.4780976249999,0.0,285.4780976249999,warmup,2025-01-03,1175.1425,876.18125,0.0,2025-01-02
-0.0,714.9560333333334,846.1483,9669.1689087037,9787.241948703699,131.19226666666657,0.0,714.9560333333334,-0.0,131.19226666666657,0.0,0.0,0.0,0.0,63,0.9839,-0.0,0.0,0.0,warmup,2025-01-03,1188.1476499999999,871.4866916666666,0.0,2025-01-02
318.71447499999977,691.0286833333332,866.0402999999999,9787.241948703699,10231.5954312037,493.72609166666643,0.0,691.0286833333332,0.0,175.01161666666667,318.71447499999977,0.0,0.0,0.0,64,0.799,254.65286552499984,0.0,254.65286552499984,warmup,2025-01-03,1191.5131499999998,872.798675,0.0,2025-01-02
1122.830625,707.9533333333334,864.95625,10231.5954312037,10800.0,631.5606319958897,0.0,707.9533333333334,0.0,157.00291666666658,474.55771532922313,0.0,648.2729096707769,0.0,65,0.5025,564.2223890624999,0.0,564.2223890624999,warmup,2025-01-03,1176.9691666666668,887.471875,0.0,2025-01-02
1114.6259499999999,729.41995,885.9791833333334,10800.0,10800.0,0.0,0.0,729.41995,0.0,0.0,0.0,156.5592333333334,1114.6259499999999,0.0,66,0.4662,519.63861789,0.0,519.63861789,warmup,2025-01-03,1162.34855,881.0559333333333,0.0,2025-01-02
1123.9666666666665,726.0421333333334,918.99325,10800.0,10800.0,0.0,0.0,726.0421333333334,0.0,0.0,0.0,192.95111666666662,1123.9666666666665,0.0,67,0.5007,562.7701099999999,0.0,562.7701099999999,warmup,2025-01-03,1165.6683416666665,875.0350083333333,0.0,2025-01-02
1129.821458333333,715.375,955.3125,10800.0,10800.0,0.0,0.0,715.375,0.0,0.0,0.0,239.9375,1129.821458333333,0.0,68,0.4827,545.3648179374999,0.0,545.3648179374999,warmup,2025-01-03,1181.8849999999998,885.3968749999999,0.0,2025-01-02
1112.3249166666667,738.6277,997.35835,10800.0,10800.0,0.0,0.0,738.6277,0.0,0.0,0.0,258.73064999999997,1112.3249166666667,0.0,69,0.4785,532.247472625,0.0,532.247472625,warmup,2025-01-03,1182.9397083333333,903.9481249999999,0.0,2025-01-02
1068.7623416666665,754.7856166666667,1030.3739,10800.0,10800.0,0.0,0.0,754.7856166666667,0.0,0.0,0.0,275.5882833333334,1068.7623416666665,0.0,70,0.4662,498.257003685,0.0,498.257003685,warmup,2025-01-03,1142.4972833333331,907.068275,0.0,2025-01-02
1036.5964583333332,734.4033333333333,1038.6812499999999,10800.0,10800.0,0.0,0.0,734.4033333333333,0.0,0.0,0.0,304.27791666666656,1036.5964583333332,0.0,71,0.4432,459.41955033333323,0.0,459.41955033333323,warmup,2025-01-03,1091.5974999999999,888.3343749999999,0.0,2025-01-02
1057.59285,693.5735166666666,1020.7243333333332,10800.0,10800.0,0.0,0.0,693.5735166666666,0.0,0.0,0.0,327.1508166666666,1057.59285,0.0,72,0.4411,466.504206135,0.0,466.504206135,warmup,2025-01-03,1088.8930833333334,864.6335666666666,0.0,2025-01-02
1052.2409583333333,695.9230666666667,1014.9047999999999,10800.0,10800.0,0.0,0.0,695.9230666666667,0.0,0.0,0.0,318.9817333333332,1052.2409583333333,0.0,73,0.4551,478.8748601375,0.0,478.8748601375,warmup,2025-01-03,1080.3844083333333,861.4767833333333,0.0,2025-01-02
1022.9687499999999,722.0049999999999,1015.9624999999999,10800.0,10800.0,0.0,0.0,722.0049999999999,0.0,0.0,0.0,293.9575,1022.9687499999999,0.0,74,0.4463,456.5509531249999,0.0,456.5509531249999,warmup,2025-01-03,1066.7541666666666,877.11875,0.0,2025-01-02
1048.6045166666665,692.8008499999999,981.0365833333333,10800.0,10800.0,0.0,0.0,692.8008499999999,0.0,0.0,0.0,288.2357333333334,1048.6045166666665,0.0,75,0.4113,431.29103770499995,0.0,431.29103770499995,warmup,2025-01-03,1102.1123333333333,886.84115,0.0,2025-01-02
1066.844333333333,666.4078,931.0459833333332,10800.0,10800.0,0.0,0.0,666.4078,0.0,0.0,0.0,264.63818333333325,1066.844333333333,0.0,76,0.5682,606.1809501999999,0.0,606.1809501999999,warmup,2025-01-03,1123.9948249999998,890.483825,0.0,2025-01-02
233.6291666666666,668.125,897.39375,10800.0,10800.0,0.0,0.0,668.125,0.0,0.0,0.0,229.26874999999995,233.6291666666666,0.0,77,0.8279,193.42158708333326,0.0,193.42158708333326,warmup,2025-01-03,1121.5541666666666,887.925,0.0,2025-01-02
266.94393333333323,666.7382166666666,896.1923666666667,10800.0,10800.0,0.0,0.0,666.7382166666666,0.0,0.0,0.0,229.45415000000003,266.94393333333323,0.0,78,0.8636,230.5327808266666,0.0,230.5327808266666,warmup,2025-01-03,1142.872475,875.9285416666667,0.0,2025-01-02
283.36271666666664,675.4760666666666,906.7330666666667,10800.0,10800.0,0.0,0.0,675.4760666666666,0.0,0.0,0.0,231.25700000000006,283.36271666666664,0.0,79,0.8416,238.47806234666666,0.0,238.47806234666666,warmup,2025-01-03,1147.2594666666666,863.89675,0.0,2025-01-02
270.40458333333345,674.615,902.3625,10800.0,10800.0,0.0,0.0,674.615,0.0,0.0,0.0,227.74749999999995,270.40458333333345,0.0,80,0.8618,233.03466991666676,0.0,233.03466991666676,warmup,2025-01-03,1121.4108333333334,851.0062499999999,0.0,2025-01-02
272.2664083333333,631.4917833333333,869.7616666666665,10800.0,10800.0,0.0,0.0,631.4917833333333,0.0,0.0,0.0,238.26988333333327,272.2664083333333,0.0,81,0.8623,234.7753239058333,0.0,234.7753239058333,warmup,2025-01-03,1100.1118999999999,827.8454916666666,0.0,2025-01-02
303.4913333333333,635.4636499999999,835.1648499999999,10800.0,10800.0,0.0,0.0,635.4636499999999,0.0,0.0,0.0,199.70119999999997,303.4913333333333,0.0,82,0.9026,273.9312774666666,0.0,273.9312774666666,warmup,2025-01-03,1107.0960333333333,803.6047,0.0,2025-01-02
-0.0,682.5116666666667,811.75,10800.0,10800.0,0.0,0.0,682.5116666666667,-0.0,0.0,0.0,129.23833333333334,0.0,0.0,83,0.9754,-0.0,0.0,0.0,warmup,2025-01-03,1128.5583333333332,772.5062499999999,0.0,2025-01-02
-0.0,677.3462999999999,789.3217500000001,10800.0,10800.0,0.0,0.0,677.3462999999999,-0.0,0.0,0.0,111.97545000000014,0.0,0.0,84,1.0002,-0.0,0.0,0.0,warmup,2025-01-03,1126.8610083333333,720.8247333333334,0.0,2025-01-02
-0.0,655.4356833333333,756.4158,10800.0,10800.0,0.0,0.0,655.4356833333333,-0.0,0.0,0.0,100.98011666666673,0.0,0.0,85,0.9978,-0.0,0.0,0.0,warmup,2025-01-03,1106.23745,680.283925,0.0,2025-01-02
-0.0,648.6683333333333,714.84375,10800.0,10800.0,0.0,0.0,648.6683333333333,-0.0,0.0,0.0,66.1754166666667,0.0,0.0,86,1.0271,-0.0,0.0,0.0,warmup,2025-01-03,1089.0591666666664,652.6843749999999,0.0,2025-01-02
