strategy,window,period,date,issue_hour,plan_version,chosen_source,candidate_count,chosen_score,scenario_mean,scenario_cvar,increase_kwh,decrease_kwh,adjustment_cost,decision_adjustment_cost,changed,price_bias,solver
rolling_margin_mean14,dev_april,development,2025-04-21,6,1,margin,2,25518.907815891173,25518.907815891173,25518.907815891173,5.684341886080801e-13,8250.07978123457,2114.1600014123655,2043.0564573757351,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-21,12,2,margin,2,22184.303026591446,22184.303026591446,22184.303026591446,516.8918251111144,1.1368683772161603e-13,199.16289548802393,189.34749775467824,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-21,18,3,margin,2,18402.000928195517,18402.000928195517,18402.000928195517,0.0,6.388811333331745,4.001588348565667,3.8755085993617335,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-22,6,1,margin,2,28179.578140415833,28179.578140415833,28179.578140415833,5338.598553119333,0.0,1527.538519388143,1300.3168531612482,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-22,12,2,margin,2,24299.565455352735,24299.565455352735,24299.565455352735,1.1368683772161603e-13,3488.775440351171,930.383726115751,784.6477958258836,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-22,18,3,keep_previous,2,18597.71080307799,18597.71080307799,18597.71080307799,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-23,6,1,margin,2,25884.797651359004,25884.797651359004,25884.797651359004,4258.975119745548,0.0,1156.7824275084906,964.1754020222501,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-23,12,2,margin,2,23345.90546025502,23345.90546025502,23345.90546025502,0.0,1171.049130293544,274.3589359174101,233.4026296516466,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-23,18,3,keep_previous,2,18555.663891256143,18555.663891256143,18555.663891256143,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-24,6,1,margin,2,24142.406114793757,24142.406114793757,24142.406114793757,65.74109772555636,2058.48609211111,472.0009092894556,412.60140744854607,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-24,12,2,margin,2,22946.02359103596,22946.02359103596,22946.02359103596,690.8831840522223,0.0,296.25540358290505,272.9322659967031,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-24,18,3,margin,2,18606.849868836354,18606.849868836354,18606.849868836354,0.0,47.53958166666615,29.547242370027462,28.8578320955473,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-25,6,1,margin,2,6772.461787758278,6772.461787758278,6772.461787758278,1.6480452222192525,175.38914577777774,52.22340923306536,72.7866012520839,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-25,12,2,margin,2,12080.366931765591,12080.366931765591,12080.366931765591,0.0,518.7599059999997,170.51249362878872,223.83744960932052,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-25,18,3,keep_previous,2,11222.429778990856,11222.429778990856,11222.429778990856,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-26,6,1,margin,2,6504.643785046718,6504.643785046718,6504.643785046718,2.0463630789890885e-12,252.96205655555815,90.10987137997375,112.62971778632237,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-26,12,2,margin,2,12530.53505518944,12530.53505518944,12530.53505518944,303.5044188888892,1.0800249583553523e-12,101.29500623136698,129.5291476197844,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-26,18,3,keep_previous,2,11320.841985199222,11320.841985199222,11320.841985199222,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-27,6,1,margin,2,25344.27513013171,25344.27513013171,25344.27513013171,1530.8603117231078,31.336888222222115,500.78459065389967,464.5662850688182,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-27,12,2,margin,2,23485.57319471053,23485.57319471053,23485.57319471053,166.8823696822185,2459.746764960217,580.7624490411845,574.3977233727853,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-27,18,3,margin,2,18552.362105402226,18552.362105402226,18552.362105402226,28.224493858514165,4.547473508864641e-13,17.63641625243935,17.222553116898204,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-28,6,1,margin,2,29540.595528587364,29540.595528587364,29540.595528587364,479.0395260644731,155.30096700000092,193.3693695333336,143.25485463890809,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-28,12,2,margin,2,25164.310173925594,25164.310173925594,25164.310173925594,16.451796636663403,4003.7264253415588,1206.741515977141,966.0014839565792,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-28,18,3,margin,2,18483.84693525286,18483.84693525286,18483.84693525286,0.0,8.244660999999496,5.245256434738565,5.005360366040167,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-29,6,1,margin,2,24525.95155161106,24525.95155161106,24525.95155161106,578.266214476668,3237.107200068587,958.7342682869026,854.2935595079167,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-29,12,2,margin,2,23797.115206382477,23797.115206382477,23797.115206382477,219.95469635236464,1435.571875111106,342.3055056245993,317.8656410311925,1,0.0,MILP
rolling_margin_mean14,dev_april,development,2025-04-29,18,3,margin,2,18687.808676434557,18687.808676434557,18687.808676434557,2.5326438888912435,1.1368683772161603e-13,1.566881863229393,1.528818588107064,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-30,6,1,margin,2,23278.777852101117,23278.777852101117,23278.777852101117,62.08945228948899,164.29727988888965,93.74308127465365,85.39331751413745,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-30,12,2,margin,2,21580.303536788877,21580.303536788877,21580.303536788877,0.0,1176.1803238230432,456.09375944741134,434.7732950051643,1,0.0,LP
rolling_margin_mean14,dev_april,development,2025-04-30,18,3,margin,2,18582.511913390987,18582.511913390987,18582.511913390987,15.242146555552495,0.0,9.384989611636987,9.156558345277922,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-08,6,1,margin,2,38714.532102516125,38714.532102516125,38714.532102516125,2179.302841289328,4980.667722849874,2330.937064519232,1980.237726792076,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-08,12,2,margin,2,34051.06277749995,34051.06277749995,34051.06277749995,0.8257166333317514,2313.9031334938313,685.4691622932348,555.7017811185979,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-08,18,3,margin,2,24740.588773952146,24740.588773952146,24740.588773952146,1.3539724922190999,0.0,0.8945019269845482,0.8714408740724309,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-09,6,1,margin,2,41911.091622306194,41911.091622306194,41911.091622306194,0.0,7358.983918246911,2901.6647239659023,2475.365589993652,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-09,12,2,margin,2,35464.1871251067,35464.1871251067,35464.1871251067,426.63252113292265,406.76612510973894,336.47074190604286,281.43803280480586,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-09,18,3,margin,2,24771.748189621838,24771.748189621838,24771.748189621838,11.369197763334114,0.0,7.837356478154372,7.327894605523825,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-10,6,1,margin,2,40495.10433951216,40495.10433951216,40495.10433951216,298.56077711111425,1989.5172446337392,847.6953868018134,699.654166004053,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-10,12,2,margin,2,36731.97537708329,36731.97537708329,36731.97537708329,1710.2693022825745,0.0,697.6600952381142,570.510002909245,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-10,18,3,margin,2,25059.72195803068,25059.72195803068,25059.72195803068,0.0,33.46926199999973,22.12151723062202,21.011360040935127,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-11,6,1,margin,2,45722.06335875212,45722.06335875212,45722.06335875212,857.3816788558079,1638.1000036419698,1134.4160972641212,998.7075271785525,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-11,12,2,margin,2,38258.48888162817,38258.48888162817,38258.48888162817,558.890172975305,1217.9372936666614,861.7149305497476,752.174378622265,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-11,18,3,margin,2,25136.161424839265,25136.161424839265,25136.161424839265,0.0,4.9312960576108935,3.2716017007625338,3.1330246429244095,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-12,6,1,margin,2,44142.03120331331,44142.03120331331,44142.03120331331,407.54526475889224,1183.8542750438937,650.4861783345972,582.3743810138674,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-12,12,2,margin,2,37968.10870440055,37968.10870440055,37968.10870440055,0.0,2483.1266184337837,998.5282101449782,850.6418728227579,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-12,18,3,margin,2,25228.660388987453,25228.660388987453,25228.660388987453,15.121044333334453,0.0,9.880452840856316,9.443765307763417,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-13,6,1,margin,2,14393.02755465943,14393.02755465943,14393.02755465943,3.410605131648481e-13,1115.2825816666661,383.92001068866074,475.9702893851306,1,0.0,MILP
rolling_margin_mean14,val_june,validation,2025-06-13,12,2,margin,2,18705.07847654703,18705.07847654703,18705.07847654703,909.4502026666651,1.1368683772161603e-13,336.8624308659936,411.78706040533876,1,0.0,MILP
rolling_margin_mean14,val_june,validation,2025-06-13,18,3,margin,2,17118.496337910092,17118.496337910092,17118.496337910092,82.26062119333494,2.2737367544323206e-13,47.2916311240484,52.16057853489534,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-14,6,1,margin,2,15138.132622286514,15138.132622286514,15138.132622286514,9.663381206337363e-13,85.8585187215362,34.80347493700647,42.86896785332388,1,0.0,MILP
rolling_margin_mean14,val_june,validation,2025-06-14,12,2,margin,2,20584.51963907929,20584.51963907929,20584.51963907929,0.0,748.3125496118005,271.1416955176071,334.05114419979753,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-14,18,3,margin,2,17845.110632006763,17845.110632006763,17845.110632006763,318.70737281666953,0.0,184.75727272009723,202.84017096467355,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-15,6,1,margin,2,45796.04321351754,45796.04321351754,45796.04321351754,3612.7580068327707,136.94478088888923,1269.816315367349,1178.1916831155932,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-15,12,2,margin,2,38908.552564683836,38908.552564683836,38908.552564683836,0.2911041111109398,1201.7706771728353,385.29451676989123,359.4186888905855,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-15,18,3,margin,2,26372.194713295798,26372.194713295798,26372.194713295798,0.0,30.638715315500917,20.480546483748057,19.66790702482728,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-16,6,1,margin,2,46328.04125551138,46328.04125551138,46328.04125551138,1579.7925679566597,56.63632344444454,576.1113681812976,516.6712920035824,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-16,12,2,margin,2,39218.7720154172,39218.7720154172,39218.7720154172,0.20077077777762042,2083.86312891632,917.5485508613256,828.0989588852339,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-16,18,3,margin,2,26282.904233056237,26282.904233056237,26282.904233056237,28.843191666667735,0.0,18.85343158319516,18.22054964989156,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-17,6,1,margin,2,50093.65994226924,50093.65994226924,50093.65994226924,3039.667049661766,118.23566711111198,1312.2182152324112,1212.3659954118639,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-17,12,2,margin,2,42296.13767892453,42296.13767892453,42296.13767892453,0.19803744444436688,3448.1065889020547,1462.6184465012616,1271.8759934260488,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-17,18,3,margin,2,26419.15987981236,26419.15987981236,26419.15987981236,0.06045666666682337,0.9571883333317146,0.6910518922767925,0.6707292396696571,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-18,6,1,margin,2,50316.3036744841,50316.3036744841,50316.3036744841,3132.0443658035942,0.0,1304.19672107076,1180.2524881460668,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-18,12,2,margin,2,41614.732699415516,41614.732699415516,41614.732699415516,19.582463908888712,6252.806367002497,2489.066821442966,2226.6908153441955,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-18,18,3,margin,2,26322.64938248545,26322.64938248545,26322.64938248545,0.0,35.437519777774355,23.34436564402548,22.66128640067713,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-19,6,1,margin,2,43932.36175339696,43932.36175339696,43932.36175339696,2164.8712412104264,5189.00890420432,2722.382619383652,2587.3205368870663,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-19,12,2,margin,2,38546.624211437105,38546.624211437105,38546.624211437105,1942.7588272407402,0.0,775.0035122060933,730.4024152255735,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-19,18,3,margin,2,26168.909108782856,26168.909108782856,26168.909108782856,22.977134122224584,0.0,15.037894766974347,14.47843889878412,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-20,6,1,margin,2,16184.829788402527,16184.829788402527,16184.829788402527,3.979039320256561e-13,599.059623777777,228.62098046703906,287.9739839451549,1,0.0,MILP
rolling_margin_mean14,val_june,validation,2025-06-20,12,2,margin,2,21558.30861600118,21558.30861600118,21558.30861600118,29.47296262333505,3.410605131648481e-13,8.84555608658281,11.905977261123834,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-20,18,3,margin,2,17979.92108780582,17979.92108780582,17979.92108780582,0.0,24.134226666664006,13.879122235331819,15.319970667028056,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-21,6,1,margin,2,15810.804932462957,15810.804932462957,15810.804932462957,115.12317466666585,235.16463635665315,124.82633330191413,166.38382034762984,1,0.0,MILP
rolling_margin_mean14,val_june,validation,2025-06-21,12,2,margin,2,21517.617039164543,21517.617039164543,21517.617039164543,46.07814571221006,3.410605131648481e-13,12.87002909988076,18.81720339345301,1,0.0,LP
rolling_margin_mean14,val_june,validation,2025-06-21,18,3,margin,2,18320.66713586502,18320.66713586502,18320.66713586502,0.0,72.22164333333149,41.740243402915574,45.64200173043334,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-18,6,1,margin,2,43959.69820527115,43959.69820527115,43959.69820527115,0.0,246.90122504526335,152.6623696565225,138.0800209179736,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-18,12,2,margin,2,42119.70120416891,42119.70120416891,42119.70120416891,5.933031843596837e-13,2635.174439268863,811.4000374674655,716.0723719441445,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-18,18,3,margin,2,32119.063091578562,32119.063091578562,32119.063091578562,0.0,9.25646199999926,6.57538783286614,6.393918941672499,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-19,6,1,margin,2,41944.990891822374,41944.990891822374,41944.990891822374,0.0,3749.815328657076,1329.8064921791474,1170.726581418569,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-19,12,2,margin,2,41823.687990991704,41823.687990991704,41823.687990991704,1635.1574061604947,1571.765768240051,1068.7713020485073,931.3182831367415,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-19,18,3,margin,2,31998.652991612507,31998.652991612507,31998.652991612507,6.97313866666741,0.0,4.610198116144961,4.649286883078277,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-20,6,1,margin,2,46570.181255407275,46570.181255407275,46570.181255407275,1167.9255136459687,5815.775424820298,2250.6834789605887,1915.7775242394914,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-20,12,2,margin,2,40559.96746891299,40559.96746891299,40559.96746891299,4.758088271113138,1889.9824887037087,489.306600021103,391.3035285933731,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-20,18,3,margin,2,31823.937639537846,31823.937639537846,31823.937639537846,8.198654231110254,0.0,6.874996250800352,6.448796553138305,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-21,6,1,margin,2,43630.033294622976,43630.033294622976,43630.033294622976,441.2189597377802,6128.071605161865,1896.8002577539492,1630.1867860095635,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-21,12,2,margin,2,41097.91030095905,41097.91030095905,41097.91030095905,229.67448842546193,1536.7803741111106,483.5409451012987,345.7530481594413,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-21,18,3,margin,2,31663.79567861643,31663.79567861643,31663.79567861643,0.0,27.947219337779984,20.055851700804542,18.971161975518076,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-22,6,1,margin,2,19226.673997792022,19226.673997792022,19226.673997792022,0.0,1496.4572510000012,524.0230730908938,660.6361652117171,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-22,12,2,margin,2,24990.424635182164,24990.424635182164,24990.424635182164,154.3514424144459,6.821210263296962e-13,55.087596276654025,69.00027683657011,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-22,18,3,margin,2,22066.042753559894,22066.042753559894,22066.042753559894,35.09578166666654,0.0,21.759507283594367,23.569863089388797,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-23,6,1,margin,2,19906.94125791473,19906.94125791473,19906.94125791473,524.4732400000021,2.8421709430404007e-13,206.46020522290115,257.8372658013411,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-23,12,2,margin,2,25520.077804902623,25520.077804902623,25520.077804902623,169.96024988889252,4.547473508864641e-13,62.701254472074154,77.73538870284752,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-23,18,3,margin,2,22286.98974426382,22286.98974426382,22286.98974426382,0.0,10.683761333333791,6.568356442755862,7.226511170465409,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-24,6,1,margin,2,41289.01051883775,41289.01051883775,41289.01051883775,0.0,6132.866428213976,2131.9066686984597,1900.2709229727975,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-24,12,2,margin,2,41850.06919108459,41850.06919108459,41850.06919108459,2983.104824406037,0.0,1336.893588563478,1178.3523419340074,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-24,18,3,margin,2,31620.472874154973,31620.472874154973,31620.472874154973,0.0,41.977905333332615,29.80907836877718,28.376252721147043,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-25,6,1,margin,2,50392.91762051446,50392.91762051446,50392.91762051446,22.54849276110656,15173.332224187918,5210.436929128358,4431.372340625542,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-25,12,2,margin,2,42680.729019469334,42680.729019469334,42680.729019469334,0.0,2960.220739632165,1106.2449520891983,936.9744277204362,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-25,18,3,margin,2,31322.577860695663,31322.577860695663,31322.577860695663,16.48533766666617,0.0,11.635366016916254,11.276866495821018,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-26,6,1,margin,2,44389.26965506622,44389.26965506622,44389.26965506622,1703.912753314142,0.0,429.896107138195,382.7761858488045,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-26,12,2,margin,2,41423.63732877125,41423.63732877125,41423.63732877125,0.0,3512.2897153278445,1087.6024508802127,978.1671207428022,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-26,18,3,margin,2,31389.755741545458,31389.755741545458,31389.755741545458,5.6892399999997,0.01804366666669921,4.255330031083082,4.139814945893001,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-27,6,1,margin,2,48850.37407620733,48850.37407620733,48850.37407620733,7025.5129700926445,0.0,2221.6092025559856,1950.3795776416835,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-27,12,2,margin,2,43441.368750621594,43441.368750621594,43441.368750621594,0.6299511111113594,4834.181786594697,1338.1597626376586,1242.7701479555642,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-27,18,3,margin,2,31132.42912770448,31132.42912770448,31132.42912770448,12.477211333333571,0.0,8.800357100966835,8.614951437670804,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-28,6,1,margin,2,47357.648711502676,47357.648711502676,47357.648711502676,6436.527608823046,77.36623244444445,2481.1743532197106,2111.2373201673695,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-28,12,2,margin,2,40304.86335876417,40304.86335876417,40304.86335876417,0.0,2317.9065162743505,856.5586691189209,738.9521664719618,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-28,18,3,margin,2,30989.815736513745,30989.815736513745,30989.815736513745,2.7010926666653177,0.0,1.988892708065638,1.9458674671958176,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-29,6,1,margin,2,20230.23629782706,20230.23629782706,20230.23629782706,1.1368683772161603e-13,1830.126494999999,651.4105425399996,817.3697661146459,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-29,12,2,margin,2,25756.60638050446,25756.60638050446,25756.60638050446,907.7957681111127,3.410605131648481e-13,331.54141423091727,416.00441169719045,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-29,18,3,margin,2,21645.143908324655,21645.143908324655,21645.143908324655,1.9329297777776446,4.46460711111024,3.9866436380827097,4.370269378791779,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-30,6,1,margin,2,19466.232352649244,19466.232352649244,19466.232352649244,79.03228764555678,805.2843245514413,263.0104773610749,319.43016987042387,1,0.0,MILP
rolling_margin_mean14,val_august,validation,2025-08-30,12,2,margin,2,25180.227185970478,25180.227185970478,25180.227185970478,2.266212222223146,431.65028031222374,153.55431170129572,195.2657827374829,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-30,18,3,margin,2,21682.48229890876,21682.48229890876,21682.48229890876,0.0,21.408650999998883,13.50274617153257,14.598673918050403,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-31,6,1,margin,2,42616.410507435205,42616.410507435205,42616.410507435205,1033.625071264705,73.3311215061716,321.22290019134925,266.1320507884922,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-31,12,2,margin,2,39092.32517724097,39092.32517724097,39092.32517724097,0.6100566666663099,2122.9409277160507,803.4818921835788,697.2788125319471,1,0.0,LP
rolling_margin_mean14,val_august,validation,2025-08-31,18,3,margin,2,31080.747404285885,31080.747404285885,31080.747404285885,9.403753963334111,0.0,7.762798896732309,7.423894320860864,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-10,6,1,margin,2,39850.58684307872,39850.58684307872,39850.58684307872,0.4214406211064272,5331.784459163806,1604.1994102610984,1364.140675893918,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-10,12,2,margin,2,37057.741517652306,37057.741517652306,37057.741517652306,2095.228718229028,0.0,742.9676856621602,666.4182813522372,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-10,18,3,margin,2,26850.55015910998,26850.55015910998,26850.55015910998,0.0,4.6574589999984255,3.070384309615635,3.0978554262549003,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-11,6,1,margin,2,38561.23923341081,38561.23923341081,38561.23923341081,61.99728366666841,9784.045338271608,2485.653915770448,2339.8513878903677,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-11,12,2,margin,2,33882.86572527381,33882.86572527381,33882.86572527381,50.05122344444317,1112.75697135391,267.9989320979669,267.4159607239916,1,0.0,MILP
rolling_margin_mean14,eval_september,evaluation,2025-09-11,18,3,margin,2,26581.52381712561,26581.52381712561,26581.52381712561,2.9688763333333554,0.0,1.9683102561000143,1.9543456391773963,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-12,6,1,margin,2,18011.194335013206,18011.194335013206,18011.194335013206,2.6147972675971687e-12,684.0777155555576,222.86340690456848,292.59723561564374,1,0.0,MILP
rolling_margin_mean14,eval_september,evaluation,2025-09-12,12,2,margin,2,22212.117621374487,22212.117621374487,22212.117621374487,825.4473377777772,2.6147972675971687e-12,262.8061145924231,345.9611971342255,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-12,18,3,keep_previous,2,18031.808723245776,18031.808723245776,18031.808723245776,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-13,6,1,margin,2,18066.62529856308,18066.62529856308,18066.62529856308,1.1368683772161603e-13,170.4799289382686,67.07603514767624,83.90948856025189,1,0.0,MILP
rolling_margin_mean14,eval_september,evaluation,2025-09-13,12,2,margin,2,21602.124002734072,21602.124002734072,21602.124002734072,184.27160393827023,1.1368683772161603e-13,64.40680464287752,79.25386493073745,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-13,18,3,margin,2,17970.548361755595,17970.548361755595,17970.548361755595,3.9680139999980497,0.0,2.2450986321989115,2.538440692403512,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-14,6,1,margin,2,40718.89420333773,40718.89420333773,40718.89420333773,0.0,7207.425527053495,2380.693177862171,2130.5343798156255,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-14,12,2,margin,2,35565.90144138892,35565.90144138892,35565.90144138892,155.7805218724248,1419.4281508120755,388.1958226201345,282.51269990665,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-14,18,3,margin,2,25739.73525915063,25739.73525915063,25739.73525915063,9.293998111110568,0.0,6.1031139502885186,5.956196825723454,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-15,6,1,margin,2,34460.23482403332,34460.23482403332,34460.23482403332,900.9784753500018,2.2737367544323206e-13,268.2415973334504,246.390974103397,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-15,12,2,margin,2,32440.532001647596,32440.532001647596,32440.532001647596,64.40616335666192,434.14925828806304,93.72661335775445,86.35006187055791,1,0.0,MILP
rolling_margin_mean14,eval_september,evaluation,2025-09-15,18,3,keep_previous,2,24496.379364958226,24496.379364958226,24496.379364958226,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-16,6,1,margin,2,39041.856985913524,39041.856985913524,39041.856985913524,135.1037880777833,5070.597091589765,1817.1146171987066,1529.6351996678375,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-16,12,2,margin,2,34479.37179183211,34479.37179183211,34479.37179183211,2.5417507388910963,3677.086786722909,940.2302954602476,725.4958824406519,1,0.0,MILP
rolling_margin_mean14,eval_september,evaluation,2025-09-16,18,3,keep_previous,2,24644.588840158307,24644.588840158307,24644.588840158307,0.0,0.0,0.0,0.0,0,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-17,6,1,margin,2,38198.17044806681,38198.17044806681,38198.17044806681,0.0,2714.0596554883327,875.6453671100294,786.1226193457895,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-17,12,2,margin,2,33054.660523500985,33054.660523500985,33054.660523500985,3.583045999999399,1642.539045524008,606.389873461573,550.004078745514,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-17,18,3,margin,2,24579.32728053417,24579.32728053417,24579.32728053417,5.986805333333791,0.0,3.9373261415114102,3.8165229303368005,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-18,6,1,margin,2,40467.85097048159,40467.85097048159,40467.85097048159,8585.438486599336,0.0,2227.2977868431717,1909.5549175940905,1,0.0,LP
rolling_margin_mean14,eval_september,evaluation,2025-09-18,12,2,margin,2,34342.72479259178,34342.72479259178,34342.72479259178,0.0,3904.9830093133305,1055.3543354874555,893.6036294313508,1,0.0,LP
