method,date,e_start,e_end,plan_kwh,emergency_kwh,plan_cost,emergency_cost,total_cost,paid_grid_spill_kwh,pv_spill_kwh,charge_kwh,discharge_kwh,inventory_adjusted_day_cost,emergency_slots,solver,solve_seconds,max_plan_audit,plan_mutual_count
fixed,2025-08-10,2869.44617649524,2500.6520375153477,73942.85717995767,0.0,55429.82353804141,0.0,55429.82353804141,4087.146404500882,1632.7605166666667,17106.557546694887,14188.22633790476,55711.51656876604,0,LP,0.005699300003470853,6.821210263296962e-13,0
fixed,2025-08-11,2500.6520375153477,2289.2204588984127,74617.201842107,33.49408876190466,54202.24824076047,296.1882269215229,54498.436467682,3778.4433157824774,2913.1836833333336,18884.757995657852,15486.942397238096,54658.20830797177,1,LP,0.0059588000003714114,9.094947017729282e-13,0
fixed,2025-08-12,2289.2204588984127,1887.89645171852,73019.29005576055,139.94738385904418,54045.93818900445,1172.7144024699119,55218.65259147436,1496.2024725020565,815.552983702531,18148.052315141682,15061.113981726674,55528.32774009961,2,LP,0.00845409999601543,9.592326932761353e-13,0
fixed,2025-08-13,1887.89645171852,2551.067970822224,73848.87978390252,6.093202761904649,54488.6276654384,52.591237252141845,54541.21890269054,3436.8167688841813,83.60906333450453,19035.33335396003,14821.765649514286,54032.00348071116,2,LP,0.00560500001301989,1.0231815394945443e-12,0
fixed,2025-08-14,2551.067970822224,2223.6360450793672,72195.20852765918,14.583475999999791,53471.51516067349,126.75957339199819,53598.27473406549,2257.0044343056984,495.24954688418825,20136.504064760727,16605.25702562476,53848.795560835744,1,LP,0.005782200023531914,9.094947017729282e-13,0
fixed,2025-08-15,2223.6360450793672,2439.303017005292,40300.665545307456,0.0,22796.093850480767,0.0,22796.093850480767,456.88571425514107,19950.526419524984,13365.401334003525,10631.874805809524,22669.69278615356,0,MILP,0.13199880000320263,7.958078640513122e-13,0
fixed,2025-08-16,2439.303017005292,2300.0465751185184,40126.33349648795,0.0,22875.210661984187,0.0,22875.210661984187,601.7702741410961,20292.48505463727,12779.624203900059,10476.826402857145,22956.34242241546,0,MILP,0.09840840002289042,1.1937117960769683e-11,0
fixed,2025-08-17,2300.0465751185184,2178.160729337569,72283.35089324343,69.64620009523753,53148.97559459777,578.1315273924239,53727.10712199019,2444.9977561269807,3263.2394506219853,18889.808058557323,15410.441788634282,53819.24185167447,3,LP,0.007522800005972385,8.668621376273222e-13,0
fixed,2025-08-18,2178.160729337569,2168.930028625398,72442.89799171193,132.611270952381,53395.62923482186,1115.5127389771433,54511.14197379901,2431.3564427783695,2044.6419833333339,19545.804476457368,15840.409256571427,54518.18319845576,5,LP,0.009109399979934096,8.668621376273222e-13,0
fixed,2025-08-19,2168.930028625398,1852.4128791502637,72283.00706105233,115.82866466666655,53193.5115401163,987.5119954816656,54181.02353559797,2148.776426036449,2802.007333333332,17975.0386888254,14844.64677247619,54421.140962472105,4,LP,0.00785550000728108,8.526512829121202e-13,0
fixed,2025-08-20,1852.4128791502637,1630.2109173555552,72871.02814889594,2099.437016692373,54088.80807922131,16170.35038621617,70259.15846543747,816.5785796907725,0.0,19490.406762348033,15987.211243117148,70432.41239032579,11,LP,0.00666280000586994,8.810729923425242e-13,0
fixed,2025-08-21,1630.2109173555552,1854.9618214603195,74223.70503470546,0.0,53980.209930799865,0.0,53980.209930799865,2773.6052160975864,1838.26615,18763.89142936978,14996.476244095238,53808.84045674491,0,LP,0.005599299998721108,9.094947017729282e-13,0
fixed,2025-08-22,1854.9618214603195,1486.6533281999998,40303.6915216214,36.176268870474175,22890.479933394883,73.87194103350826,22964.351874428394,74.96739666666656,16787.300608947677,13571.094888483243,11324.064503605714,23183.283190149043,1,MILP,0.13404089998221025,1.0231815394945443e-12,0
fixed,2025-08-23,1486.6533281999998,2018.5248978264526,40956.32355367901,0.0,22897.271353670483,0.0,22897.271353670483,293.5958798600827,15060.614300124631,13649.593742265726,10577.486518571428,22581.724250941155,0,MILP,0.14764179999474436,1.1368683772161603e-12,0
fixed,2025-08-24,2018.5248978264526,2100.0782866380923,76078.14630069723,0.0,55178.69278616475,0.0,55178.69278616475,4252.593057452084,4261.4937493356865,19774.062950766613,15943.592940190476,55116.96344607631,0,LP,0.005523700005142018,1.0231815394945443e-12,0
fixed,2025-08-25,2100.0782866380923,1707.2043083703695,76204.94830689124,194.44487727809246,55730.98425194171,1651.7392593657878,57382.72351130749,1420.112332058792,671.1679166666668,20466.38157483245,16931.35565605524,57686.86346393614,3,LP,0.005936900008236989,9.094947017729282e-13,0
fixed,2025-08-26,1707.2043083703695,2289.724857334393,77810.48083583773,0.0,55600.937990611346,0.0,55600.937990611346,5546.897169327447,2347.2462063786024,20332.897803845968,15945.378727047619,55158.236208261726,0,LP,0.005409999983385205,9.094947017729282e-13,0
fixed,2025-08-27,2289.724857334393,1885.1668969915347,76984.80180751321,16.225255619048085,55755.491352859244,134.3372614190515,55889.828614278296,3521.03750377895,2044.1890781892992,20451.335677925927,16929.684063428573,56200.548850022176,2,LP,0.006725599989295006,7.673861546209082e-13,0
fixed,2025-08-28,1885.1668969915347,1928.8909241407414,76463.18450198119,46.880709523809514,55516.81030758883,388.3171611380952,55905.127468726925,1669.2331361222814,0.0,21229.923513763664,17156.886421714284,55871.1471497353,3,LP,0.0053044999949634075,8.242295734817162e-13,0
fixed,2025-08-29,1928.8909241407414,1942.5849956095235,41237.63937088066,0.0,23169.69554602252,0.0,23169.69554602252,743.8070314285724,15221.776714796004,14234.26637017989,11517.431095523809,23161.505712433875,0,MILP,0.1395419999898877,1.3642420526593924e-12,0
fixed,2025-08-30,1942.5849956095235,1681.5598685100535,41316.22081616931,0.0,23595.195894540757,0.0,23595.195894540757,620.7335938142277,19944.003730018812,13019.4014389077,10780.637779904762,23748.99092058354,0,MILP,0.13479860001825728,3.9449332689400766e-12,0
fixed,2025-08-31,1681.5598685100535,2386.5437421291017,78295.30179552968,18.217386666666698,56085.99529330196,151.93133572333358,56237.92662902529,4536.673750079955,2629.044000000001,20351.015065925923,15849.836717142858,55700.80999047304,2,LP,0.007539600017480552,9.348077867343818e-13,0
fixed,2025-09-01,2386.5437421291017,5918.914784173546,78277.3543748054,0.0,50650.67006172973,0.0,50650.67006172973,12661.550195084075,5125.141433333333,19670.49618534038,12753.967972285713,48260.81131725604,0,LP,0.00829840000369586,9.094947017729282e-13,0
fixed,2025-09-02,5918.914784173546,5776.465304770369,73149.44187129807,0.0,47907.004493180495,0.0,47907.004493180495,12094.282413233403,3743.7384833333335,17799.31397996942,14545.648855238092,48003.669819594244,0,LP,0.008965700020780787,1.0231815394945443e-12,0
fixed,2025-09-03,5776.465304770369,5355.4068102677265,73170.78695317931,0.0,49425.69853988013,0.0,49425.69853988013,10465.156006085832,4573.8327403421545,15594.913693703711,13010.83273695238,49714.079397472524,0,LP,0.007879899989347905,9.094947017729282e-13,0
fixed,2025-09-04,5355.4068102677265,5488.736657341802,72223.4152738542,0.0,47894.09589494634,0.0,47894.09589494634,10490.035278429163,4339.372323201653,17623.396104509105,14154.953982285713,47803.258520128235,0,LP,0.005967999983113259,9.352518759442319e-13,0
fixed,2025-09-05,5488.736657341802,5722.927544496296,37072.25762534476,0.0,18697.766794913325,0.0,18697.766794913325,2437.5352106631376,25176.166120744267,12755.383309640214,10121.088682369525,18580.021178885614,0,MILP,0.13163040002109483,1.0231815394945443e-12,0
fixed,2025-09-06,5722.927544496296,6045.471719514287,36420.38629328666,0.0,18521.31144238178,0.0,18521.31144238178,2005.7340724761902,23895.505095730747,13198.808776650203,10400.745351570475,18357.09130111312,0,MILP,0.1393372000020463,2.0463630789890885e-12,0
fixed,2025-09-07,6045.471719514287,5744.8050480687825,69180.88367253261,0.0,45904.04061436576,0.0,45904.04061436576,8642.79858676072,2545.1657499999997,17381.766965295705,14349.831246190475,46109.51095596487,0,LP,0.008026099996641278,9.094947017729282e-13,0
fixed,2025-09-08,5744.8050480687825,4818.24473908995,66956.51651034567,0.0,45010.859369146565,0.0,45010.859369146565,3680.8696509758925,1441.7492716355073,17222.27543411523,14783.947379714284,45655.90401764875,0,LP,0.00847480000811629,9.094947017729282e-13,0
fixed,2025-09-09,4818.24473908995,4786.2408636984155,68009.24513644208,0.0,45067.93278599036,0.0,45067.93278599036,6438.9698468312745,5137.683702685483,17676.635832163425,14346.87851190476,45089.58964844843,0,LP,0.005415499996161088,9.094947017729282e-13,0
fixed,2025-09-10,4786.2408636984155,4596.088809841269,67698.08154233157,296.37601666666484,45826.57312729453,1550.4782996166568,47377.05142691118,3030.138715517931,0.0,20102.405483956492,16454.085290476192,47510.85025577729,4,LP,0.006317699997453019,9.094947017729282e-13,0
fixed,2025-09-11,4596.088809841269,4802.587337518519,69292.72779655732,0.0,45621.4232963086,0.0,45621.4232963086,7376.391981236923,4680.02805,18707.22793198706,14967.005949999997,45481.46737043639,0,LP,0.006988499982981011,8.952838470577262e-13,0
fixed,2025-09-12,4802.587337518519,5081.5353283544955,35096.85593575714,0.0,17573.089670070796,0.0,17573.089670070796,1114.4127548571428,19754.775256190474,12762.939647142855,10086.927922433333,17428.712640686383,0,MILP,0.12425210000947118,2.595470505184494e-10,0
fixed,2025-09-13,5081.5353283544955,5445.944860185186,35163.44751505238,0.0,17574.14102364605,0.0,17574.14102364605,725.114016449148,23648.584592557316,12919.362337184011,10136.714914471428,17388.341585455153,0,MILP,0.1144854000012856,3.637978807091713e-12,0
fixed,2025-09-14,5445.944860185186,4487.227906111115,68054.8780643198,0.0,45883.59070573429,0.0,45883.59070573429,5239.808548095237,146.7241269077006,18062.4520946502,15493.431455333332,46553.07773471662,0,LP,0.008890099998097867,1.0231815394945443e-12,0
fixed,2025-09-15,4487.227906111115,3986.774659746033,67434.65243069135,0.0,44723.64273783499,0.0,44723.64273783499,5790.8465656507915,3405.924111568486,19059.25811509112,15888.40699495238,45066.730337580244,0,LP,0.007605399994645268,7.105427357601002e-13,0
fixed,2025-09-16,3986.774659746033,3583.5142666084644,67472.52043429276,0.0,45423.07443436827,0.0,45423.07443436827,3415.045558430334,1430.3384217530897,18412.10960315696,15276.74313238095,45705.417954736775,0,LP,0.007794300006935373,7.673861546209082e-13,0
fixed,2025-09-17,3583.5142666084644,3671.113625460318,68723.97640009523,7.62916666666672,45735.48047756736,38.19542291666694,45773.67590048403,4892.949583912992,0.0,19998.41136780129,16119.87378495238,45712.33450419761,1,LP,0.008067000017035753,9.094947017729282e-13,0
fixed,2025-09-18,3671.113625460318,3584.4259127671953,68750.67448494297,0.0,45113.874370229845,0.0,45113.874370229845,4748.000187830686,1438.4827399271005,19400.83885232804,15792.698411809522,45173.93535599125,0,LP,0.00926890000118874,9.094947017729282e-13,0
fixed,2025-09-19,3584.4259127671953,4496.983348915345,35408.8122466549,0.0,17400.263404604873,0.0,17400.263404604873,656.0110295943559,15192.384391969425,13882.962188900648,10423.89768047619,16913.02446446428,0,MILP,0.10483570001088083,2.362159850438022e-12,0
fixed,2025-09-20,4496.983348915345,4610.873304386246,34562.68968055261,0.0,16697.63108239267,0.0,16697.63108239267,643.1293042857142,15593.405164015287,13569.581678918279,10888.8602,16637.415754585872,0,MILP,0.08897199999773875,3.637978807091713e-12,0
fixed,2025-09-21,4610.873304386246,3822.106488999998,70831.37160496414,0.0,47587.24739538965,0.0,47587.24739538965,6657.11060067372,3438.259664204584,16623.178897895355,14174.66504114286,48136.59538248837,0,LP,0.005857600015588105,9.094947017729282e-13,0
fixed,2025-09-22,3822.106488999998,2889.0253054285704,68842.22145939565,0.0,46003.90879754232,0.0,46003.90879754232,3110.8421889512074,2524.7006999999994,18065.430275396826,15472.771588285717,46660.75071354168,0,LP,0.005686199991032481,8.881784197001252e-13,0
fixed,2025-09-23,2889.0253054285704,2974.0764144920645,70776.06237700881,6.375,46548.66393116708,44.0799375,46592.74386866709,2958.7159434132855,1785.7420661846013,20235.883083791887,16314.519299714284,46532.90387513691,1,LP,0.007237399986479431,9.094947017729282e-13,0
fixed,2025-09-24,2974.0764144920645,3233.3594403386246,70894.04137726866,0.0,46520.51039064437,0.0,46520.51039064437,3342.43465225397,2406.5671193721405,20255.051486213986,16173.236980571426,46339.401521194326,0,LP,0.006028099975083023,8.952838470577262e-13,0
fixed,2025-09-25,3233.3594403386246,2893.9528272169327,70431.20292651029,13.417000000000144,46380.23964029831,92.745012500001,46472.98465279831,4195.933272362144,2653.2608166666664,18765.488891005287,15505.511953523808,46710.51731034586,1,LP,0.005350999999791384,8.100187187665142e-13,0
fixed,2025-09-26,2893.9528272169327,3653.2407765608486,35004.358981263955,0.0,16350.010853849994,0.0,16350.010853849994,946.4348542857149,12953.103163074658,14353.780576284538,10943.203112380952,15944.90605601666,0,MILP,0.1314575000142213,9.094947017729282e-13,0
fixed,2025-09-27,3653.2407765608486,3137.1929892539706,34235.348922427984,0.0,16642.058395182285,0.0,16642.058395182285,311.0802332040007,13944.104812698408,13912.129658430333,11733.26803190476,16920.577449238484,0,MILP,0.10016529998392798,6.912159733474255e-11,0
fixed,2025-09-28,3137.1929892539706,2897.8758116719587,71480.86296961199,0.0,47582.113573964496,0.0,47582.113573964496,4090.9689248195155,271.35809756026185,20243.64337047031,16612.73658990476,47752.1363132044,0,LP,0.007635399990249425,9.094947017729282e-13,0
fixed,2025-09-29,2897.8758116719587,2144.940691820105,70099.85886567783,23.424078666666674,46148.52683013156,129.4744840656668,46278.00131419723,2688.683453258086,1581.3867999999993,19847.17209975309,16753.85100866667,46811.8191378076,2,LP,0.0051558999984990805,8.881784197001252e-13,0
fixed,2025-09-30,2144.940691820105,2081.1562199312125,71530.55525278777,25.40606000000014,46764.77153326142,169.1535474800009,46933.92508074142,1737.026564372723,307.5607386490338,21824.238251575545,17735.039008476193,46979.4953784336,1,LP,0.005167600000277162,8.668621376273222e-13,0
fixed,2025-10-01,2081.1562199312125,4166.948901989416,71872.35151908171,0.0,44845.29861661154,0.0,44845.29861661154,9377.308309146383,7308.178746542035,19200.681664250445,13675.338734190476,43459.62310621299,0,LP,0.005478700011735782,9.094947017729282e-13,0
fixed,2025-10-02,4166.948901989416,4315.185996883599,68057.18524229746,0.0,43210.82801237114,0.0,43210.82801237114,7054.061891332151,5693.239083333334,18135.198766108177,14556.097615142859,43111.83898632818,0,LP,0.0052340999827720225,9.094947017729282e-13,0
fixed,2025-10-03,4315.185996883599,4794.395188380953,31428.220779194588,0.0,14022.707106315553,0.0,14022.707106315553,1114.8757133333334,19515.70974196355,13416.807113421515,10436.325489523808,13782.063525138561,0,MILP,0.11044739998760633,1.8189894035458565e-12,0
fixed,2025-10-04,4794.395188380953,4437.497424195768,31266.010692192827,0.0,14492.953733465927,0.0,14492.953733465927,1071.8366583833035,14902.707245661375,13245.74917148148,11050.264816666666,14681.127187388156,0,MILP,0.11346910000429489,1.5916157281026244e-12,0
fixed,2025-10-05,4437.497424195768,3984.5662593544976,65092.85239350969,0.0,42066.27435620858,0.0,42066.27435620858,3785.5332795332156,3540.9466666666663,18094.996994738383,15064.585614095238,42373.0468988114,0,LP,0.004975299991201609,8.668621376273222e-13,0
fixed,2025-10-06,3984.5662593544976,3065.925472269844,62401.00324768371,0.0,40784.367840229934,0.0,40784.367840229934,900.2364797683724,1012.8162223280335,18850.62107349206,16095.779777904761,41419.73712835966,0,LP,0.00532629998633638,9.094947017729282e-13,0
fixed,2025-10-07,3065.925472269844,3421.6165484761896,63511.27200930745,166.77396158190473,40905.19753116979,873.7685159893213,41778.96604715911,1523.6792596037633,133.43809838095075,20680.22970694179,16430.864094037144,41533.83153817999,3,LP,0.005126200005179271,7.958078640513122e-13,0
fixed,2025-10-08,3421.6165484761896,2982.4036231481496,61808.74017850911,0.0,39708.88227093117,0.0,39708.88227093117,1337.2544736696066,572.1341632039984,20084.986882968846,16664.131008000004,40009.57485132886,0,LP,0.007008099986705929,9.343636975245317e-13,0
fixed,2025-10-09,2982.4036231481496,2858.766811010584,63161.035099999994,0.0,40538.291644231576,0.0,40538.291644231576,1374.815940451502,2322.7216897695403,20077.836407207527,16374.320620761904,40622.614809210674,0,LP,0.00592789999791421,9.094947017729282e-13,0
fixed,2025-10-10,2858.766811010584,3083.5982159153423,30920.703841113456,0.0,13356.446355635519,0.0,13356.446355635519,16.241687714285717,18530.166354578487,14885.982198630212,11855.297316476192,13243.226037792836,0,MILP,0.10094380000373349,5.087485988042317e-12,0
fixed,2025-10-11,3083.5982159153423,3067.947803989422,31367.05210309936,0.0,13779.7227077616,0.0,13779.7227077616,391.7667278095243,14060.292435736626,14856.656457648442,12047.977101428569,13787.956330786783,0,MILP,0.09802249999484047,1.4779288903810084e-12,0
fixed,2025-10-12,3067.947803989422,2587.332660555554,64239.36140144973,16.539385904761957,40734.77964898714,83.06906570666693,40817.848714693806,1613.4706289406274,862.7628108312811,19459.289438630207,16194.57807438095,41149.333484887116,1,LP,0.007214299985207617,8.526512829121202e-13,0
fixed,2025-10-13,2587.332660555554,2714.0498346666677,65677.02382485714,0.0,42133.777461967155,0.0,42133.777461967155,2211.1734217001804,2491.51275,20173.141560299824,16226.199207142856,42046.57244510503,0,LP,0.0055074000265449286,8.633094239485217e-13,0
fixed,2025-10-14,2714.0498346666677,2669.1034350793648,65584.58023167313,235.44913424952188,42150.78712258446,1209.5001118839662,43360.28723446842,1123.3109002880663,0.0,20859.689168051733,16936.799985750476,43391.55914144529,3,LP,0.00554559999727644,9.094947017729282e-13,0
fixed,2025-10-15,2669.1034350793648,1877.2613729999996,65227.521254757194,82.41877927809992,41880.8835751956,542.0271019224241,42422.91067711802,327.12293898765404,0.0,19870.796320626687,16808.002875579044,42975.97276537736,1,LP,0.006186600017827004,8.171241461241152e-13,0
fixed,2025-10-16,1877.2613729999996,1983.1310390740737,67142.10880086772,906.5085313751318,43085.507911091176,5938.950998046339,49024.45890913752,550.5083216637265,325.00045483127633,21638.699506743094,17432.06390099524,48949.92679655845,2,LP,0.0055927000066731125,8.810729923425242e-13,0
fixed,2025-10-17,1983.1310390740737,2461.3484896878285,32693.403957305112,0.0,13869.29954406021,0.0,13869.29954406021,345.95337202586785,12955.858025206351,15563.144936072897,12175.751692666669,13615.87986265781,0,MILP,0.11387830000603572,6.821210263296962e-13,0
fixed,2025-10-18,2461.3484896878285,2813.3901539365074,32688.75229748619,0.0,14047.259868631205,0.0,14047.259868631205,231.17028752145683,13197.333101836568,15088.516545461496,11904.860903999997,13862.522044847989,0,MILP,0.10634290002053604,6.063298011819521e-12,0
fixed,2025-10-19,2813.3901539365074,1829.67459868934,69689.66063241857,0.0,45229.6344354064,0.0,45229.6344354064,1616.6040397577858,1094.2352253015952,20939.172809201642,17846.07397517578,45928.48994392064,0,LP,0.007047799997963011,7.673861546209082e-13,0
fixed,2025-10-20,1829.67459868934,2218.260201460318,72040.47455681549,362.067616497139,46518.167076587015,1915.7977989430271,48433.964875530044,3218.5785350205774,268.72754552381343,21709.08780846158,17234.63408236,48158.68524860904,4,LP,0.005532200011657551,8.100187187665142e-13,0
fixed,2025-10-21,2218.260201460318,2496.7347701957656,73046.32191367313,0.0,47925.23737793688,0.0,47925.23737793688,2205.36814653029,0.0,21724.975290952374,17346.602873809523,47725.91206945366,0,LP,0.006675699987681583,9.094947017729282e-13,0
fixed,2025-10-22,2496.7347701957656,1912.1319251851858,72705.8737397672,597.0722565885751,47143.853454012526,3130.098734518386,50273.95218853091,3302.9494567489796,997.8213855238082,20912.74218206584,17465.46372798285,50691.15729726371,5,LP,0.005581999983405694,9.094947017729282e-13,0
fixed,2025-10-23,1912.1319251851858,2160.6376195343964,73895.26313752263,0.0,47299.52693865088,0.0,47299.52693865088,4840.94366296062,1332.4472666666666,21677.47394551439,17335.098770952376,47124.77711312028,0,LP,0.0056468000111635774,9.094947017729282e-13,0
fixed,2025-10-24,2160.6376195343964,1775.9502686486762,32829.953293503815,0.0,13955.572610431604,0.0,13955.572610431604,128.32775666666714,11582.874192297471,16025.890756158722,13327.190128285714,14162.042967117364,0,MILP,0.13098489999538288,1.0231815394945443e-12,0
fixed,2025-10-25,1775.9502686486762,1975.088459222224,33937.878152839505,0.0,14749.001396816668,0.0,14749.001396816668,347.8072879729571,10979.810598525572,15961.069271007644,12749.241738,14641.733992466428,0,MILP,0.11706859999685548,1.1368683772161603e-12,0
fixed,2025-10-26,1975.088459222224,2284.7550705502645,74911.36574448133,0.0,48815.19095222732,0.0,48815.19095222732,4819.40140313859,1380.8473833333323,20463.710479723697,16296.905538380952,48595.7619656068,0,LP,0.0057305000082124025,8.668621376273222e-13,0
fixed,2025-10-27,2284.7550705502645,1942.6540249290974,74836.38996587183,12.14355095238102,48313.52360791879,63.75364250000035,48377.27725041879,5751.98212119576,1994.9516333333322,20299.521245723696,16750.50315009524,48618.323785295,1,LP,0.005241399980150163,9.094947017729282e-13,0
fixed,2025-10-28,1942.6540249290974,2126.9731359259254,75216.39332277718,0.0,49144.55801875757,0.0,49144.55801875757,4553.182684731334,482.9021547325101,21273.68201798001,17065.795234666668,49012.99841009247,0,LP,0.005742799985455349,7.531752999057062e-13,0
fixed,2025-10-29,2126.9731359259254,1376.450004880421,73890.0620274756,0.0,48580.945106742714,0.0,48580.945106742714,958.3835959000567,0.0,22604.697102718404,18985.275471142857,49126.02097404974,0,LP,0.006702400016365573,9.094947017729282e-13,0
fixed,2025-10-30,1376.450004880421,1656.7951126074117,75261.60539035156,3.641833333333352,49659.62233489325,18.13268816666676,49677.755023059915,4527.6848760094135,1659.5278999999996,21252.137898532626,16961.92110085714,49477.93501756658,1,LP,0.005074200016679242,1.0231815394945443e-12,0
fixed,2025-10-31,1656.7951126074117,1631.873669249736,33756.11986897119,0.0,14216.215031043599,0.0,14216.215031043599,13.791562000000226,6649.196888122285,16901.413953706047,13712.57460152381,14230.07034111683,0,MILP,0.11315600000671111,1.9326762412674725e-12,0
fixed,2025-11-01,1631.873669249736,1983.2339367894206,34438.673158413876,0.0,14363.34334517026,0.0,14363.34334517026,378.1142746701947,8006.56367794239,16809.118587801288,13299.161815333333,14172.15307119038,0,MILP,0.09612109998124652,2.0463630789890885e-12,0
fixed,2025-11-02,1983.2339367894206,1547.2247389333334,76120.59972433589,34.47413952380805,50245.81273716628,219.97948430141918,50465.792221467695,3227.591067509699,361.78296047266826,21903.811476918276,18134.495574374283,50780.599582503746,1,LP,0.006472300010500476,9.094947017729282e-13,0
fixed,2025-11-03,1547.2247389333334,1852.785531807405,77217.8299983128,0.0,51372.93885486607,0.0,51372.93885486607,2787.984712592593,627.54755,21170.330204211637,16872.96275182476,51151.430579042826,0,LP,0.004939900012686849,7.958078640513122e-13,0
fixed,2025-11-04,1852.785531807405,1420.1493729925926,77453.36779308764,58.4785716476199,51151.67411177466,325.28262941366256,51476.95674118832,5018.780467181659,1375.6909115285116,20666.7131348689,17129.41018217714,51787.513521491965,3,LP,0.007023300015134737,1.0231815394945443e-12,0
fixed,2025-11-05,1420.1493729925926,1298.881580148148,77002.12015033807,59.23207164381127,51127.628345067285,127.50716811357893,51255.13551318087,2591.6195165420427,640.3430038059914,22423.74025540623,18272.370620439047,51343.42574243919,3,LP,0.005822100007208064,7.602807272633072e-13,0
fixed,2025-11-06,1298.881580148148,1233.9055398000003,76968.7254918446,941.9262902704735,51485.812959858515,4697.027060984645,56182.84002084316,2250.155836990013,0.0,22891.525428623157,18600.614033498096,56230.503885610975,16,LP,0.005771700001787394,7.744915819785092e-13,0
fixed,2025-11-07,1233.9055398000003,1401.51753434074,34795.67257025396,77.3955191428559,14561.235977370732,394.4462633115652,14955.682240682298,686.6933900952381,7246.1192225773075,18268.120517390944,14646.326824,14862.828443189122,1,MILP,0.13166780001483858,1.8758328224066645e-12,0
fixed,2025-11-08,1401.51753434074,1594.1933949005306,34898.96380593651,0.0,14755.0654927176,0.0,14755.0654927176,414.399324482069,7230.901199975311,17310.77845776484,13848.322276285713,14648.013459944039,0,MILP,0.11449730000458658,2.5011104298755527e-12,0
fixed,2025-11-09,1594.1933949005306,1413.647793533335,78302.24097921458,70.68994670000018,52400.83034993718,370.84459985568463,52771.67494979287,2371.4188845149924,612.6961000000001,22128.893680509114,18086.894922442854,52903.344261526945,4,LP,0.005135699990205467,1.0231815394945443e-12,0
fixed,2025-11-10,1413.647793533335,1400.2953226518528,79120.22916316263,227.87751138285677,53668.50552208606,1305.893007851011,54974.39852993707,964.616729750729,175.25663399294197,22956.881234711353,18607.091023909525,54984.240310757334,5,LP,0.005197099992074072,9.094947017729282e-13,0
fixed,2025-11-11,1400.2953226518528,1420.7185107968264,79938.85284106174,0.0,53584.11480034218,0.0,53584.11480034218,3806.098184303349,426.71609999999976,21729.673793480302,17582.65490338857,53569.15536389917,0,LP,0.00531010000850074,7.958078640513122e-13,0
fixed,2025-11-12,1420.7185107968264,1526.6603444232837,80370.82565319147,0.0,54314.33174051018,0.0,54314.33174051018,4666.9057436214,463.5332000000002,22047.63847003292,17763.239510462852,54236.87177293138,0,LP,0.005432000005384907,1.0231815394945443e-12,0
fixed,2025-11-13,1526.6603444232837,1504.3181117555566,79976.04190712619,33.112612380950964,54925.787644063945,215.6127755185622,55141.400419582504,3333.478737978837,266.887333333333,21226.448110154022,17213.530978625717,55157.85955139975,1,LP,0.00596790001145564,6.821210263296962e-13,0
fixed,2025-11-14,1504.3181117555566,1979.310005857147,36174.70319469606,0.0,15372.247315217666,0.0,15372.247315217666,224.85273124632755,4527.856055894182,17873.928436126982,14050.389328571426,15103.320857664236,0,MILP,0.09990010000183247,1.2505552149377763e-12,0
fixed,2025-11-15,1979.310005857147,1752.0337451820112,35523.927679853026,0.0,15502.620718633761,0.0,15502.620718633761,617.4600146666694,3560.640739541451,17570.99286097824,14437.052851999999,15631.23436588254,0,MILP,0.10814820000086911,5.9117155615240335e-12,0
fixed,2025-11-16,1752.0337451820112,1602.4954659206353,81711.28202467019,0.0,56068.98266200151,0.0,56068.98266200151,2829.220869975309,270.2006666666666,22694.21345279012,18516.89734809524,56179.41995238589,0,LP,0.0050700000138022006,9.094947017729282e-13,0
fixed,2025-11-17,1602.4954659206353,1884.084252928045,82588.68523558494,0.0,56659.80063221076,0.0,56659.80063221076,5240.980700393887,269.16134999999986,21733.468123952964,17350.679272095233,56453.038609567826,0,LP,0.0056794999982230365,9.094947017729282e-13,0
fixed,2025-11-18,1884.084252928045,1745.0294754285728,81818.67626280776,0.0,56462.4816903261,0.0,56462.4816903261,2869.5791704326857,65.52776825513766,21674.562055453258,17681.544564666663,56565.34346415648,0,LP,0.005160800006706268,9.094947017729282e-13,0
fixed,2025-11-19,1745.0294754285728,1481.206291497355,82533.53147609875,1.3850000000001046,57798.0933043329,7.02818250000053,57805.121486832904,2936.655083046437,105.0795333333333,22959.532238195177,18834.661978476193,58001.96326215378,1,LP,0.005131399986566976,9.094947017729282e-13,0
fixed,2025-11-20,1481.206291497355,1643.1243265227545,83404.17385796002,0.0,57367.507298357334,0.0,57367.507298357334,4148.661672463247,94.43773333333331,22222.485196353915,17854.48677752381,57247.83995299392,0,LP,0.006247599987545982,9.094947017729282e-13,0
fixed,2025-11-21,1643.1243265227545,2095.4041912232824,36774.94251642915,0.0,16009.950958990394,0.0,16009.950958990394,578.9342032322147,3468.7206258871265,18188.693381119334,14325.78976047619,15752.43608975094,0,LP,0.004936500015901402,7.105427357601002e-13,0
fixed,2025-11-22,2095.4041912232824,1756.2375913439153,36299.08584568724,0.0,15872.703756571775,0.0,15872.703756571775,615.308423245152,2355.6199908300996,17966.19941142151,14857.871463142857,16067.04876205215,0,LP,0.005451600009109825,9.094947017729282e-13,0
fixed,2025-11-23,1756.2375913439153,1747.1255190455051,83952.23111437625,0.0,58287.484641415314,0.0,58287.484641415314,4139.622485406233,193.09595000000013,23134.827687922396,18747.411292285713,58294.26261083413,0,LP,0.005067499994765967,9.094947017729282e-13,0
