selector,target_date,history_start,history_end,candidate,score,chosen
load_scenario_selector,2025-03-20,2025-02-20,2025-03-19,mean7,41309.36431261037,0
load_scenario_selector,2025-04-17,2025-03-20,2025-04-16,fixed,34094.65909991068,0
load_scenario_selector,2025-04-17,2025-03-20,2025-04-16,blend25,34035.20146539227,0
load_scenario_selector,2025-04-17,2025-03-20,2025-04-16,blend50,34007.523753434936,0
load_scenario_selector,2025-04-17,2025-03-20,2025-04-16,blend75,34003.772745915645,0
load_scenario_selector,2025-04-17,2025-03-20,2025-04-16,mean14,33958.9995909496,1
load_scenario_selector,2025-04-17,2025-03-20,2025-04-16,mean7,34001.41394502595,0
load_scenario_selector,2025-04-18,2025-03-21,2025-04-17,fixed,12852.264411461854,0
load_scenario_selector,2025-04-18,2025-03-21,2025-04-17,blend25,12844.756357622926,0
load_scenario_selector,2025-04-18,2025-03-21,2025-04-17,blend50,12844.756357622928,0
load_scenario_selector,2025-04-18,2025-03-21,2025-04-17,blend75,12843.830774970398,0
load_scenario_selector,2025-04-18,2025-03-21,2025-04-17,mean14,12842.577678456206,1
load_scenario_selector,2025-04-18,2025-03-21,2025-04-17,mean7,12843.830774970396,0
load_scenario_selector,2025-04-19,2025-03-22,2025-04-18,fixed,12926.797311344999,0
load_scenario_selector,2025-04-19,2025-03-22,2025-04-18,blend25,12915.057492667058,1
load_scenario_selector,2025-04-19,2025-03-22,2025-04-18,blend50,12915.057492667058,0
load_scenario_selector,2025-04-19,2025-03-22,2025-04-18,blend75,12915.057492667058,0
load_scenario_selector,2025-04-19,2025-03-22,2025-04-18,mean14,12915.057492667058,0
load_scenario_selector,2025-04-19,2025-03-22,2025-04-18,mean7,12915.057492667058,0
load_scenario_selector,2025-04-20,2025-03-23,2025-04-19,fixed,33618.75959393711,0
load_scenario_selector,2025-04-20,2025-03-23,2025-04-19,blend25,33590.98671413579,0
load_scenario_selector,2025-04-20,2025-03-23,2025-04-19,blend50,33589.55130704284,0
load_scenario_selector,2025-04-20,2025-03-23,2025-04-19,blend75,33587.24465283324,0
load_scenario_selector,2025-04-20,2025-03-23,2025-04-19,mean14,33538.87628810898,1
load_scenario_selector,2025-04-20,2025-03-23,2025-04-19,mean7,33590.66548833863,0
load_scenario_selector,2025-04-21,2025-03-24,2025-04-20,fixed,33280.03450318198,0
load_scenario_selector,2025-04-21,2025-03-24,2025-04-20,blend25,33242.56156318655,0
load_scenario_selector,2025-04-21,2025-03-24,2025-04-20,blend50,33235.83802370722,0
load_scenario_selector,2025-04-21,2025-03-24,2025-04-20,blend75,33235.83802370722,0
load_scenario_selector,2025-04-21,2025-03-24,2025-04-20,mean14,33198.32176904542,1
load_scenario_selector,2025-04-21,2025-03-24,2025-04-20,mean7,33218.57600421855,0
load_scenario_selector,2025-04-22,2025-03-25,2025-04-21,fixed,33114.37187063776,0
load_scenario_selector,2025-04-22,2025-03-25,2025-04-21,blend25,33022.05613604583,0
load_scenario_selector,2025-04-22,2025-03-25,2025-04-21,blend50,33016.12141069129,0
load_scenario_selector,2025-04-22,2025-03-25,2025-04-21,blend75,33015.05586709084,0
load_scenario_selector,2025-04-22,2025-03-25,2025-04-21,mean14,32921.16585437883,1
load_scenario_selector,2025-04-22,2025-03-25,2025-04-21,mean7,33027.61775944815,0
load_scenario_selector,2025-04-23,2025-03-26,2025-04-22,fixed,33207.06024384911,0
load_scenario_selector,2025-04-23,2025-03-26,2025-04-22,blend25,33121.29092494126,0
load_scenario_selector,2025-04-23,2025-03-26,2025-04-22,blend50,33118.62590364536,0
load_scenario_selector,2025-04-23,2025-03-26,2025-04-22,blend75,33115.10200635196,0
load_scenario_selector,2025-04-23,2025-03-26,2025-04-22,mean14,33046.400712745024,1
load_scenario_selector,2025-04-23,2025-03-26,2025-04-22,mean7,33150.15384457061,0
load_scenario_selector,2025-04-24,2025-03-27,2025-04-23,fixed,33001.81658964707,0
load_scenario_selector,2025-04-24,2025-03-27,2025-04-23,blend25,32882.55489544896,0
load_scenario_selector,2025-04-24,2025-03-27,2025-04-23,blend50,32875.05888429055,0
load_scenario_selector,2025-04-24,2025-03-27,2025-04-23,blend75,32834.963151280645,0
load_scenario_selector,2025-04-24,2025-03-27,2025-04-23,mean14,32761.834648288157,1
load_scenario_selector,2025-04-24,2025-03-27,2025-04-23,mean7,32786.29845140919,0
load_scenario_selector,2025-04-25,2025-03-28,2025-04-24,fixed,12219.374573393463,0
load_scenario_selector,2025-04-25,2025-03-28,2025-04-24,blend25,12204.135213256304,1
load_scenario_selector,2025-04-25,2025-03-28,2025-04-24,blend50,12204.135213256304,0
load_scenario_selector,2025-04-25,2025-03-28,2025-04-24,blend75,12204.135213256304,0
load_scenario_selector,2025-04-25,2025-03-28,2025-04-24,mean14,12204.135213256304,0
load_scenario_selector,2025-04-25,2025-03-28,2025-04-24,mean7,12207.319737065829,0
load_scenario_selector,2025-04-26,2025-03-29,2025-04-25,fixed,12088.778154796246,0
load_scenario_selector,2025-04-26,2025-03-29,2025-04-25,blend25,12081.6028217298,0
load_scenario_selector,2025-04-26,2025-03-29,2025-04-25,blend50,12081.54005955815,0
load_scenario_selector,2025-04-26,2025-03-29,2025-04-25,blend75,12080.766767616073,1
load_scenario_selector,2025-04-26,2025-03-29,2025-04-25,mean14,12080.766767616073,0
load_scenario_selector,2025-04-26,2025-03-29,2025-04-25,mean7,12081.922399280067,0
load_scenario_selector,2025-04-27,2025-03-30,2025-04-26,fixed,31335.0068470751,0
load_scenario_selector,2025-04-27,2025-03-30,2025-04-26,blend25,31144.426793353807,0
load_scenario_selector,2025-04-27,2025-03-30,2025-04-26,blend50,31075.14609892437,0
load_scenario_selector,2025-04-27,2025-03-30,2025-04-26,blend75,31028.28836545085,0
load_scenario_selector,2025-04-27,2025-03-30,2025-04-26,mean14,31024.2272075082,1
load_scenario_selector,2025-04-27,2025-03-30,2025-04-26,mean7,31044.495460164784,0
load_scenario_selector,2025-04-28,2025-03-31,2025-04-27,fixed,31181.162507877318,0
load_scenario_selector,2025-04-28,2025-03-31,2025-04-27,blend25,30966.924624759846,0
load_scenario_selector,2025-04-28,2025-03-31,2025-04-27,blend50,30910.965618045484,0
load_scenario_selector,2025-04-28,2025-03-31,2025-04-27,blend75,30872.572555966002,0
load_scenario_selector,2025-04-28,2025-03-31,2025-04-27,mean14,30856.50404865886,1
load_scenario_selector,2025-04-28,2025-03-31,2025-04-27,mean7,30897.87732668384,0
load_scenario_selector,2025-04-29,2025-04-01,2025-04-28,fixed,32851.66085717514,0
load_scenario_selector,2025-04-29,2025-04-01,2025-04-28,blend25,32813.32617838028,0
load_scenario_selector,2025-04-29,2025-04-01,2025-04-28,blend50,32714.156551350723,0
load_scenario_selector,2025-04-29,2025-04-01,2025-04-28,blend75,32651.73319909692,0
load_scenario_selector,2025-04-29,2025-04-01,2025-04-28,mean14,32639.610449477837,1
load_scenario_selector,2025-04-29,2025-04-01,2025-04-28,mean7,32701.251006002592,0
load_scenario_selector,2025-04-30,2025-04-02,2025-04-29,fixed,32693.621331975377,0
load_scenario_selector,2025-04-30,2025-04-02,2025-04-29,blend25,32621.717814956577,0
load_scenario_selector,2025-04-30,2025-04-02,2025-04-29,blend50,32570.89654898764,0
load_scenario_selector,2025-04-30,2025-04-02,2025-04-29,blend75,32519.935182288664,0
load_scenario_selector,2025-04-30,2025-04-02,2025-04-29,mean14,32484.50889199896,1
load_scenario_selector,2025-04-30,2025-04-02,2025-04-29,mean7,32507.650831066978,0
load_scenario_selector,2025-06-08,2025-05-11,2025-06-07,fixed,54003.50648095471,0
load_scenario_selector,2025-06-08,2025-05-11,2025-06-07,blend25,53934.245168475274,0
load_scenario_selector,2025-06-08,2025-05-11,2025-06-07,blend50,53897.90597132448,0
load_scenario_selector,2025-06-08,2025-05-11,2025-06-07,blend75,53848.7169614476,0
load_scenario_selector,2025-06-08,2025-05-11,2025-06-07,mean14,53805.20882605882,1
load_scenario_selector,2025-06-08,2025-05-11,2025-06-07,mean7,53935.05729752958,0
load_scenario_selector,2025-06-09,2025-05-12,2025-06-08,fixed,53519.23564858333,0
load_scenario_selector,2025-06-09,2025-05-12,2025-06-08,blend25,53469.18659157756,0
load_scenario_selector,2025-06-09,2025-05-12,2025-06-08,blend50,53434.64682695359,0
load_scenario_selector,2025-06-09,2025-05-12,2025-06-08,blend75,53390.114404107524,0
load_scenario_selector,2025-06-09,2025-05-12,2025-06-08,mean14,53377.31046363934,0
load_scenario_selector,2025-06-09,2025-05-12,2025-06-08,mean7,53364.017615879544,1
load_scenario_selector,2025-06-10,2025-05-13,2025-06-09,fixed,54319.93201289115,0
load_scenario_selector,2025-06-10,2025-05-13,2025-06-09,blend25,54233.92932395863,0
load_scenario_selector,2025-06-10,2025-05-13,2025-06-09,blend50,54200.647943737895,0
load_scenario_selector,2025-06-10,2025-05-13,2025-06-09,blend75,54168.1915167585,0
load_scenario_selector,2025-06-10,2025-05-13,2025-06-09,mean14,54152.466067150606,1
load_scenario_selector,2025-06-10,2025-05-13,2025-06-09,mean7,54156.0691089816,0
load_scenario_selector,2025-06-11,2025-05-14,2025-06-10,fixed,55269.892147586506,0
load_scenario_selector,2025-06-11,2025-05-14,2025-06-10,blend25,55176.38945724885,0
load_scenario_selector,2025-06-11,2025-05-14,2025-06-10,blend50,55128.92153890631,0
load_scenario_selector,2025-06-11,2025-05-14,2025-06-10,blend75,55086.585485922464,0
load_scenario_selector,2025-06-11,2025-05-14,2025-06-10,mean14,55068.05389953488,1
load_scenario_selector,2025-06-11,2025-05-14,2025-06-10,mean7,55129.10076340627,0
load_scenario_selector,2025-06-12,2025-05-15,2025-06-11,fixed,56506.51282465351,0
load_scenario_selector,2025-06-12,2025-05-15,2025-06-11,blend25,56401.19185670929,0
load_scenario_selector,2025-06-12,2025-05-15,2025-06-11,blend50,56313.11376579457,0
load_scenario_selector,2025-06-12,2025-05-15,2025-06-11,blend75,56276.721134646294,0
load_scenario_selector,2025-06-12,2025-05-15,2025-06-11,mean14,56276.172829318515,1
load_scenario_selector,2025-06-12,2025-05-15,2025-06-11,mean7,56321.62314302431,0
load_scenario_selector,2025-06-13,2025-05-16,2025-06-12,fixed,23982.42398413876,0
load_scenario_selector,2025-06-13,2025-05-16,2025-06-12,blend25,23971.20120113396,0
load_scenario_selector,2025-06-13,2025-05-16,2025-06-12,blend50,23924.367430741262,0
load_scenario_selector,2025-06-13,2025-05-16,2025-06-12,blend75,23923.539089888724,1
load_scenario_selector,2025-06-13,2025-05-16,2025-06-12,mean14,23928.193755720367,0
load_scenario_selector,2025-06-13,2025-05-16,2025-06-12,mean7,23926.833460726728,0
load_scenario_selector,2025-06-14,2025-05-17,2025-06-13,fixed,24178.150793247798,0
load_scenario_selector,2025-06-14,2025-05-17,2025-06-13,blend25,24161.87266644206,0
load_scenario_selector,2025-06-14,2025-05-17,2025-06-13,blend50,24110.62873899702,0
load_scenario_selector,2025-06-14,2025-05-17,2025-06-13,blend75,24106.03301456924,1
load_scenario_selector,2025-06-14,2025-05-17,2025-06-13,mean14,24108.434631111213,0
load_scenario_selector,2025-06-14,2025-05-17,2025-06-13,mean7,24119.73922522476,0
load_scenario_selector,2025-06-15,2025-05-18,2025-06-14,fixed,59044.560830443304,0
load_scenario_selector,2025-06-15,2025-05-18,2025-06-14,blend25,58849.132727117554,0
load_scenario_selector,2025-06-15,2025-05-18,2025-06-14,blend50,58740.9833290615,0
load_scenario_selector,2025-06-15,2025-05-18,2025-06-14,blend75,58731.74857713638,0
load_scenario_selector,2025-06-15,2025-05-18,2025-06-14,mean14,58701.56527764389,1
load_scenario_selector,2025-06-15,2025-05-18,2025-06-14,mean7,58764.08710408313,0
load_scenario_selector,2025-06-16,2025-05-19,2025-06-15,fixed,59147.889643434544,0
load_scenario_selector,2025-06-16,2025-05-19,2025-06-15,blend25,59008.17320335094,0
load_scenario_selector,2025-06-16,2025-05-19,2025-06-15,blend50,58873.63705364623,0
load_scenario_selector,2025-06-16,2025-05-19,2025-06-15,blend75,58870.15458111623,0
load_scenario_selector,2025-06-16,2025-05-19,2025-06-15,mean14,58823.544066722854,1
load_scenario_selector,2025-06-16,2025-05-19,2025-06-15,mean7,58925.600945119935,0
load_scenario_selector,2025-06-17,2025-05-20,2025-06-16,fixed,59328.75133063819,0
load_scenario_selector,2025-06-17,2025-05-20,2025-06-16,blend25,59226.51206317104,0
load_scenario_selector,2025-06-17,2025-05-20,2025-06-16,blend50,59094.02443859482,0
load_scenario_selector,2025-06-17,2025-05-20,2025-06-16,blend75,59084.762178962184,0
load_scenario_selector,2025-06-17,2025-05-20,2025-06-16,mean14,59084.15752420044,1
load_scenario_selector,2025-06-17,2025-05-20,2025-06-16,mean7,59118.77682668423,0
load_scenario_selector,2025-06-18,2025-05-21,2025-06-17,fixed,59648.06691507215,0
load_scenario_selector,2025-06-18,2025-05-21,2025-06-17,blend25,59512.89810941566,0
load_scenario_selector,2025-06-18,2025-05-21,2025-06-17,blend50,59379.65515316645,0
load_scenario_selector,2025-06-18,2025-05-21,2025-06-17,blend75,59376.17098196562,1
load_scenario_selector,2025-06-18,2025-05-21,2025-06-17,mean14,59427.85953730583,0
load_scenario_selector,2025-06-18,2025-05-21,2025-06-17,mean7,59447.087046866574,0
load_scenario_selector,2025-06-19,2025-05-22,2025-06-18,fixed,59169.7060968565,0
load_scenario_selector,2025-06-19,2025-05-22,2025-06-18,blend25,59071.450638366936,0
load_scenario_selector,2025-06-19,2025-05-22,2025-06-18,blend50,58956.228264334444,0
load_scenario_selector,2025-06-19,2025-05-22,2025-06-18,blend75,58955.924080587814,1
load_scenario_selector,2025-06-19,2025-05-22,2025-06-18,mean14,58997.977167796125,0
load_scenario_selector,2025-06-19,2025-05-22,2025-06-18,mean7,59021.99629280918,0
load_scenario_selector,2025-06-20,2025-05-23,2025-06-19,fixed,25484.369352965736,0
load_scenario_selector,2025-06-20,2025-05-23,2025-06-19,blend25,25366.69118583063,0
load_scenario_selector,2025-06-20,2025-05-23,2025-06-19,blend50,25366.69118583063,0
load_scenario_selector,2025-06-20,2025-05-23,2025-06-19,blend75,25365.158115873706,1
load_scenario_selector,2025-06-20,2025-05-23,2025-06-19,mean14,25365.158115873706,0
load_scenario_selector,2025-06-20,2025-05-23,2025-06-19,mean7,25367.908498143915,0
load_scenario_selector,2025-06-21,2025-05-24,2025-06-20,fixed,25712.812197607134,1
load_scenario_selector,2025-06-21,2025-05-24,2025-06-20,blend25,25733.22163107877,0
load_scenario_selector,2025-06-21,2025-05-24,2025-06-20,blend50,25734.453031694316,0
load_scenario_selector,2025-06-21,2025-05-24,2025-06-20,blend75,25733.67810801621,0
load_scenario_selector,2025-06-21,2025-05-24,2025-06-20,mean14,25733.67810801621,0
load_scenario_selector,2025-06-21,2025-05-24,2025-06-20,mean7,25733.67810801621,0
load_scenario_selector,2025-08-18,2025-07-21,2025-08-17,fixed,57083.38187510582,0
load_scenario_selector,2025-08-18,2025-07-21,2025-08-17,blend25,56607.40961842572,0
load_scenario_selector,2025-08-18,2025-07-21,2025-08-17,blend50,56631.8556844186,0
load_scenario_selector,2025-08-18,2025-07-21,2025-08-17,blend75,56602.84298647878,0
load_scenario_selector,2025-08-18,2025-07-21,2025-08-17,mean14,56599.167749400294,1
load_scenario_selector,2025-08-18,2025-07-21,2025-08-17,mean7,56646.075452001394,0
load_scenario_selector,2025-08-19,2025-07-22,2025-08-18,fixed,55407.20787808823,0
load_scenario_selector,2025-08-19,2025-07-22,2025-08-18,blend25,55045.119483904804,1
load_scenario_selector,2025-08-19,2025-07-22,2025-08-18,blend50,55060.48251445623,0
load_scenario_selector,2025-08-19,2025-07-22,2025-08-18,blend75,55060.66226879483,0
load_scenario_selector,2025-08-19,2025-07-22,2025-08-18,mean14,55075.96767618074,0
load_scenario_selector,2025-08-19,2025-07-22,2025-08-18,mean7,55081.6378256962,0
load_scenario_selector,2025-08-20,2025-07-23,2025-08-19,fixed,54236.31010437737,0
load_scenario_selector,2025-08-20,2025-07-23,2025-08-19,blend25,53910.762735648,1
load_scenario_selector,2025-08-20,2025-07-23,2025-08-19,blend50,53941.647556717,0
load_scenario_selector,2025-08-20,2025-07-23,2025-08-19,blend75,53919.11382526755,0
load_scenario_selector,2025-08-20,2025-07-23,2025-08-19,mean14,53918.91458633579,0
load_scenario_selector,2025-08-20,2025-07-23,2025-08-19,mean7,53999.93945132325,0
load_scenario_selector,2025-08-21,2025-07-24,2025-08-20,fixed,54040.889970214244,0
load_scenario_selector,2025-08-21,2025-07-24,2025-08-20,blend25,53752.48596669891,0
load_scenario_selector,2025-08-21,2025-07-24,2025-08-20,blend50,53729.907872435404,0
load_scenario_selector,2025-08-21,2025-07-24,2025-08-20,blend75,53662.383795351874,0
load_scenario_selector,2025-08-21,2025-07-24,2025-08-20,mean14,53647.19676765572,1
load_scenario_selector,2025-08-21,2025-07-24,2025-08-20,mean7,53762.11211713188,0
load_scenario_selector,2025-08-22,2025-07-25,2025-08-21,fixed,27855.18407719116,0
load_scenario_selector,2025-08-22,2025-07-25,2025-08-21,blend25,27729.192703529254,0
load_scenario_selector,2025-08-22,2025-07-25,2025-08-21,blend50,27657.27332152802,0
load_scenario_selector,2025-08-22,2025-07-25,2025-08-21,blend75,27657.27332152802,0
load_scenario_selector,2025-08-22,2025-07-25,2025-08-21,mean14,27610.96271063283,1
load_scenario_selector,2025-08-22,2025-07-25,2025-08-21,mean7,27658.59919100608,0
load_scenario_selector,2025-08-23,2025-07-26,2025-08-22,fixed,27665.065508784402,0
load_scenario_selector,2025-08-23,2025-07-26,2025-08-22,blend25,27526.98218141385,0
load_scenario_selector,2025-08-23,2025-07-26,2025-08-22,blend50,27479.63611012781,0
load_scenario_selector,2025-08-23,2025-07-26,2025-08-22,blend75,27479.63611012781,0
load_scenario_selector,2025-08-23,2025-07-26,2025-08-22,mean14,27440.151771555717,1
load_scenario_selector,2025-08-23,2025-07-26,2025-08-22,mean7,27486.4380762661,0
load_scenario_selector,2025-08-24,2025-07-27,2025-08-23,fixed,53878.459275862086,0
load_scenario_selector,2025-08-24,2025-07-27,2025-08-23,blend25,53672.903556443904,0
load_scenario_selector,2025-08-24,2025-07-27,2025-08-23,blend50,53661.76223017856,1
load_scenario_selector,2025-08-24,2025-07-27,2025-08-23,blend75,53687.344716823834,0
load_scenario_selector,2025-08-24,2025-07-27,2025-08-23,mean14,53675.75852605105,0
load_scenario_selector,2025-08-24,2025-07-27,2025-08-23,mean7,53668.50505436032,0
load_scenario_selector,2025-08-25,2025-07-28,2025-08-24,fixed,53553.82353011562,0
load_scenario_selector,2025-08-25,2025-07-28,2025-08-24,blend25,53355.99723684355,0
load_scenario_selector,2025-08-25,2025-07-28,2025-08-24,blend50,53290.22488889205,0
load_scenario_selector,2025-08-25,2025-07-28,2025-08-24,blend75,53237.25870274485,0
load_scenario_selector,2025-08-25,2025-07-28,2025-08-24,mean14,53237.25870274485,0
load_scenario_selector,2025-08-25,2025-07-28,2025-08-24,mean7,53219.961444151995,1
load_scenario_selector,2025-08-26,2025-07-29,2025-08-25,fixed,53423.69426705934,0
load_scenario_selector,2025-08-26,2025-07-29,2025-08-25,blend25,53211.176899548234,0
load_scenario_selector,2025-08-26,2025-07-29,2025-08-25,blend50,53135.466843080634,0
load_scenario_selector,2025-08-26,2025-07-29,2025-08-25,blend75,53147.874509906214,0
load_scenario_selector,2025-08-26,2025-07-29,2025-08-25,mean14,53146.347299897985,0
load_scenario_selector,2025-08-26,2025-07-29,2025-08-25,mean7,53134.59646423536,1
load_scenario_selector,2025-08-27,2025-07-30,2025-08-26,fixed,53407.66027367446,0
load_scenario_selector,2025-08-27,2025-07-30,2025-08-26,blend25,53210.53984469314,0
load_scenario_selector,2025-08-27,2025-07-30,2025-08-26,blend50,53128.19699049273,0
load_scenario_selector,2025-08-27,2025-07-30,2025-08-26,blend75,53127.19690272952,0
load_scenario_selector,2025-08-27,2025-07-30,2025-08-26,mean14,53125.115011153284,1
load_scenario_selector,2025-08-27,2025-07-30,2025-08-26,mean7,53127.67866596994,0
load_scenario_selector,2025-08-28,2025-07-31,2025-08-27,fixed,53068.913964718275,0
load_scenario_selector,2025-08-28,2025-07-31,2025-08-27,blend25,52861.02980022486,0
load_scenario_selector,2025-08-28,2025-07-31,2025-08-27,blend50,52795.78236293669,0
load_scenario_selector,2025-08-28,2025-07-31,2025-08-27,blend75,52688.22301311463,0
load_scenario_selector,2025-08-28,2025-07-31,2025-08-27,mean14,52688.13517054152,1
load_scenario_selector,2025-08-28,2025-07-31,2025-08-27,mean7,52708.72823896133,0
load_scenario_selector,2025-08-29,2025-08-01,2025-08-28,fixed,27141.37559157093,0
load_scenario_selector,2025-08-29,2025-08-01,2025-08-28,blend25,27097.619143159816,1
load_scenario_selector,2025-08-29,2025-08-01,2025-08-28,blend50,27099.67400017918,0
load_scenario_selector,2025-08-29,2025-08-01,2025-08-28,blend75,27099.67400017918,0
load_scenario_selector,2025-08-29,2025-08-01,2025-08-28,mean14,27099.602648108186,0
load_scenario_selector,2025-08-29,2025-08-01,2025-08-28,mean7,27111.318502081318,0
load_scenario_selector,2025-08-30,2025-08-02,2025-08-29,fixed,27141.463126977735,0
load_scenario_selector,2025-08-30,2025-08-02,2025-08-29,blend25,27092.239456679872,1
load_scenario_selector,2025-08-30,2025-08-02,2025-08-29,blend50,27104.018742256176,0
load_scenario_selector,2025-08-30,2025-08-02,2025-08-29,blend75,27104.018742256176,0
load_scenario_selector,2025-08-30,2025-08-02,2025-08-29,mean14,27102.929165981775,0
load_scenario_selector,2025-08-30,2025-08-02,2025-08-29,mean7,27117.42403597892,0
load_scenario_selector,2025-08-31,2025-08-03,2025-08-30,fixed,53870.460638617085,0
load_scenario_selector,2025-08-31,2025-08-03,2025-08-30,blend25,53676.481314319826,0
load_scenario_selector,2025-08-31,2025-08-03,2025-08-30,blend50,53579.733406261934,0
load_scenario_selector,2025-08-31,2025-08-03,2025-08-30,blend75,53573.01140132772,1
load_scenario_selector,2025-08-31,2025-08-03,2025-08-30,mean14,53573.01140132772,0
load_scenario_selector,2025-08-31,2025-08-03,2025-08-30,mean7,53592.997043878924,0
load_scenario_selector,2025-09-10,2025-08-13,2025-09-09,fixed,47260.76166061151,0
load_scenario_selector,2025-09-10,2025-08-13,2025-09-09,blend25,47332.042847106546,0
load_scenario_selector,2025-09-10,2025-08-13,2025-09-09,blend50,47279.294057387866,0
load_scenario_selector,2025-09-10,2025-08-13,2025-09-09,blend75,47225.67025060052,0
load_scenario_selector,2025-09-10,2025-08-13,2025-09-09,mean14,47225.65461305615,1
load_scenario_selector,2025-09-10,2025-08-13,2025-09-09,mean7,47310.026940169984,0
load_scenario_selector,2025-09-11,2025-08-14,2025-09-10,fixed,47372.36135200308,0
load_scenario_selector,2025-09-11,2025-08-14,2025-09-10,blend25,47359.03772542612,0
load_scenario_selector,2025-09-11,2025-08-14,2025-09-10,blend50,47318.32329623454,0
load_scenario_selector,2025-09-11,2025-08-14,2025-09-10,blend75,47287.908445432804,0
load_scenario_selector,2025-09-11,2025-08-14,2025-09-10,mean14,47285.15205252685,1
load_scenario_selector,2025-09-11,2025-08-14,2025-09-10,mean7,47312.50656455254,0
load_scenario_selector,2025-09-12,2025-08-15,2025-09-11,fixed,22367.834270702664,0
load_scenario_selector,2025-09-12,2025-08-15,2025-09-11,blend25,22367.834270702664,0
load_scenario_selector,2025-09-12,2025-08-15,2025-09-11,blend50,22363.631851328926,0
load_scenario_selector,2025-09-12,2025-08-15,2025-09-11,blend75,22362.894598918105,1
load_scenario_selector,2025-09-12,2025-08-15,2025-09-11,mean14,22362.894598918105,0
load_scenario_selector,2025-09-12,2025-08-15,2025-09-11,mean7,22396.047088639396,0
load_scenario_selector,2025-09-13,2025-08-16,2025-09-12,fixed,22384.92076404324,0
load_scenario_selector,2025-09-13,2025-08-16,2025-09-12,blend25,22384.92076404324,0
load_scenario_selector,2025-09-13,2025-08-16,2025-09-12,blend50,22378.13284108716,0
load_scenario_selector,2025-09-13,2025-08-16,2025-09-12,blend75,22374.694216533266,1
load_scenario_selector,2025-09-13,2025-08-16,2025-09-12,mean14,22374.694216533266,0
load_scenario_selector,2025-09-13,2025-08-16,2025-09-12,mean7,22439.5966444019,0
load_scenario_selector,2025-09-14,2025-08-17,2025-09-13,fixed,46473.00670189669,0
load_scenario_selector,2025-09-14,2025-08-17,2025-09-13,blend25,46451.68424123834,0
load_scenario_selector,2025-09-14,2025-08-17,2025-09-13,blend50,46423.57217808716,0
load_scenario_selector,2025-09-14,2025-08-17,2025-09-13,blend75,46416.85081076954,0
load_scenario_selector,2025-09-14,2025-08-17,2025-09-13,mean14,46244.19677488574,1
load_scenario_selector,2025-09-14,2025-08-17,2025-09-13,mean7,46293.72836810473,0
load_scenario_selector,2025-09-15,2025-08-18,2025-09-14,fixed,44647.71186072128,0
load_scenario_selector,2025-09-15,2025-08-18,2025-09-14,blend25,44634.746559276704,0
load_scenario_selector,2025-09-15,2025-08-18,2025-09-14,blend50,44605.83989298599,0
load_scenario_selector,2025-09-15,2025-08-18,2025-09-14,blend75,44597.749458225866,0
load_scenario_selector,2025-09-15,2025-08-18,2025-09-14,mean14,44400.632243801156,1
load_scenario_selector,2025-09-15,2025-08-18,2025-09-14,mean7,44421.54869434894,0
load_scenario_selector,2025-09-16,2025-08-19,2025-09-15,fixed,44375.76470414711,0
load_scenario_selector,2025-09-16,2025-08-19,2025-09-15,blend25,44360.04496148844,0
load_scenario_selector,2025-09-16,2025-08-19,2025-09-15,blend50,44323.48723516269,0
load_scenario_selector,2025-09-16,2025-08-19,2025-09-15,blend75,44322.042657379236,0
load_scenario_selector,2025-09-16,2025-08-19,2025-09-15,mean14,44136.62006349203,0
load_scenario_selector,2025-09-16,2025-08-19,2025-09-15,mean7,44128.06612618197,1
load_scenario_selector,2025-09-17,2025-08-20,2025-09-16,fixed,44516.576988417735,0
load_scenario_selector,2025-09-17,2025-08-20,2025-09-16,blend25,44490.51509163338,0
load_scenario_selector,2025-09-17,2025-08-20,2025-09-16,blend50,44460.056758300045,0
load_scenario_selector,2025-09-17,2025-08-20,2025-09-16,blend75,44460.06145472694,0
load_scenario_selector,2025-09-17,2025-08-20,2025-09-16,mean14,44262.949853098085,0
load_scenario_selector,2025-09-17,2025-08-20,2025-09-16,mean7,44257.251235101125,1
load_scenario_selector,2025-09-18,2025-08-21,2025-09-17,fixed,43850.22766966185,0
load_scenario_selector,2025-09-18,2025-08-21,2025-09-17,blend25,43844.491417960475,0
load_scenario_selector,2025-09-18,2025-08-21,2025-09-17,blend50,43828.00066613062,0
load_scenario_selector,2025-09-18,2025-08-21,2025-09-17,blend75,43822.002617737104,0
load_scenario_selector,2025-09-18,2025-08-21,2025-09-17,mean14,43609.64214555486,0
load_scenario_selector,2025-09-18,2025-08-21,2025-09-17,mean7,43604.61397866152,1
load_scenario_selector,2025-09-19,2025-08-22,2025-09-18,fixed,20436.17787383719,0
load_scenario_selector,2025-09-19,2025-08-22,2025-09-18,blend25,20430.412985778257,0
load_scenario_selector,2025-09-19,2025-08-22,2025-09-18,blend50,20425.58735615324,0
load_scenario_selector,2025-09-19,2025-08-22,2025-09-18,blend75,20425.58735615324,0
load_scenario_selector,2025-09-19,2025-08-22,2025-09-18,mean14,20378.426597380807,1
load_scenario_selector,2025-09-19,2025-08-22,2025-09-18,mean7,20394.526038741016,0
load_scenario_selector,2025-09-20,2025-08-23,2025-09-19,fixed,20458.83556524872,0
load_scenario_selector,2025-09-20,2025-08-23,2025-09-19,blend25,20458.83556524872,0
load_scenario_selector,2025-09-20,2025-08-23,2025-09-19,blend50,20454.831759103756,0
load_scenario_selector,2025-09-20,2025-08-23,2025-09-19,blend75,20454.831759103756,0
